,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,TRX,MIOTA,NEO,DASH,XMR,BNB,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.411829907918101,0,0,-0.0235163506976546,0.0502145978768932,0,0.0669849960916962,0.0412242313057472,0.00313459067006316,0,0,0,0.0848905491409416,0.0564849923508765,0,-0.00664242151017876,0,0,-0.00200079905023985
ETH,0,0,0.37770733128451,0.183606980192474,0.0288381188947728,0,0,0.112918351028961,0.0324207335746485,0.0735835131049538,0.0172448223872794,0,0,0.0776354676024192,0,0,0,0,0,0
XRP,0,0.295325757734283,0,0,0,0.101045056527151,0.154919954144908,0.104851879391087,0,0.0121649154713406,0.093449472459418,0,0.0807056880008818,-1.73472347597681e-18,0.0644635642179674,0,0,0,0,0
BCH,0,0.175630772267,0.45894374607531,0,0,0,0,0.145781672760916,-0.141701510667033,0.207383528010328,0,0,0,0,0.0489578932027143,0,0,0,0,0
EOS,0,0,0,0,0,0,-0.108023446760507,0.527168077210833,0,-0.432766232451875,1.13940023668373,0,0,0.383515465769408,0,0,0,0,0,0
LTC,0,0,0.384872674028876,0.0767628855503726,0.0735424234395431,0,0,0.0108474417992861,0.0103266772243511,0,0.0924237450729127,0,0,0.145964856283553,0.10063728232697,0,0,0,0,0
XLM,0,0.137007350931145,0.188788868010148,0,0,0,0,0.407002528577461,0,0,0.137433323635029,0,0.040291975409301,0.00705006541642824,0,0,0,0,0,-0.0574317844842019
ADA,0,0.149072659891224,0,0,0.111847387833596,0,0.296133127728434,0,0.140246278278362,0.0577653005265675,0.0115375362401965,0,0.137193429082146,0.03508588104715,0,0,0,0,0,0.0546891614412026
TRX,0,0.0712439202900659,0.501206378247076,-1.38777878078145e-17,0.207762689143175,0,0.0450039557693184,0.0706461209750053,0,-0.208803793821185,0.162118717955055,0.184415771066736,0.208612137051198,0,0,0,0,0,0,0
MIOTA,0,0,0,0,-0.0601029487104303,0,0.471637254641343,0.363734459090934,-0.00634197261997102,0,0.154747496756259,0,0,-0.00261447512126182,0.0428404388639222,0,0,0,0,0
NEO,0,0,0,0.0844429812720763,0.0401473975786295,0.109400646705801,0.106477484941994,0.0922772890597229,0.0593351786174092,0.0975117862343178,0,0.240125494870755,0,0.123796550277938,0,0,0,0,0,0
DASH,0,0.0921871914879929,-8.67361737988404e-19,0.093847732822678,0,0.158691878764589,0,0,0,0.116368503335989,0.183688026105721,0,0.0494813821143866,0.0718045060723906,0.0124058643680099,0,0,0,0,-0.016181756489231
XMR,0,0.157968435703954,0,0.208835307971747,0,0,0,0.161455415556556,0.148076086302705,0,0,0,0,0.200228304854207,0.0202768504603133,0,0,0,0,0.0443248552192005
BNB,0,0.213552160565436,0,0,-0.0780794748384027,0,0.0617713684594137,0.379993806806812,0,0,0,0,0.00957743257273099,0,0.0721205817972494,0,0,0,0,0
ETC,0,0,0.310260932437721,0.10156197149626,-0.0663477476815844,0.111015314225327,0,0,0.383783876107178,0.0548814694769559,0,0,0,0.155159152590539,0,0,0,0,0,-0.21992384688204
BV010082.Index,0,0,-0.169913696272039,0,-0.122059705961825,0.118675444002421,-0.0328336827970129,0,-3.46944695195361e-18,-0.00742311463942774,0,0,0.219051451091794,0,0,0,0,0,0,-0.253028465241334
CVIX.Index,0,0,0.155022461759291,0.196138070514999,-0.0078333735085773,0,-0.0832694209717906,-0.0351893479065915,0,0.0147457778595469,0.0349007508118725,-0.241609358549842,0,-0.0697403134018995,0.0436676830749727,0.384950255327792,0,0,0,0.165683565989105
DXY.Curncy,0,0,0.0101827296030198,0.00942691252982496,0.00953172299443269,0,-0.00521509729778674,0,0.00914157273749494,-0.0201331593187665,0,-0.0109334839096021,0,0,0.014979529202602,-0.0661579714665227,0.00433191834086618,0,0,0
SPX.Index,0,-0.0149293240013809,0.00661995540404331,0.00516670522188004,-0.017834613983669,0,0,0,0.0132098257321192,-0.0190118940169758,0,0,0.0245511049119646,0.00689887742548797,0.0126083876058572,0,0.0267241427889325,0,0,-0.0808711774543071
VIX.Index,0,-2.77555756156289e-17,0,-0.213556084561114,-0.2543835893409,0.701235960797669,-0.192983170251546,0.0624609396422898,0.173637294591809,0,0.415774160550893,0,-0.129273546403883,-0.0675520682569035,-0.308725377016411,-0.855189980688721,0.0798961486159489,0,-2.09113792572127,0
