,BTC,INNBCL,ETH,XRP,BCH,BSV,LTC,BNB,EOS,XTZ,TAGZ5,LINK,XLM,ADA,XMR,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.00245430250255993,0,0,0.532178616491228,-3.46944695195361e-18,0,0.0826322456052193,0,0.167679089582218,0,6.93889390390723e-18,0,0,0,0,0,0,0,0
INNBCL,0,0,16.3017376043988,0,0,0,4.4228377887239,-32.5118289809369,-5.46784556081347,2.62233383620851,4.24234309916412,0,0.205724757181366,18.1211647836227,-8.94107347587482,-7.73275487505302,0.343759354792846,0,16.2775941264376,0.839409374291545
ETH,0,0.000248520771267239,0,0,0.181021427602638,0.0489907637663686,0.103776455569435,0.0389542851516279,0.0580421450209619,0.20582440506702,0.0480159934822911,0.068175472506857,0,0.0255830619005807,0.236334421174877,0,0,0,0,0.00651400654032255
XRP,0,-0.00137069547339653,0.154852462926389,0,0,0,0,0.278561479871307,0,0,0,0.00831239021821643,0,0.320792201884019,0,0,-0.015063310900778,0,0,0.0114241795622688
BCH,0.12740581112433,-0.000633717679954155,0.360500177633703,0.124662906955959,0,0.27310871053296,0,0.0649714605282811,0,0.0680233550240106,0.0162112694092788,0,0,0,0,0,0,0,0,0
BSV,0.129618479130461,-0.0107686663795345,0.00402761774032789,0,0.378142570539716,0,0,0,0.171485341792225,0,0,0,0.0121446963046686,0,0.400035758256627,0.0378035134457965,0.107697792698585,0,0.0452565858042971,-0.053100021623962
LTC,0,0.00110042574427081,0,0.0388680199791083,0,0.213118602030116,0,0,0.473312817748455,0,0,-0.0296115950188557,0,0.19584195207528,0,0,0.0673910749938428,0,0,-0.0378129228560186
BNB,0.041998112709671,-0.00499328175863734,0.318881037730305,0,0.430691146144142,0,0,0,0,0.0639374995078,0,0.0760007899597651,0,0,0,0,0,0,0,0
EOS,0,-0.00206694293181627,0.303948594285817,0,-1.38777878078145e-17,0.195578917378812,0.254547586879466,0,0,0,0,-0.0278615280168842,0.0509852460070065,0.147407039991542,0.0297328434533959,0,-0.0129901452073492,0,0,0
XTZ,0,-0.00044116834467334,0.161530224071224,0,3.46944695195361e-18,0.236310886257171,0,0.089822377035499,0,0,0,0.482892654464378,0,0,0,0,0,0,0,0
TAGZ5,0,-0.0133310294016878,0.662220320068403,0,0.614572343721998,0,0,-1.11052859603338,0,0.369093690608767,0,0.467603835023977,0,0,0,-0.471017178875685,0.0962015297207418,0,0,0.00586641844131329
LINK,0,-0.00667573323646154,0.196202758504783,0,0.08123501196734,0,0,0.182479683372454,0,0.45424792866407,-0.0130533994381999,0,0,0.128808472259631,0,0,0,0,0,0.0295487878538161
XLM,0,-0.000288696565072328,0,0.235134519226294,0.234300899117501,0.046040240708636,0.0892256259931592,0.122369955765458,0,0.0587492483917822,0,0,0,0,0,0,0.00809005417190019,0,0,0
ADA,0,-0.00277313403608057,0.159064360975526,0,0,0,0.578918286482782,0.166436869613634,0,0.0803089364030078,0,0.00815585585606645,0,0,0,0,-0.00417729190039493,0,0,0
XMR,0.0563873174306943,0.000384522310119959,0.163165183615638,0,6.93889390390723e-18,0.0796433968856854,0,0.133290049611215,0.29494241399443,0.124212545681316,0,-4.33680868994202e-19,0.0308841459547759,0,0,0,0,0,0,0
BV010082.Index,0,0,0.134540147884755,0,0,0.296972524339179,0,-1.01050342767802,-0.195655165560591,-0.812186154998325,0.0862158635730454,0.591118476515944,1.03161840820994,0,0,0,0.109184780056406,0,0.0648092572358687,0.000817218494613683
CVIX.Index,0,-0.0051661049003803,0,-0.442778301951137,0,0,0.232421306112786,-0.185242458988146,0,0.457194932800656,-0.185257900680907,0,0,0,0,0.36212620049977,0,0,-0.652606496531451,0.35754738710275
DXY.Curncy,0.0510038180260392,-0.000286377527249269,0,-0.180837971098289,0.0404426781592442,0,0,0.0249613147435949,0,0.0464265272903016,0,-0.027690087832413,0.0308416983242198,0.00471594110912104,0,0.0101416135700337,-0.0129522013842779,0,-0.0142587672566511,-0.00950573057008818
SPX.Index,0,0.00147154858248286,0,0,0,-0.139535750736976,0,0,0,0,0,0.162695003826818,0,0,-0.0570989187223136,0.24185740696597,0,0,0,-0.206001274860124
VIX.Index,0.0271864229600931,0.0405216335249997,0,0,0,0,0,-0.769859787286328,0,0,0.12568974373389,0,0.587953370792033,0,0,0.26427388257859,0.190469192592376,0,-1.67485815337058,0
