,BTC,ETH,XMR,XRP,LTC,ETC,DASH,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.429425748355319,0,0,0,0,0.0543599990043777,0.052748905290768,0.158289117001928,0.0343349700169828,0,0,0,0,-0.0495103525524811
ETH,0,0,0.106684143395252,0.665928941128475,0.0515616496223429,0,0.226183521422136,0.219174657551516,0,0,0.0976274452234076,0,0,-0.275771772691704,-0.0516762276939948,0,0,-0.110808992029367
XMR,-0.402963590304655,0.379268825581161,0,-0.456515164443142,0,-0.158238822170693,0.403474656984118,0.401804861792336,0,0.00252322247474886,-0.0580802191086395,0.209123313360355,-0.366887903738807,0,0,0,0,0.224394219453095
XRP,0.192269341227154,0.0994785059508427,0.0193786155597509,0,0,0.0897994372126438,0,0,0,-0.0632225366087279,0.0999535310270035,0.00120740375606069,0.102474012562073,-0.211295926492331,0,0,0,0
LTC,0.540875275661466,0.42765895280207,0,-0.257375315590694,0,0,-0.167372292920697,0.245988823756058,0.114124813688626,0.0469898590042061,-0.0231354542402792,0.0459359369313353,-0.387376173799137,0,0,0,0,0.0802652847558233
ETC,0,0.142209914663225,-0.0140564183269366,-0.772679442015117,-0.251794868554601,0,-0.0504334608045074,0.0396231139401543,0,0,-0.0149091052944038,0.0140165015106663,0.64073243680919,0,0,0,0,-0.211646988413379
DASH,0,0.0460445329707104,0.10962541944234,0,0.273396429169422,0.44072199763883,0,0.124201578836514,0,-0.0127697431466174,0.0691436140095439,-0.109099718183729,-0.432215238889427,-0.30010680433314,0.208284318803525,0,0,-0.142163785035357
XEM,-0.290627701246838,0.12637793534326,0,0.676841182313606,0,-0.108509207288678,0.276479701831398,0,0,0.0073102422609992,-0.073272586226151,-0.0959129008170923,0.401420588845469,0.733108491558866,3.46944695195361e-18,0,0,-0.0629444609575008
DOGE,0,0.116338018044105,-0.0295228315892949,0,0,-0.0160462102417866,0,0.0253855353998054,0,0.0165850079055359,0.00290644633010307,0.129820939652661,0,0,0.227430575050427,0,0,0.0126892048564586
ZEC,0,1.83667913273721,0.775213899027747,-3.80596256002672,1.56255615054004,1.79355978336766,-1.54288391399074,0,0.729550221588545,0,0.336465120236352,-0.159363046086263,0.366754879730403,0,1.41398893151268,0,0,-1.39168356583155
XLM,0,0.342647777326453,0.314407305801883,-0.113956783287249,-0.662612770738251,0,0,0.0982724072500669,0,-0.138368861312455,0,0.155858505151692,0.484895961527901,0,-0.300791484329213,0,-1.06023881148599,0.182958125630505
NEO,0.872140891467437,0.0584164692204748,0.00673182671108169,0.520778842164253,-0.486332192268754,-0.236791725686828,8.67361737988404e-19,0,0,0,0.0127102467785996,0,0.165276495476122,0.155503011384071,0.0454718708195364,0,0,0
DGB,0,0.024387173039539,0,0,0.418929815225853,0.272595868351989,-0.140889425362469,0,0.63130227687677,-0.00960619321266252,0.0492103088557536,-0.0196752506218378,0,0,0.240162273927641,0,0,-0.053665183062901
BV010082.Index,-0.06978440470318,0,0.0687545056734314,0.0315049776733761,0,8.67361737988404e-19,0,-0.100767672556807,0,-0.0169426225325121,0,0,0,0,-0.441512736760957,0,0,-0.0213348684363278
CVIX.Index,0,-0.136336411247799,0.0306976120423749,-0.085772197290721,-0.069600432828334,-0.0886733628693138,0.254945133668103,-0.242027543262271,0.409517922850792,0,0.0610858762670281,-0.0161850664416022,0.177078500967793,0,0,0.688195390911196,0,0.165147969967624
DXY.Curncy,0,0.0143240211934597,-0.00832500577903122,-0.0324352527821678,0,-0.0123807218848591,0,0.0238480230443975,0.0207710117751129,-1.0842021724855e-19,-0.0141067619757743,0,0.0286338017547447,0.0903499751830661,0,0,0,-0.0209514833982246
SPX.Index,0.0040151699814096,0,0.00971097425454967,0,0,0,0.00940119663569248,0,0,0,-0.00680287660461731,0.0189196756535373,-0.00296476464004722,0,0,0,0,-0.0450182982796497
VIX.Index,0,0,0.0968014643716814,0,0.000772832250381633,0.246826234767487,0,-0.797971078139589,0.0920711041354648,0.0355722812485934,-0.0149232306276311,0,0.136401080447769,-1.04337230419303,0.95856159127782,0,-1.84286844651962,0
