,BTC,ETH,XRP,LTC,XMR,DASH,ETC,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0584065912172756,0.0636774818892886,0.32293560305482,0.198077184256103,0.217838639279453,-0.0341410995135124,0.141066786633785,0,0,0,0.000269302393032771,0.0928388035141174,0,0,0,0,0
ETH,0,0,0,-0.183631575089516,0.128491196747131,0.384186887733845,-0.0812760448738112,0.0100065254922679,0,0.0480968394695272,0,0.141448718200423,0.276429072877678,0,0,0,0,0
XRP,0,0,0,0,0.0713663098528173,0.160487978847755,-0.169787195303401,0.072857078189569,0.130470518055933,0,0.0539119967719018,0,-0.000529976479247112,0.26507663483475,-0.23502534130203,0,0,0.204009742817147
LTC,0.677396383294631,0,0,0,0,-0.179209776025773,0.143090405479685,0.133563535821755,0,0.0871782094660914,0.0274993596342445,0,0.011423236597452,0,-0.13744846784681,0,0,0
XMR,0.732831137231827,0.254597920095476,-0.1994080551172,1.38777878078145e-17,0,0,-0.109750027124861,0.0263488802495394,0,-0.0776544678852552,0.124510538977875,-0.00193175855942354,-0.103998114260613,0,0.562669476338,0,0,0
DASH,0.615952129316658,0,0.13384807838336,-0.235347178801515,0.194718159313314,0,0.15538095632229,0.203572328560678,0.156953392362756,0.046596131199938,0.0623095222111763,-0.0728757542444691,-0.00250982376753245,-0.220402053438347,0.331620321064606,3.30034906566749,0,0
ETC,0.437595068615395,0.370837578228689,0,0,0,0,0,0.0699276211016878,0,0.138758778996685,0.289970583352342,0.0813951296760915,0.124370599684695,0,0,0,0,0
XEM,0,-0.363223233165714,0,0,-0.272909395016778,0.698876328017066,0,0,-0.364406867020576,0.341209119532367,0.163582230437347,0.110085252625806,-0.052982740725463,0,0,0,0,0.309175325614247
DOGE,5.42101086242752e-20,0,0,0.260793603727809,-0.0213737138881112,-1.73472347597681e-18,0.0625484222320681,-0.00262254083574551,0,0,0.0557353329581603,0.0117259266964225,0.0627539022541607,0,0,0,0,-0.0407993684790895
ZEC,0.0826772781954995,0,0.446977176034036,0,0.287914360148179,0.195542572102741,-0.074665200435112,-0.0224751785603218,0,0,0.0828217905010548,0.118310094417742,0.422789809997166,-0.431590095006036,0,0,0,0
XLM,-0.794865357920401,0.149628089712548,0,0.179525955359409,0.136332848819454,0.220683488970759,0.201456724789682,0.153774086634424,-0.238851752674121,0.280382101411377,0,0.280628494181453,0.0389689778646528,0,0.346157840012082,0,0,-0.134555395432159
NEO,0,0.101924145270609,1.49079607591545,-0.202741250531985,0.333282281381421,-0.309764968141863,-0.0689815721301528,0.166619796378072,0,-0.0370855142091669,0.269071266606949,0,0.0159511990986057,-1.00154386943691,0.290601885069022,0,1.49325852411591,-0.175968696667201
DGB,1.3617640765199,0,0,-0.935333655600003,-0.319600821727541,0,0.195622131494814,0.0851803828303004,-0.0108146990422546,0.0148731496551066,0,0.163775938379781,0,0,0,0,0,0.0903102534400236
BV010082.Index,0,0,0.115474187826121,0,0.0879295345931836,-0.0899490214775707,0.031145335777307,-0.116081239204577,0.203469262746796,-0.0138849523754693,0,-0.0242677403957964,-0.0588994360561297,0,-0.295234029843244,0,0,0.0140680369647075
CVIX.Index,-0.0214576379587276,0,0.0307942636374839,0.169531443344909,0.0152053817351372,0,0.08534239937653,-0.218504035907077,0.0142404698971382,-0.0287472718522035,0.123148282228548,-0.00703721812235602,-0.106922794529972,0,0,0.481776416727074,0,0
DXY.Curncy,0,0.0251404447715723,-0.0759292363814219,0.0153712055906587,0.00624940813845342,0.014089687123377,-0.0154919379118329,0,0,0,-0.00663257313380045,0,-0.00436304934543691,0.116157824840547,0.0568836565773903,0,0,-0.0221433691353189
SPX.Index,0,0,0.00575332521422574,-0.0277998544639856,0,0.024106370525872,-0.0150993425661044,0.0118911245432893,0,0.00288898298492435,-0.000200879529756147,0.0183770545556534,0.00796582891402083,-0.00881758857976053,0.00873847787126173,0,0,-0.0630820334941646
VIX.Index,0,-0.301470489356519,0.46056103565209,0.127957302430797,0.184483899697407,0.261363536680367,-0.469922719805763,-0.280770768167044,-0.0907228164407973,-0.0797277447359943,0.143598232885093,0.134603030228066,0,0.379773219863752,0.0810354708684331,0,-3.18105081434295,0
