,BTC,ETH,XRP,LTC,DASH,XEM,XMR,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.131443780850194,0.553349040695199,0,0.0315854673546381,0.192561701388605,0.107521384793473,-0.0274596564147316,0.0355884805409329,0.0723912934557511,-0.0701297498733714,0,0,0
ETH,-0.914083345854168,0,0.58676602694505,0,0.213466235296444,0.202029000189211,0.725738877819777,0.11326664920288,0.0120294253127644,0.129367375899074,-0.827907559118048,-0.882609244337594,0,1.37871297622069,0
XRP,0,0.0648002239523946,0,0.129285161258133,0.0929414510675711,0.0641328241839516,0,0,-0.0442008531816691,0.0844746505607349,-0.250797600139096,0.210811256759094,0,0,-0.132733023978631
LTC,1.39874635469896,-0.111663368360184,0,0,0.329496472488707,-0.141287144560623,0,0,0.109591993541934,0,-0.578024158910845,-0.102683628526721,0,0,-0.0628628203468788
DASH,0.320546511802224,0.122205572372985,-0.421864115090306,0,0,0,-0.0289917988495879,-0.0515581990269687,0.223986891495804,-0.157013692401376,-0.858667285617569,0.323740110658512,0.915982823210292,0,-0.209908232472723
XEM,1.04843094178564,0.0219528622158301,0,0,0.2493683234799,0,0,0,0.547215630653027,0.316987440642758,0.719525996925311,0,0,-0.952499864435368,0.265852611598084
XMR,1.63447728178759,0,0,-0.335976688687775,0.100860524623106,-0.138704578553457,0,0,0.0126637219356096,0.110982346353223,0.801640285491251,0,0,0,0.162381550903064
DOGE,0,-0.218388051524877,0.525273758013958,0.407429220244997,0.375415088830487,-0.0374354806208043,0.18628063871825,0,0.210696076878612,0,0.645797914877395,-0.327337721836603,0,0,0.212324986224947
XLM,0.146403587062253,0.191971152299435,0.713441976737494,0.105021963891417,0,0.1955048573477,0,0,0,-0.168349334339447,-0.147504356624071,-0.248824817312899,0,2.98731689722978,0.390684358096375
DGB,0.975987188849871,0.67703719574407,-1.36456006784732,-0.596584007306232,-0.197320462720924,-0.203567949966332,0,-0.450742434373156,0.720935827045862,0,0.158520795465425,1.77192672274644,0,0,-0.360971437355269
BV010082.Index,0,0.0870391346481107,0,-0.0315965331647342,0.12469591367868,0.033279298444192,-0.056446489443609,-0.193781314925335,0.0134537956605434,0.0591974166083996,0,0.0698149618657945,0,0,-0.089102266654565
CVIX.Index,-0.0584111042692134,-0.23859803947417,0,0,0.350543343023152,-0.0658302910870431,0.143037029424222,-0.203344279020358,0.23539025138939,0.0563263468658007,0,0,0,0,0.149070489233671
DXY.Curncy,0,0.00175964391333031,0.0296214226926877,-0.0377113024511962,0.0388395693261032,-0.00151486510750527,4.33680868994202e-19,-0.00242443090316415,0.0233400612544006,-0.0376422103051349,0.112430384530931,0.020393539596259,0,0,0.019237534992188
SPX.Index,0,-0.0214588814578422,-0.0197841264891391,0,0.0186176735223294,-0.0141452799273932,0.0330689677746393,-0.0347638880029932,0.0189323783875782,0,0.0982209642296071,-0.0797750489873146,0,0,-0.0593247241860531
VIX.Index,0.616171328235935,0.0880031989348373,-0.54466709092674,-0.271588511681404,0.0484284902022676,-0.160780344055966,-0.296216097065153,-0.610061779136856,0.517480888320587,-0.233435147728778,0,0.935406662355876,0,-1.35767407167753,0
