,BTC,ETH,DASH,XMR,XRP,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.250935084785893,0.0700783615730789,0.230040801195786,0,0.30882107409654,0.0784078471634466,0.136474126932328,0,0.170685897765593,-0.0437073290062826,0,0.229602550249859,0,-0.0592682517156508,0,0,0.00870444283197571
ETH,0.238552550508165,0,0.0920005109568346,0.248207078282063,0,0,0.353549035638251,0.0848410544086034,0.0477790326086613,-0.0821087535149294,0,0,0.248767488750994,-0.131790657597509,0.143507468824494,0,0,0.0901804049441989
DASH,0.322154451449225,0.271610686208053,0,0.0450858904681567,0,-0.199048686742705,-0.15993663495925,-0.0125514132442258,0,0,-0.176413960022719,0.0732180995298847,0.156986983673022,0.421545367314913,0.40711812890197,0,0,0
XMR,0.313036167089406,0.779546654707729,-0.224743871892821,0,-0.254959907488859,0,0,0.251705276974839,-0.176185816271836,0,-0.257572909662983,-0.0232042315756342,0.113326674165973,0.453945550135286,-0.311620595745518,0,0,-0.0582798461132093
XRP,0.17338724678166,0,-0.00753101623993704,-0.0843146890305656,0,-0.0812755913378447,-0.0709812365579272,0.0632717108132646,0.0224943441729969,0.365769490209069,0,-0.108481098973499,0.0698138984245922,0.436608899978151,-0.0692406613848018,-0.507055171635594,0,0.0927130309461296
LTC,0.121764771487867,0.00931970165271034,-0.0269170156897417,0.0453664940139414,0,0,0.182393109591294,0.0421754856231735,0.0343751440134193,0.0352038444626005,0.0591792949244841,0,0,0,0.0666616573456803,0,0,0
ETC,0.426004886310522,0,0.0608943449213604,0,-0.0430265136775354,1.02292860002118,0,0,0.110975663338587,0,0.0975068026252368,0.112507525314461,0.052116843379891,-0.2171303143753,-0.624359878933146,0,0,0.0996146168137416
XEM,1.02406932017138,0.353256227900942,0.0106250488763795,-0.560361329973609,0.961425906059748,0,0,0,0.478121892943187,-1.60490985560347,0.489606676802242,0,-0.0334887701029612,0.832370030049571,-0.669713222515637,0,0,-0.0922831802786774
ZEC,0,0.193870377020332,0.00663442504774373,-0.0831991661527112,-0.167979631619391,0,0.146705506258119,-0.0806110369001397,0,0.462978564939016,0,0,0.0417238022873806,0,0,0,0,-0.0909469972724185
DOGE,0.458812621469856,-0.0712846588280506,0,0,0.537935827950288,0,0,-0.178725820061233,0.256557932225902,0,0.0947704214258763,0.0087716096446567,0.0296089922976474,0,-0.0649527080838292,0,0,0.00490379179772397
XLM,0,0.0637573057902756,-0.0125947568587123,0.23152542836542,-0.0781413929531203,0,-0.0411072245752717,0.017546463627915,-0.168320103871722,0,0,0.020745306362103,0.238700004384645,-0.34490957748554,0,0,0,0
NEO,0,-0.164970044695074,0.0292819035650506,0.111258935198265,-0.308622504087458,0,0.124497668070342,-0.141952142309445,0.294436505828104,0,0,0,0.107499366905441,0,0,0,0,0
DGB,8.67361737988404e-19,0.188562644268802,0.0223628960699749,-0.0420924854479789,0,0,-0.343490752331398,0,0,0.807827497143605,0.278570750939073,0.107386645778484,0,-0.270378408831882,0,0,0,-0.445583769746558
BV010082.Index,-0.0815487715874001,-0.131181389927882,0.122996090563604,0,0.121374468927516,-0.147115855949246,0,-0.00305244100257303,0.0975302997692874,0.0522577089730351,0.142215565755553,-0.141728913108335,-0.11503936277058,0,0,1.73341157513542,0,0
CVIX.Index,0.0601081989109217,0.0839539444916118,-0.027981033884271,0.0232941815244392,0.1248772687192,0.391068334771997,-0.326614859700771,-0.107600910922461,0,0.366659495917949,0.0705874276540815,0.0419741211535843,-0.116039052522944,0,0,0,0,0.295722482713009
DXY.Curncy,0.0107360895421175,0,-0.010467174690993,-0.00673526741283297,-0.0195821575515157,0,0.0307784253300947,-0.0193549256338574,0,0,0.0114495655783873,0,0,0.146265827776605,0.0414336517044903,0,0,-0.0114124482403889
SPX.Index,0.00380963220773284,0.0173565733114372,0,-0.00998005843940508,-0.041260101610735,0,-0.0437175208079482,0.00494384615693648,0,0.0334277027847903,0.026783471130106,0.00633835878594737,0,0,-0.0187066974306607,0,0,-0.012981079935423
VIX.Index,-0.91968083644064,-0.0179776269320401,0.101311769666424,0.11112886978825,0,0.477201943451607,-0.311996241561022,0,0,0.0416923274384435,0.2537910092269,0,-0.0484353441656675,0,0.428606685133035,0,-0.540382948462925,0
