,BTC,ETH,XRP,BCH,ADA,LTC,XEM,NEO,EOS,XLM,MIOTA,DASH,XMR,TRX,BTG,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.136497540890073,0,-0.0928333470126851,0,0.0118512399393932,-0.00787226727049085,0,0.122081610334181,0.116243214393093,0,0,0.269880252845747,-0.0249634327720634,0,0,0,0,0,-0.0323228028312853
ETH,-0.105788022058988,0,0.000353046507646766,0.0268286066009808,0.0176606138158215,0.232150880710884,0,0.134396525823289,0.0180479286005154,0,0.0667075158398274,0.0208811707836454,0,0.0312153465206937,0.143841933135206,0,0,0,0,0
XRP,0,0,0,0.0684204988023931,1.73472347597681e-18,0,0.087997453311342,0,0.238603513288123,0.370096453111696,0,0.228166387235883,0,0.0379626800406431,0.136775592020671,0,0,0,0,0.124207766106339
BCH,0,0.195999382742346,-0.0932991707048893,0,-0.0152888203646301,0,0.148132939194937,0.115583113403025,0,2.16840434497101e-19,-0.0430093687427998,0.237400171855784,0.218298150080832,0.0568479721706739,0.0936872016611592,0,0,0,0,0.352824322441367
ADA,0,0,0.217420414243316,0.005528643681958,0,0.058480709743089,0.0790747939468673,0.320539996163009,0,0.284168554604049,0,0,0,0.0437026429883161,0.0354561640163169,0,0,0,0,0
LTC,0.0927330979003922,0.131578152747442,0,0,0.0177314177523441,0,0,0,0.00286541898522493,0,0.198324800163779,0,0,0.0770504573155166,0,0,0,0,0,0
XEM,0,0,0.170975189959501,0.0293352407178404,0.0374083471253389,0,0,0.229944357112407,0.0505360412045836,0,0.189110583546103,0,0,0,0.204015013055921,0,0,0,0,0
NEO,-8.67361737988404e-19,0.701132730714514,0,0,0.00907838359075024,0.0681175400587351,0,0,0,0.125729521606301,-0.0207403964017716,0,0,0.0632495219039338,-0.0787773717994067,0,0,0,0,0
EOS,0,0.045078620204155,0,0.0394041639238959,-0.0422002509637732,0.224785314956119,0.096510491095641,0,0,0.281375450635673,-0.00676590800266576,0,0,0.130829665612792,0.230637058781105,0,0,0,0,0
XLM,0.130363250822484,0.148000015724373,0.22825140160481,0,0.266850820654665,0.0459906128018131,0.0320474286411766,0,0,0,0.0550133898050235,0,0.324157284565941,-0.204253269462928,0,0,0,0,0,0
MIOTA,0.043984191945552,0,-0.22276536915439,0,0,0,0,0.0658265060284892,0.403993326664479,0.368133712330177,0,0.1730777891409,0.130491290447191,-0.103966951019327,0.0716114560096732,0,0,0,0,0
DASH,-0.0301032252878057,0.034843863634384,0.0469718993276157,0.0583920772895859,0.0129148153544252,0.242118827769899,-4.33680868994202e-19,0,0.117372312146195,0,0.0592322939301268,0,0.0962024418722773,-0.0332591081504258,0.102519545115897,0,0,0,0,0
XMR,0.0523773032028922,0,0,0.0929286248851944,0,0.113737745294838,0,0,0,0.195772909897898,0.0627827378701651,0,0,0.124293663038889,0.164519983143123,0,0,0,0,0
TRX,1.55543364211567,0,0.0834825515172986,0,0.291772255585518,-0.601879688229165,-0.737811245948915,-0.0347868714565029,0,0,0.123709718031445,0,0,0,0.347806559863251,0,0,0,0,0
BTG,0,0,0.0325568617936754,0.42952302654446,0.0396178371551424,0,0.0793642237439288,0,0.217930853160218,-1.73472347597681e-18,0.00447009925479382,0,0,0.0257663822397697,0,0,0,0,0,0
BV010082.Index,-0.0256405695855563,0,-0.0178390624675335,-0.0368325361798253,-0.00862557467237498,0.0049839798198308,0.00797355463280289,-0.00536109632609878,0,0.00973658358217989,0.013648099543817,0.0475181730646442,0.0233950594285326,-0.00529377239346389,0,0,0,0,0,0
CVIX.Index,-0.0044655988078533,0,0.0305093925490821,0,0,-0.0790691397612537,0.00736639191612946,-0.0544640513282048,-0.00725741720069218,0.0132059007913616,0.012496120528982,1.73472347597681e-18,-0.00885963636098919,-0.0269665573057354,2.16840434497101e-19,0,0,0,0,-0.0681471168413829
DXY.Curncy,0,0,0.00174672400026377,0,0,-0.00158868173874851,5.42101086242752e-20,-0.00361494902722683,-0.00410720773062424,-0.013021914835619,0.0132827493097211,-0.0148054025641962,0.0145184916582442,0.00471184742374495,-0.0118922408815495,-0.0154334176009107,0,0,0,-0.0261992842641128
SPX.Index,0,0.00869925782514432,0.00032342164912449,0,0.00476388338160632,0.00132548761429694,0,0.00189009995208355,0.00170201962923942,-0.00507678591042955,0,0.00331473256537716,0,-0.00225943038598331,0,0,0,0,0,-0.0399166298413857
VIX.Index,0,-0.35270993813078,0.0806169340015249,0.0934829377875481,0.0299063812107755,-0.0174771026905714,-0.0538425610568849,0.0146276320585914,0,-0.0917742119849857,0.149219622521911,-0.131865740864365,0,-0.0274541979181389,0,-0.594642387275837,0,0,0,0
