,BTC,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.045507558343955,0.158313586501471,0.139722643012911,0,0.00414723174776972,0.100609302760974,-0.067423894491669,-0.00914350171365415,0,0.0828923313435662,0,0,-0.0148150870335855
XRP,0.893344203828382,0,0.0615587904731508,0,0.21496516399088,0.268363052918536,0.0712159547062236,-0.361801942824569,0,0,0.233764923150526,0,0,-0.111749518154401
LTC,2.45727718643286,0.107037244085222,0,0.0719728246851536,0.460213085694316,-0.483594945864396,-0.171958871460536,0.155875890277051,0,0,0.191001252699142,0,0,0
DOGE,-0.395991653246968,-0.331251253332789,0.233112216434227,0,0.715391739598865,0.562510621539336,0.592807255275798,-0.403772421867392,0.62367841357631,0,-1.18529249862565,2.70408804004192,0,0.238812881160204
DASH,0,0.0731119480328826,0.228776732306268,-0.189118477192679,0,0.123966107166011,0.0608391757921102,0.0776539671362851,0,0,0.144705877955716,0,0,0
XLM,2.48580863649265,0.503881549390536,-0.19355003990176,0.0600755506154281,0,0,-0.251937851570547,0.307966099088748,0,-0.469714918534133,0,0.224966565519034,-0.70249399233524,-0.335054674715437
XMR,0,0.441453720884848,0.209681975929849,-0.025266176452069,0,-0.517859613128598,0,0.0996928502222297,0.146545147889158,-0.688997155549223,0,0,0,-0.272946133765026
XEM,0.598208844267567,-0.281485369623789,0.252825992225403,0.580665936707999,0,0,0.223900701591673,0,-0.795333858126503,0,-0.0661028172390107,-2.00493581894327,0,0
DGB,0,0.290476567128876,0.110374504133912,0.106513085656935,-0.245677512552988,0.267194989585639,0.422257142909311,0,0,0.0896361973110835,0.464381365026905,0,0,0
BV010082.Index,-0.340455022315651,0.0646304745845789,0.00745476366823567,0.0269788411985918,0.246388989821363,-0.0256817597606309,-0.0657264677891244,0.0282648178653264,0.119719426694026,0,0.250108363099214,-1.38777878078145e-17,-1.51197926711055,-0.203736235614402
CVIX.Index,0,0,0.061349852340111,0,-0.284203397527121,0.0998246934829194,-0.0797278385207781,-0.111566855185865,-0.103878789725509,1.08052439747654,0,0,0,0.0919196784760901
DXY.Curncy,0,0.0430741263713011,0.00306875746671523,0.0434345984088566,-0.0361287338552791,0.0491271291043406,0.01163989685625,-0.0298455898755051,-0.0801365752799229,0.0353244428473125,0.146975660794968,0,-0.333225801920954,-0.0239044139292496
SPX.Index,0,0.011740752246637,-0.00421695231084755,0.0211220343104545,0.00570491124784819,-0.00950942897604648,-0.00594085063205484,-0.00332466280836216,0,-0.109893868789481,0.00978932183365021,0,0,-0.0811252299825025
VIX.Index,0,0.0319482622303885,-0.0549331104043414,0.167173755082199,0,-0.172064708589851,0,0.19566337106474,0.31416531398558,-0.842897565591429,0.129298045979563,0,-9.83511063758631,0
