,BTC,XRP,LTC,ETH,DOGE,DASH,XLM,XMR,DGB,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0281326594208966,0.343338767612597,0.0947640406402878,0.00760136261710209,0.00816288260863504,0.0257386446586063,0.183689060352685,0.0520974391645417,0.0142912282025652,-0.0930523668527488,0.120264284239531,0,0,-0.143811545332498
XRP,0,0,0,0.0358081929305227,0.483733750267344,0.397778726698502,0.121372697458132,-0.346398556365444,0.0272486160541646,0.0266284052164635,0,0.587489444253025,0,0,-0.303278019248624
LTC,0.694144924469562,0.180268189655349,0,-0.034656955203043,0.0531416116557745,0,0.00121179649696737,0,-0.0112628425820503,-0.0187015185166916,0.188864627826415,0.0579242688546927,0,0,0.0727256413990458
ETH,0,-0.422766788829792,-1.92949929416469,0,1.35623376347614,-0.0901583498826666,0.610910987061449,-0.150151452846562,-0.0340067658000046,-0.399812977601196,0.424285063617768,-0.0349844621349736,6.49377141799951,0,0.20302553913923
DOGE,0.207376113715356,0.182942120178471,0,0.0269892355607005,0,0,0.0217855076077929,0.190252310182761,0.00373541212753512,-0.0476327646933213,0.0189352995354818,-0.11502071851108,0,0.0581120107268049,0.0565347462890969
DASH,0,-0.125047625436718,0,-0.119489247020069,0.446450197663943,0,-0.056540759356743,0,0.0207623016394864,0,0,0,0,0,-0.102041617773462
XLM,0,-0.285280043963704,0,-0.0395343015557652,0,0,0,0,-0.0365592031783902,-0.0698698946694453,0,0,0,0,0
XMR,1.634232845257,0,-0.262187543558291,-0.114199102516091,-0.445946606261712,-0.23628780559308,0.122561363192851,0,0.000984275672184742,-0.0743322141250377,0.277953116734411,-0.814297852569944,0,0,0.0967251606749938
DGB,-2.87871537758708,0,0,0.62742382743641,0,0.797972906951367,1.11417665686373,1.61775326741192,0,0.518299962473996,-1.00748369949781,1.93625561939261,-10.962056943383,0,-1.16227494902283
XEM,0,0.145608299984863,-0.789812482654839,-0.0186824699421559,1.58768858241987,-0.604389436128626,0.612832910610708,-0.994667473786877,0.113454226834338,0,0,1.12891234091265,0,1.90278576638118,0.0886441537746506
BV010082.Index,-0.312936230383089,0,0.703658854076485,0.0622245737370857,-0.22532793235338,-0.710880520614269,-0.0387562872841475,-0.158540598078689,-0.0274680808995516,0.169355452019424,0,0,0.612241488092536,1.4742700919189,0.241712518602302
CVIX.Index,0,0,0.0641250925904921,-0.0384703592931351,0,0.110095801734416,-0.298626953993652,0,-1.0842021724855e-19,0.086958857084045,0,0,0,0,0.0901269760348349
DXY.Curncy,0,-0.0212893857017192,0.0207924206328202,0.015075808884246,0,0,-0.0204945987120395,0.0464726785828757,-0.0207995672931058,0.0128102973539507,0.0478296833968932,0,0,0,-0.0296789350377088
SPX.Index,0,-0.0769879604597405,0,0.00401205102877039,0.130894244574611,0,0,-0.0208214705074104,0,-0.00134306274213547,0.0596872964782725,-0.0796331695972654,0,0,-0.158647703320197
VIX.Index,0,-0.435373760894462,-1.11022302462516e-16,0.0783474601070907,0.764003885701606,0,-0.0312785103852826,-0.0676419567955567,0.0261468897860655,-0.0722986391993187,0.425724078230376,0.186080058196597,0,-4.79192523154476,0
