,BTC,ETH,XRP,LTC,DASH,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.251030332457836,0,-0.0644811154065535,0.0275690388446503,0.243281676202253,0.275942616841791,0.0843494379746492,-0.16073785659103,0,0.175183193346744,-0.341379055470343,0.120797903860593,0,0,0,0,0
ETH,0.348775291108323,0,0.00552950823582911,-0.0340006836858436,-0.0776264785024187,0.909078255886747,0.262885270078517,-0.114572191705069,-0.248457226551597,0,0.0990130870169571,-0.0866415422554409,0,0,0,0,0,0
XRP,-0.0432067315005276,0.119274245101439,0,0,-0.304926008120546,0,0,-0.0803439351040938,0,-0.261649964080198,1.33510774650098,0.250321597211889,-0.612216798437054,0,0.730753618783311,0,0,0
LTC,-0.344707701569395,0,-0.0977604157609038,0,0.098914716137298,0.0204956176947371,0.135024195964879,-0.0148635081114331,0.0622807654678345,0.448986151833836,0.249273842209477,-0.123251166782688,0,0,0,0,0,0
DASH,-0.219622586623861,0.0523552733582019,-0.0910740218118881,0.0447894226921882,0,0,0,0.0945891931088424,0.0859210160063494,-0.04217257373818,0,0,0.016134629358748,0,0.765846519513931,0,0,-0.282732871614601
XMR,0.141762445638218,0.473269710600647,0.138228102642933,0.0773471772423548,-0.120909323963694,0,0,0.186272312298208,0.241540727458865,-0.27574597540081,-0.0703896106407835,-0.0421867977876879,0.137338286246671,0,-0.621121362672738,0,0,0
ETC,0.267525706596094,0.0756616092408541,-0.00810629269189937,0.485342949720595,0.136514061054174,0.361537862442362,0,0,0.16575592724614,0.0307785511264907,0,-0.121105826569452,0,-0.465030753805661,-0.140360887550207,0,0,0.243770722115764
XEM,0,0.333118925458834,-0.0363384846543728,0,0.147842067528521,0.274549440918792,-0.548456822468801,0,0,-0.191630282359768,0,0.159963683815885,0.288108535946958,0,0,0,0,-0.487407988633898
ZEC,0.139574301118323,0.0234854695133456,0.0584813461796279,0,0.117183379566473,0.131133296278767,0.00715197747347428,-0.0346410877286647,0,0.336069793571398,-0.251295491047614,-0.19182255477608,0.0400727185056603,0,0.135479352909742,-2.67112769605599,0,0
DOGE,0.00906436774714254,0.242323259605794,-0.0701401993601767,0.360082839240936,0,0,-0.336706654161028,-0.114193186903734,0.307010043871824,0,0.317275285407359,0.044413449149488,-0.0148769949017875,0,0,0,0,0.407392008648873
XLM,0.0864412865169054,0,0.355060165566767,0.198602692089385,0.0863626727365305,0,0,-0.377354886248403,0.074948638321101,0.170190932193113,0,0.207337693867661,0.429744428401141,0.239297603081536,0,0,0,-0.454512398465193
NEO,-0.0708266177401532,-0.274500665327277,-0.146936420688517,-0.308237422093321,0,-0.229751633050852,0.251834568993311,0.098255992498786,0.156126852679561,0.340663758131071,0.207256009881719,0,0,-0.613909166617298,0.00300953628342799,0,0,0.0206338306490138
DGB,0.00177863532032865,0.146449191672666,-0.0569029233922452,0,0,-0.233523649945826,-0.0437346042459012,0.208475078339901,0,0.193815080935375,0,0,0,0,0.0975147947712807,0,0,-0.61934714174714
BV010082.Index,0.0817629775109837,0,0.00255596857294625,0,0.0339055187343101,-0.0592000764385799,-0.085113637715765,0.0311236786334134,-0.0470114677979231,0.0304126226844305,0,0,0.0289743045843529,0,0.220574854824701,0,0,0
CVIX.Index,0,0,0,0.0833558700204661,-0.0647671060650991,0.0386035275925061,-0.056335893315358,-0.0213358216341058,0.19563783863423,0.0518514005382927,0,0,0.0316996223177994,0,0,0,0,0.405579751996003
DXY.Curncy,0.0151255768156469,0,0.00126870705006309,0.00658546534749428,-0.00532500872376205,0,0,0,-5.42101086242752e-20,0,0,-0.00621142460932648,0,0.124788160615345,0.0249244814311207,0,0,0.0137206718879129
SPX.Index,0.0168866000194905,0.00132220949360193,-0.0143446310100749,0,-0.00977160233941205,0,0,-0.000718299684550364,0,0,0.0243542238893183,-0.0397795516605513,0,0,0,0,0,-0.0285192696241464
VIX.Index,0,0,0,-0.0450562423769258,0,0,-0.121540647138541,-0.244923547555413,0,0,0.0385896195563092,0,0,-0.253368600815218,0.26061801620945,0,0,0
