,BTC,ETH,XRP,LTC,XEM,DASH,ETC,MIOTA,XMR,NEO,ZEC,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.130257804429979,0.10917648057504,0.190503123063928,0,1.73472347597681e-18,0.0205723363673085,0.197714681003631,0.00568632824767522,0,0,-0.0938286630948908,0.105509768074003,0,0,0,0,0
ETH,0,0,0,-0.0177367354298439,0,0.0213569595660304,0.343806633577887,0.107849799868102,0,-0.0621310326048073,0.0842627681808645,0.252722921542047,0,0.0813397207638518,0,0,0,0,0
XRP,1.38777878078145e-17,0.37375265989533,0,0.102440785182316,0.220660713774873,0.543796859182164,-0.583102708097143,0.145844337361704,0.0707286078684227,-0.0234881771954767,-0.161255486369694,0,0.190502126637984,-0.0666654152028067,0,0,0,0,0.115933015412014
LTC,0.504595290507282,0,0,0,0.0375352165967145,-0.0716815342125364,0.224184260194769,-0.180001699850896,0,0.178015210218154,0.0515461621583881,0.261084277056356,-0.0700310845044704,0.0241184973639534,0,0,0,0,0
XEM,0.025459430795842,0,0.318539706775761,0.294746481534272,0,-0.0528780970405535,0.102243936614168,-0.0878998927755689,0.301817861666186,-0.0187455840632179,0,0,0.0154996824236564,0.0683513290511596,0,0,0,0,0
DASH,0,0.167108071984431,0.062429913775282,0.334858723254869,-0.0467371374325272,0,0,0,0.319630498827507,-0.0475850188252075,0,-0.11000542722267,-0.110005169424804,0.149666340713649,-0.617499144805374,0,0,0,0
ETC,0,0.212575279600318,0,0.17211531047665,0,0.102703670450958,0,0.0491813042275643,0.282660400096502,0.00716338132426693,0,0,-0.263713380642314,0.00109126450363611,0,0,0,0,0
MIOTA,0.573191088718379,0.0214787955905387,-5.42101086242752e-20,-0.0638200046501605,0,0.174699263623171,0.303623499981639,0,0,0,0.370883311488239,0.183360419781371,0.250403569076866,0,0,0,0,0,-0.119326206574035
XMR,0.0921139043240648,0,0.0215790281078876,0.0602851760508107,0.0709716105076768,0.401238715001236,0,0,0,-0.00837203970385977,0,0,0.21067157540274,0.0299061990251711,0,0,0,0,0
NEO,-0.499512539631613,0.455939092739569,-1.60076043564123,-1.73472347597681e-18,1.25553240898697,0.756610380383381,0,-0.296976019341459,0,0,0.672523752839119,-0.351267960939043,0,0.0738503133161379,0,-3.72804433802966,0,0,0
ZEC,0,0.280640016346532,0,-0.0555227309548313,0.00287434201540738,0,-0.0023517763706626,0,0,0.102584374950094,0,0.20160360292352,0.267013831327124,-0.00784364193932468,0,0,0,0,0
DOGE,0,0,-0.100031349365733,0.0910123223783719,0.476436871796098,0,0.225591361419314,-0.0316596849368286,0,0.0261939620128316,0,0,0,0.148284083691012,0,0,0,0,0
XLM,-0.13374324545609,-0.0458384197688253,0.702456122258779,0.286496904004805,0.0390070287916544,0,-0.0405816587891516,0,0.411496309105003,0,0,0,0,0.132959406701425,0,0,0,0,-0.191205304789004
DGB,0,-0.216484952459285,0.186630294202294,-0.131209654986786,0.12265759971486,-0.214187809778397,-0.0121884360312305,0.254437503984285,0,0.173869871643296,-0.692254028282953,0.761627775198684,0.640754879062274,0,0,0.682758636612589,0,0,0.210125999669993
BV010082.Index,-0.140782345315023,0.0247509635815242,0.0267916996561266,0.0582150662027669,-0.0368125677493834,0.000720267757211134,-0.0499864592159033,0.0146637585301087,0.021738330511115,-0.00767593215549444,0.034325324202335,0.0138282227889384,0,0.0160246204908055,0,0,0,0,0.061617909373141
CVIX.Index,-0.220298729621985,0.0267055952607585,0.0413459229483297,0.0233914108891307,0,-0.0387253698927349,0.0152815971898129,-0.00387635561723024,0,0,-0.0985824394959205,0.175344343686821,0,-0.015541339703776,0,0,0,0,0.0114163054830964
DXY.Curncy,0,0,0.0133043595118933,0,0.00279996623065371,0.0064482318137588,0.00416053306290539,0,0,-0.00644745981124239,0.00429718516046017,-0.00887403532305119,-0.00892630607558239,0,0,-0.00904878647108122,0,0,-0.017591899378541
SPX.Index,0,0.00906644192935298,0.00878046472832683,-0.000837427463661266,-0.00325002947417618,0.00408480133181054,-0.000785966947153728,-0.00696799640402708,0,-0.00162539126920116,0,0,-0.00389675646861652,0.0023393701360141,0.0274444670102564,0,0,0,-0.0669819824651428
VIX.Index,0.270304637490845,0.0272802075662588,0.188088166241851,-0.312941601011688,-0.03279127795487,0,0.198413795085859,-0.115700706578035,0.145359052606751,0,-0.0246051385424667,0.190908641523666,-0.2603857844792,0,0,0,0,-5.5561657838098,0
