,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,XLM,ZEC,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.350750201231628,0,0,0.0773106694655578,0.070244020893416,0.0345214757319153,0,0,-0.155002190096082,0.0999502396104969,0,0,0.127459624869541,0,0,0,0,-0.125538138724756
ETH,0.325132167857178,0,0.123248479581196,-0.0442897198888795,0.0815255941892381,0,0.0128701992256793,0.0218128959115465,0.119532668381245,0.192501915874828,0.0853655110448391,0,0,0,0,0,0,0,0.07291209962821
XRP,-0.105093103180896,0.670514967773776,0,0,0.028969361423906,-0.144284312469506,-0.242337549348355,-0.0717498561421399,0.187670229761258,0,1.38777878078145e-17,0.0910519491641002,0,0.145252791884214,0,0,0,0,-0.235725521461014
BCH,0,0,-0.139315751654492,0,0.106113715463261,-0.328279949454859,0.0178722758333536,0.137424487742307,0.34518379345382,0,0.363998409114073,0.0609664810628589,0,0,0,0,0,0,0
LTC,0,0,0.362194561713057,-0.0930819362402621,0,0,0.186988179090862,0,0,0,0.590797257395118,0,0,0,0,0,0,0,0
DASH,0,0,0.301843562573014,0.0967525368432113,-0.0538566653920376,0,0,0,0.15787063559119,0.312679227421534,0,0.0287072970844414,0.0125176820334798,0,0,0,0,0,0
XEM,0,0.459737385926595,-0.0643015699182946,0.24306805136049,0.136288139212789,0,0,0.0459611119844231,0.140432153342744,0.0819073030861639,-0.0566723638179993,0.0388821898965187,0,0.0732049077816589,0,0,0,0,8.67361737988404e-19
NEO,0,0.216693718008563,0.0948547467992653,0.543527097412269,0.10326221161021,0,0,0,0.0744258585810271,0,-0.13232602591732,0.191121884504153,-0.0303321747639245,0.174155424501588,0,0,0,0,-0.536169841536103
XMR,0,0,0.249492952222988,0,0,0,0.0192060362991036,0.149152058124249,0,0.128179702580005,0.18351690341879,0,0.195393970036565,-0.0301899238576146,0,-0.288860667053645,0,0,0
MIOTA,0,0,0.0189267677339057,0,-0.175753791664987,0,0.160100264182895,-0.220106688708894,0,0,0,0.0992021229030341,0.455275090942848,0.438985220614731,0,0,0,0,0
ETC,0,0.103196990492191,0.156392092566427,0,0.681609089476791,0.0803636703384917,-0.0445933450681062,0.0174240005580431,0.0412207927175406,0.0646973768588279,0,0.0855516841953227,0,0,0,0,0,0,0
XLM,0,0,0.483692376557175,0.19737026521335,0,0,0,0.138683461620315,-6.93889390390723e-18,0.832753955565522,0.469233072856395,0,0,-0.428893173733337,0,0,0,0,-0.759983649768283
ZEC,0,0.161703472678109,0,0.169491852534362,0,0.447713870109448,-6.93889390390723e-18,-0.114090211584359,0.101857088578293,0.12896759310285,0,0.0888945824649125,0,0.24166248691204,0,0,0,0,0.0590935541753296
EOS,0,0.450455236426665,0,0,0.591871394369284,-0.110310964611962,-0.34012774502244,0.173020395125984,0.0960058550205429,0.255066922616911,-0.153400835796292,0.130176448451939,0.230980112917594,0,0.358463799168919,0,0,0,0
BV010082.Index,0,0,0,-0.0170232083455763,-0.0405709884467291,-0.0535458945191739,0,0.0371358364546686,-0.0505392740107169,0.0303504953070729,0.0471839357316204,0.00431946155167146,-0.0271694644911729,0.0492592105646488,0,0,0,0,-0.0837588031966864
CVIX.Index,0,0.0504291569823332,-0.0125188552072302,0.0917873155313145,-0.00457810246857567,-0.163163304148261,0.138691785091785,-0.0106100117332368,0,0,-0.0918927540084713,0,0.00649594734096909,-0.0465585741259457,0,0,0,0,0.0332985110431829
DXY.Curncy,0,0,0,0.000111838441161584,0,-0.0359334957725549,0,0.011102069718419,0.00556456828390796,0.000191705864058814,0.00591889843228265,0.00275360342060317,0.00882079800476948,-0.00347140790025929,0,-0.0112616071128237,0,0,0
SPX.Index,0.00178790384182925,0,0.00264390304532946,0,0,0,0,0.00161972473556445,-0.0038551360375588,0,0,0.001513800656661,-0.00871748315521702,0,0,0,0,0,-0.0321941125524887
VIX.Index,0,0.205535827341967,0,0.192841431306111,0,-0.211966277654717,0,-0.0511404018631372,0,0,-0.116428045934815,0.023757054097347,0.136255183631284,-0.196610540664012,0,1.00048447909571,0,0,0
