,BTC,ETH,BCH,XRP,LTC,DASH,XEM,MIOTA,XMR,NEO,ETC,ZEC,EOS,XLM,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.144298319333006,0,0.189216703025518,0.147349260823963,0.0574061177838459,0.106315824308171,0,0.0540057051800755,0,0,0.053430608506784,-0.0354759760903442,0,0,0,0,0,0
ETH,0,0,0,0.238783600762382,-0.00907368222625696,0,0,0.0198750781355441,0,0,0.401997722255766,0.177968596680833,0.0402048293883446,-0.120791343592551,0.223981485896325,0,-0.329421370993582,0,0,0.118380937946896
BCH,0,0,0,0.394151092888098,-0.453259976352558,-0.281844975662377,1.20893093416533,-0.6366972820015,0.154344952450111,-0.016998004380918,0.447199253422507,0.872323710709902,0.0486912009493258,-1.16962607905223,0,0,0,0,0,-0.345874197279825
XRP,0,0.254977998459349,0.105719466508581,0,0,0,0.0408933511945286,-0.110286467043224,0.0902478796086946,0,0.204726077765896,-8.67361737988404e-19,0.0348441610230494,0.264475856442475,0,0,0,0,0,-0.0445507612935728
LTC,0,0,0.000272677658792011,0.0533678885376283,0,-0.102190599562329,0,0.106842684955027,0.0925339937431761,0.0159006334186945,0.250722645725995,0,-6.93889390390723e-18,0.0205455292564183,0.0132397467649857,0,0,0,0,0
DASH,0.235844397228337,0,0.0647266686289445,0,-0.136120972282406,0,0.145182484050918,0.124460056486166,0.106450233738081,0.053821090902929,0,0.338235958993465,0.0540868309170962,0,0,0,0,0,0,0.0499747188194125
XEM,0.207885081240953,0,0,0,0,0.0950828999398853,0,-0.0363777828514335,0,0.0412798865407395,0,0,0.14911688005588,0.191689624230183,0.210452787098689,0,0,0,0,0
MIOTA,0.295609806413902,0,-0.0828453155735262,0.247530486132575,0.109885228417176,0.101729360505054,0.286099352779275,0,0,0.0234992111003538,0,0.631398525595205,0,0,0,0,0.647827080488117,0,0,0
XMR,0,0,0.106068424035584,0.154779008643415,0,0.325739230154947,0.0223242677134929,0.0550038295234682,0,0.091612571264017,0,0.0601349652092815,0.0448410872243331,0.190359116482996,-0.0961998061214543,0,0,0,0,0
NEO,0,0,-0.0437239246261485,0,0,-0.104268393908488,0.366861658835298,0.127132119914434,0.0201914985982951,0,0,0.160953905117922,0.0546293280715546,0.0525354316644357,0.038925719967319,0,0,0,0,-0.0663760732563202
ETC,0,0.330079488532827,0,0.0847905938910583,0.303482719562782,0,0,0.0608565096406158,0.169757530501409,0,0,0,0.013650216949218,-0.167678495540645,0.0373378267877153,0,0,0,0,0
ZEC,-0.121538655511982,0.240927026351705,0.0283406245248905,0,0,0.119847466254238,-0.0772737151912244,0.189185408529521,0.0222890715389408,0.00766255633786004,0,0,0.0517050440763776,0.190138221909347,-0.0126238893204661,0,0,0,0,0.0929569279558983
EOS,0.317601136736384,0.171624929813479,0,0,-0.495375693896873,-0.318558074868913,0,0,0,0.019042473919109,0.509999642726671,0.58776083440371,0,0.33412366870029,0,0,0,0,0,0
XLM,0,0.178140944596529,-0.0223747094387584,0.00710934804465587,0.0263426343196487,-0.258621111647744,0.217079667717689,0.0847993156958327,0.526027396534432,0,0,0.0828073322075031,0.0923681482478466,0,0.150256054503113,0,0,0,0,0.0231132034878193
BAT,0,0.162197368845609,-0.0674348421877828,0,0,0.117272408557993,0.239720616530948,0,1.73472347597681e-18,0.141188509614655,0,0.161118175944827,-0.0338345293730464,0.318365181466256,0,0,0,0,0,-0.0943111996096924
BV010082.Index,-0.049117872130525,0,-0.0150718433975147,0,0.0506224128553623,0.000259404956386575,0,0,0.0277341450768975,-0.0167717226585271,0,0.0407271984348031,0,-0.0588649755933098,0.0191994753203698,0,0,0,0,-0.00167414592378376
CVIX.Index,0.00521840903867169,0,0,0.0547362300386777,0.0173693275251022,0,-0.0150283115636395,0.0394836018540764,0.0298711547974,0.0231720681189304,0,-0.101863721074545,0,1.73472347597681e-18,0,0,0,0,0,0.0923925767161012
DXY.Curncy,0.0209164858472107,-0.0214190081092864,-0.00389239792445688,0.00290181417685456,0.0102491549594733,-0.010705182106058,0,0.0135924658254399,0.00674162580930074,-0.0174796570995086,0.0150445032700173,-0.0129577169502286,0.00569112069527356,-0.00623495088635265,0.00655144240132472,0,-0.00698149466640347,0,0,-0.0101782844349333
SPX.Index,0,0,0.00195136097407757,0,0.00212313311618237,-0.0197652609595675,0,0.00570118442387294,-0.00241428957912373,0.00312575911145765,-0.00457711902245642,0,0.00273415597344376,0.00277735612707546,0.000647478562380095,0,0,0,0,-0.0537474300461728
VIX.Index,0,0.405052497402103,0,0,0,-0.101132490517113,0.158050484834479,0.105957418203307,0,-0.477209985574626,0,0,-0.206232538782097,0.117580547496655,0,0,2.38817366848103,0,0,0
