,BTC,ETH,XRP,LTC,ETC,XEM,DASH,XMR,ZEC,XLM,DOGE,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.186291931111524,0,0,0.096421336568782,0.10014706164365,0,0,0,0,0.0580545520796586,0,0,0,0,0
ETH,0.209555816017562,0,-0.0616943795636331,0,0.0390178394126535,-0.0442266804349192,0,0.166154773412059,0,0,0.105027926264212,0,0.00737016427616815,0,0,0,0,0.149444513668795
XRP,0,-0.285240496102602,0,-3.46944695195361e-18,-0.393012755277466,0.0198756354116847,0.603861212456108,0.0837249554869873,0.018835847078563,0.339919399996844,-0.204930227738728,0.151406013472053,-0.0630537638630228,0,0.311782911807294,0,0,-8.67361737988404e-19
LTC,0.528996529641,-0.0229604665353533,-0.0039984250976267,0,0,0.17661133720785,0.170163388299074,0.230033352018299,-0.107444414123114,0.00203118777376464,0.123412322592084,0.220529417951808,0,0,0,0,0,0.0735345685969199
ETC,0,0.256874608678684,-0.12893796154822,0.151565961797117,0,0,0.130602216010982,0.133041408298781,0.0829231098390488,0.0239142296855043,0,0.0325072388850103,-0.0428988080704653,0,0,0,0,0
XEM,0.349346297240274,-0.0864673830947703,0.154498927860554,0,-0.11194314579923,0,-1.73472347597681e-18,0,0.256062155032439,0.125035405671703,0,0.188290110310944,-0.0402870963757406,0,0,0,0,-0.319637587031969
DASH,0.164157384533484,0.020599093831996,0.0184616502692112,-3.46944695195361e-18,0.0867092331085263,0.0782529290518883,0,0.281537226073769,0.301506675372182,0.0625175876389518,0.0263191336604499,0,-0.0016236568948936,0,0,0,0,0.0888087931711976
XMR,0,0,-0.138174566449028,0.335688482049329,-0.286198087820233,0.250768258525268,0.618446547297122,0,0.0774968928834089,0.0585659456784025,-0.0654191546445799,-0.0833853930932774,0.0855179539290277,0,0,0,0,0
ZEC,0,0.0644205740109197,0.0422755181469507,0.00817786444137117,0,0,0.178521036532055,0.029581887279934,0,-0.0508935726840891,0.216407613445864,0.0504913023422119,-0.0156037529355734,0,0,0,0,0
XLM,-0.73020288498784,-0.12637237776925,0.365238846391058,0,0.301854983277534,-0.314828279121866,0.349125466049657,0.510700695241526,-0.516905944367636,0,0.51443579929677,0.0895116635498917,0.0880348286817486,0,0,0,0,0.366616751328572
DOGE,0,0,0,0.101212501916224,0.14383727126584,0.286527103053326,0,0,0.269056190344036,0.156395721012707,0,0.0943201080583217,0.0461176895591431,0,0,0,0,0.0614812884649928
NEO,0,0.566833986663384,0.48600883461938,0.658759355907729,0.527486999390851,0.0328352977885854,0.163568940064681,0,0.315004980122155,-0.142039961092987,-0.132773174764783,0,0,0,0,0,0,0
DGB,0.715189410946031,-0.449486311705937,0.649890386670306,-0.162840400869085,0,-0.0755694639630466,0,0.546690373217695,-0.611315962976151,-0.455106981058422,0.70527407431241,0.179267787471038,0,0,0,0,0,-0.181278276707848
BV010082.Index,-0.148251983456688,0,0,0.0201273108067783,0.00482472007250155,-0.0370446845818236,0,0.0217608025457094,0.0567089171860606,0.0229350692949801,0,0,0.0115605622411202,0,0.032362596577799,0,0,0
CVIX.Index,0,0,0.0896976012853018,0.0807974322869822,-0.271813393752728,-0.461548622261306,0.0912183108626368,0.0864990542198193,0.0837162597472746,0,0.0440866454427833,0.0776950120698067,0.0254117998381132,0,0,0,0,-0.0650526080132455
DXY.Curncy,0,0.0242856437337035,0.0109986803979417,0.00198844641109282,0.0158018920752328,-0.0130819251456584,0.00266197830227166,0.00115873027585323,0,0.00675131204064362,-0.00687427949161184,-0.00961371051222301,-0.00263806573205493,0,-0.00560105214138089,0,0,0.00806266706174586
SPX.Index,0,0.00418316171592107,0.00203029761131157,-0.000577286399086825,0,-0.00674190699835494,0,0.00184005545712299,0,0,0,-0.000924249827430964,0.0039299067475814,0.0331180551246986,0,0,0,-0.0297937915362282
VIX.Index,0,0,-0.0459958466951217,-0.135631342989892,0.110893839629791,-0.333017048088025,0.119111812391443,0,0.0641403193347308,0.260569820904189,0,-0.00318138768598027,-0.137239037700156,-2.78991705200881,-0.906931026224756,0,0,0
