,BTC,ETH,DASH,XRP,XMR,ETC,LTC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.333757667237134,0.0588664053918481,0,0.433333542724197,0.314762944869972,0,0.0936699382387713,-0.2425236309262,0.100974906074001,0.112186969138841,-0.267814036956733,0.155629729283118,0.147775884416157,0.214841230809085,0,0,-0.124014734914867
ETH,0.51851627364175,0,0,0,0.73038378829562,0.20404417351041,0,0,-0.218468476933207,0,0,-0.29116138040258,0.0411742258111131,0,0,0,0,0
DASH,0,0.00528428954002081,0,0.113372710907779,0,-0.00819300551155197,0,0.121871026197988,0.122226120198199,0,-0.151397089125267,0.414659283221678,-0.0776471354885029,0,0.634490321680004,0,0,-0.0435005015753349
XRP,-0.0989324935469028,-0.0639767471233832,-0.0633234516874714,0,0,0.156371834152869,0,0.198419930473606,0.289825507748464,-0.43788669569913,0.17469187046695,-0.226952047560949,0.137278903448963,0,0,0,0,0.266413524879279
XMR,0.17233865668611,0.420438509100122,-0.0014938283032715,0,0,0,0,0.228744170460016,0.187968675516385,0,0,-0.111759546892568,0,0,-0.407416584389793,0,0,-0.180601474974929
ETC,0.534122217231982,0.0640831812648798,0.093158755343068,0,0.246992686095507,0,0.392097028948916,0.0099190087130214,0.123303449870849,0,0,0.0504020433051073,0,-0.176997743018557,0,0,0,0.184275414174957
LTC,0.296461474211913,0.0133915376912861,0.0350505178428599,0,0.105632308070205,0.120677427883729,0,-0.113685494987396,0.0450576085284129,0,0.032947865407754,-0.0551920452054344,-0.0495351080493866,0,0,0,0,0.101777011535735
XEM,0.503081344448902,0.443150998379391,0.270517214696967,-0.00965500474916016,0,0,-1.7651144492522,0,0.221854038497808,-0.0525185733461499,0.111391206490271,-0.108193340955571,-0.251183669140404,0.315641444636539,0,0,0,-0.314132264407957
ZEC,0.16362004263167,0.0895266894329149,0.19810935072467,-0.0229861861113251,0,0,0,-0.0579866103059411,0,0.249528532517099,0,0,-0.193154536262746,0,0.148644778005354,0,0,0
DOGE,0.201697445234076,0.0102427505634319,-0.0794825626496402,0.114598927071914,0,0.0235967266431271,0.243686863795544,0.0312577229170572,0.243167619691653,0,0,-0.0734004813009281,0.189981006698059,0.284873178198433,0,0,0,0.0241718402356102
XLM,0.38830766561339,0,-0.137580060887612,0.132460770444991,0.035550489503818,0.183076839425999,0.75409015233696,0,-0.167056995751779,-0.211686725247474,0,0.021060873435275,0.257973304678007,0,0,0,0,-0.295463004516449
NEO,-0.517762991353744,-0.26805912676314,0.0728496240046263,0,0.362047413927754,0.329868533336101,-0.631658957266808,-0.0245721801976997,0.360630971406247,0,-8.67361737988404e-19,0,0.198183040914019,0,0,0,0,0.251369070482191
DGB,0.0970920222376799,0.193184922381909,0.220764855276118,0,-0.196954532439634,-0.0955367678677161,0,0.204889195828836,-0.0423792713646506,0.643106922934203,0.102651678569799,0.0504927800903455,0,-0.712559278961391,0.359635993053355,0,0,-0.525107208970371
BV010082.Index,0,0,0.0581825595020706,-0.00930412146875935,-0.0550897831229956,-0.0912459708439151,0,-0.0345423063478918,0,0.236309904154938,0.129880589488361,0,0.0440377589389507,0,0,0,0,0.0955736347240708
CVIX.Index,0,0,-0.0669093756125697,0.124190027335622,0.051344451713935,-0.102438339365325,0,-0.109271193717091,0.12813701512353,0.216477557398981,0.139163898750257,0.010005283934387,0,0,0,0,0,0.414773591738943
DXY.Curncy,0.00211627619609142,0,-0.00614031769935471,0,-0.00674952103938951,0.0248229457107779,0,-0.0137488705910501,0,0,0.000932507384771547,0,0,0.130409297533963,0.027893336354961,0,0,0
SPX.Index,0.0338668117845553,0.0170165058994003,-0.00680280366497133,-0.00884529186189657,0,-0.0303869554010924,0,0,-0.00861528315326178,-0.0021322801039921,0.0461832590404762,-0.00596073878197636,-0.00287910257166115,-0.0423159769275834,-0.0209885680400282,0,0,-0.0245734475497646
VIX.Index,-0.347019835946566,0,-0.00515372421425355,0,0,-0.00390392894600983,0,-0.0670586013468227,0,0,0,0,0.17158100722961,0,0.38261369799238,0,0,0
