,BTC,ETH,XRP,DASH,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.267101747590867,0.362402825102063,0.142917593998135,-0.025955162008225,0.11749165008694,0.0358143886767595,0.0704532570585458,-0.124350029389703,0.0625720787830901,0.0907734358684087,0,0.0938882152992285,0,0,0
ETH,0,0,0,0.117922936097492,0.0980382429117414,0.0500677471751884,0.0483364484200999,0,0,0,0.152878849920178,0,0.238196968684548,0,0.0256887228322703,0,0,0.221462820424096
XRP,0,0.113341687491481,0,0.0533792794000705,0,0,-0.125006293311467,0.0790972297568603,-0.0185607249870561,0.53262264672392,0,0,0.0388498926057735,0.1843512047047,-0.0791130179079518,0,0,0.0957173242706991
DASH,0.507115770145974,0.449500148804744,-0.316960433028665,0,0,0.326214789537379,0.0701308104426124,0.20153774896633,-0.182397576191914,0.0408582262184837,0.372706896823256,0.236737818835544,0,0.350019500305066,0,0,0,0
LTC,0.706653890362529,0.0914206573496793,-0.146101082375305,-0.0762454519491117,0,-0.0797053347037132,0.128776202074647,0.0673958242160511,0.072409412255064,-0.0726432859634552,0,0.11941312034086,0,0,-0.252879169067536,0,0,-1.73472347597681e-18
XMR,0.0737755165068748,0.504649736882761,-0.195732858670456,0.0852342709457425,0,0,0.122385985255415,0.194760357341026,0,0,0.0655120997404874,0.137771621835156,-0.225556469990374,1.53184964098889,0.78044580966269,-2.46266113596387,0,-0.172215115560083
ETC,0.61189021226838,0.409577935916545,0.0346315619192361,0,0.44543918750496,-0.236362674911986,0,0.0857152943033692,0.0696140945419539,0,0.145975297682008,0.0521109466481236,0.0243083963452622,0,0.435697837894757,0,0,-1.73472347597681e-18
XEM,0,0.227005420063157,0.110851308112398,0,-0.0507618238997652,0,0.191436790058397,0,0.208905972565807,-0.325709259933858,0,0.148459142795364,-0.233253647474901,0,0,0,0,0
ZEC,0.463777253875711,0.071069433872003,0,0,0,0,0.0835062176896405,-0.0104470338190149,0,0.514488317724928,0,-0.148838638359875,0.148840593746958,-0.554121997592801,0,0,0,0.0776890217559555
DOGE,0.325995135198016,0,0.223061513035203,-0.156397681171941,0,-8.67361737988404e-19,0,-0.0232005016780512,0.0373323144348402,0,0.211440973990307,0,0,0,-0.137281173693397,0,0,0
XLM,-0.335022450534988,0.0229481567866011,0,0.029290365352942,0.370602196159372,0.00933775833795924,0.193020215537856,0,-0.113624139112943,0.30809023776682,0,0.104148559031458,0,-0.280167908666553,-0.0351476538774028,0,0,-0.0329940610850403
NEO,0.355514333926632,-0.0669456138255757,0,-0.332039383711212,0.0942364546431609,0,-0.0689286008763147,-0.00684909727196729,0,0.069995150881759,0.38566846336666,0,0.243799220470032,0,0,0,0,-0.254733544715972
DGB,0.363841351923166,0,-0.0954366754088793,0.0510615285142969,-0.961281074037654,0.238691165304036,0.0789359050532788,0.128212490808684,0.280284772400535,0,0,0.654452452833195,0,0,-0.67827990284999,0,0,0.120765026796834
BV010082.Index,0,0,0,0,-0.0468113003078106,0.0531140300733969,0,-0.0756093435179025,0.0745166252171359,0,0,0,-0.0388588774630634,0,0,0,0,0
CVIX.Index,0.148514463127661,0.182406826707557,0.0757976738486242,-0.0448226241154054,0,0,0,-0.159913187437823,0,0,-0.0730821946305863,-0.143212753233446,0,0,0,0,0,0.00697300800943919
DXY.Curncy,-0.0475094275196436,0.00865022404791039,-0.0587870747745828,0.0308985499817494,0.0430962415668819,0,0,-0.0180322487444907,0,0,0,0,0,0.192887707091722,0.0408613485120606,0,0,-0.00170148179385682
SPX.Index,0.00681538226786397,0,-0.0120311468403337,0.00772328330033091,0,-0.010864310158055,-0.00693601040117288,0.000684752868247844,0.00626838535956347,0,0.0070242400027713,-4.33680868994202e-19,-0.00496628671619326,0.0587763796963802,0,0,0,-0.0610009240297727
VIX.Index,-0.420511795133517,-0.186245983267912,0.473007119441606,0.170194080667693,0.523834973024563,0.250656243955954,-0.577849863351578,-0.190229158057984,0,0.047174088604591,0.186072756081561,0,-6.93889390390723e-18,0,0.220658231190452,0,0,0
