,BTC,ETH,XRP,LTC,ETC,DASH,XEM,XMR,ZEC,NEO,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0606271128947696,0.0126689317067766,0.222997737910533,3.46944695195361e-18,0.0418067738160539,-0.0643038899976095,0.129475626102487,0,0.00185099171863258,0.051449181446505,0,0.0476481119231696,0,0,0,0,0.16941485089072
ETH,0,0,0,0,0.226879751898191,0.0554758995190341,0,0.0540245442175933,0.134249612711869,-0.0110484039858064,0.245447052701598,-0.0237415986791947,0,0,0,0,0,0.0887544532419518
XRP,-0.232613932760047,-0.329527184905053,0,-0.015472479770027,-0.328129294553382,0.57212028429218,0.271959072690596,0.0719357842749757,0.137378861992487,0,-0.405277063704221,0.407669304797117,0,0.975869004295163,0.462888509123139,0,0,-0.207363587751182
LTC,0.468494070803376,-0.0328053906835921,-0.14496600291793,0,0,0,0.13609331651136,0.210114718048566,-0.0901406644888996,0.218556056764676,0.0701498823932218,-0.111247377634898,0.0601113801311505,0,0,0,0,0.13993828449253
ETC,0,0.176591738937022,-0.186038022431769,0.0973088557762361,0,0.1525095205856,0.137223708117334,0.0595092289356997,0.0156522813948733,0.0278477883612111,0,0.0443880249196362,-0.0436760821057949,0,0,0,0,0
DASH,0,0.24117540006172,0.154819572959448,0.0318010704022081,0.10906850475339,0,0,0.33740926395252,0,0.0300931686815385,0.0146984668633289,0.012596678256544,-0.0143544145203978,0,0,0,0,0
XEM,0,-4.33680868994202e-19,0.361072455310436,0.29266690215161,0.144385977136936,-0.0657502412839779,0,0.0205230105331354,0,0,0.170724118951202,-0.00157597398651542,-0.0666569034306657,0,0,0,0,0.0706260557829685
XMR,0,-0.070269794793199,0,0.359278243175163,-0.126301627510718,0.624139817646623,0.0150777819750559,0,0.108306847164854,-0.187575653141677,-0.0523277832345561,0.0599457000049389,0.0474501138650787,0,0,0,0,0
ZEC,0,0.37258957887015,0,0,0.000149411402515264,0,-0.0214046437314842,0.318829422624121,0,0.0549223448445392,0.167535033296617,-0.0260163915251505,0.00483592546999495,0,0,0,0,0
NEO,-1.08709507303484,0.800411148414997,0,0.66660275375144,0,0.719847465642882,0.215252809824047,0,0.401131688554393,0,-0.340459466760092,0.119297681728727,0.322347149613392,0,-3.62462040147684,0,0,0.807553379531977
DOGE,0,0,0,0,0.223564284120822,0,0.297277037472042,0,0.255988492340775,0.0531898023554135,0,0.121718448343804,0.0479802698175795,0,0,0,0,0
XLM,-0.216350398754513,0.0241015723181325,0.14842104104773,-0.315894548112143,0,0.349163161429543,-0.0883920660813119,0.593378948061065,-0.364367531169901,0.186654259817173,0.548717500918116,0,0,0,0,0,0,0.0437256204676331
DGB,0,-0.676086986428678,0,0,0,0.0469296730063485,-0.237447700538702,0.574193299807377,-0.306742985678052,0.202606752589068,0.818451444983919,-0.0867064935087598,0,0,0,0,0,0
BV010082.Index,0,0,0,-0.0257995894495009,0,0,-0.0271760171141932,-0.0133805058011258,0.0286085274791796,0.0110950051837688,0,0.0228107740145695,0.00779892203067535,0,0,0,0,-0.00248691628200714
CVIX.Index,0,0,0.079024105339154,-0.0651296945900966,0,0,0,0.134322667642745,-0.158502320530312,0.0552233448673625,0.123117755145548,-0.0367526973869572,-0.0201647915104269,0,0,0,0,0.105062842621839
DXY.Curncy,0,0,0.00494850417767105,-0.00685719019353638,0.0195353839696065,0.0247248202807075,0.0214953392554034,-0.0297378543817762,0.00460162748463122,-0.00959154482434814,-0.0248390100269045,5.42101086242752e-20,0,0,-0.0110948543252614,0,0,-0.0246673711677417
SPX.Index,0,0,0.00725087538789592,0,0.00563685495416032,0,0,0,0.00459913539831483,-0.00350128255376987,0,0,-0.000404247139929008,0,0,0,0,-0.0481944409696312
VIX.Index,0.297423099791484,0.0571677321242628,0.263270559889435,-0.182685914609421,0.175454265529711,0.160758358315546,0,0.0541815600132374,-0.166339046102228,-0.0635960699244404,0,-0.0904279659502955,-0.187818466698277,0,0.277962293594959,0,-5.05878243276207,0
