,BTC,ETH,DASH,XRP,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.269737908138796,0,0.41955241675355,0.139792806215377,0,0.0782903736149181,0,0.169360111942024,-0.171200029411101,0.0668062304494098,0.112275314462742,0,0.155741933813131,0,0,-0.0966144990463803
ETH,0.155236739847658,0,0.0413759333599928,0,0,0.197802189254211,0.113515807155528,0,0.0577219787402173,0,0,0,0.193837228929755,0,0.00451718060604684,0,0,0
DASH,0.462741668446313,0.364614163562349,0,-0.288276161376163,-8.67361737988404e-19,0.361721800375467,0.153147735061751,0.189168260921183,-0.232623162526436,0,0.409374503357755,0.188392300233789,0,0.251829279914882,0,0,0,0.0299533021697752
XRP,0.0323808076291026,0.0923279345171159,0.039198066209882,0,0,6.93889390390723e-18,-0.120541687332674,0.0762318669218378,-0.013488200888568,0.521702147928172,0,0,0.0369258326495124,0.195761308836134,-0.0794919198347338,0,0,0.0869810019307292
LTC,0.608711596491193,0.0677332678137996,0,-0.188863003925249,0,-0.133020154446479,0.0553426569806888,0.0842440827227537,0.106566385151392,0,0.142169140012596,0.124360728477519,0.0140963748798366,0,-0.191967315476619,0,0,0.0390486280533741
XMR,0,0.439704432646472,0.0468690994296945,-0.237565379008536,0,0,0,0.302711262313085,0,0.163606878708349,0.0878407696811167,0.193288608106302,-0.194454807387753,0.668465826598936,0.835232557404703,0,0,-0.0776027158437273
ETC,0.580836010328176,0.420577842470879,0.0221718623863702,0,0.466163610474339,-0.232960113197393,0,0.078899904601544,0.0663431809892783,0,0.137959234596447,0.0729247790213737,0.0204136449367594,0,0.403941894455218,0,0,0
XEM,0,0.1750793063545,0.0415623052344335,0.138897303740283,-0.0795793634464878,-0.178163123212724,0.134399272125839,0,0.35877824944897,-0.593039013090181,0.407465139496647,0.195168455687477,-0.222141589564091,0.987413601949515,0,0,0,0
ZEC,0.448247935068979,0.120529989464308,0.154906183110965,-0.452997235019515,0,-0.156129505525443,0.0602847683797524,-6.93889390390723e-18,0,0.915726909515948,0,-0.0757991669549189,0.0845956669002301,-0.419677811858303,0,0,0,0.149519220495539
DOGE,0.431712518472068,0,0,0.305770605327503,0,-0.109269676369389,0,-0.0169860407364292,0,0,0.12629930273082,-0.0399073049154421,0,0.213761710935792,-0.393269022756196,0,0,-0.00667115830547358
XLM,-0.396173348674888,0,0.0518276077523069,-0.0106022633083597,0.360728410541246,0.143462984274264,0.186220273604319,0,-0.110433258024491,0.229161006558869,0,0.124878797164495,0,-0.311695578865162,-0.056264128320486,0,0,-0.0198095847407767
NEO,0.161043961586821,-0.168225855253404,-0.273322105532996,0.43483963029888,0.0877732165180543,0,-0.11608402966415,-0.0816120002025739,0.260916566723546,0.0579376822531362,0.438106815760208,0,0.219764208161982,0,0,0,0,-0.35762181878075
DGB,0.411233355096618,0,-0.110650153934279,0,-0.978994947302511,0.20536633973161,0.209167674296268,0,0.359466300630832,0.00865712207654371,0.0993189105991863,0.431329458934063,0,-1.18829458763432,-0.475981002546126,0,0,-0.216543262813965
BV010082.Index,-0.0994653334559812,0.0189894087344469,0.0412703536602808,0,-0.105424140348895,0.070777013803427,-0.0202840080622566,-0.0539209867573034,0.0935792421896604,0,0.0652729855188697,-0.0165419270804413,-0.0677956517894675,0,0,0,0,0
CVIX.Index,0.110832962097911,0.180982613726621,-0.0667142580455748,0.174920783047526,7.79330335681025e-05,0.00977163486444472,0,-0.154565661076265,0,0.0507579990561753,-0.0475318078034056,-0.16322625157998,-0.00970528635869823,0,0,0,0,0
DXY.Curncy,0,0.033108042712743,0,-0.0675614700528173,0.0422961859120213,-0.00225411643662696,0,-0.0060918988400986,-0.0161305951321085,0,0,0,5.42101086242752e-20,0.189368085983226,0.0564826881510853,0,0,-0.0270801776456101
SPX.Index,0.00681547811796238,0,0.00772390478928007,-0.0120312615982198,0,-0.0108649486144684,-0.00693600449769185,0.000684427013639116,0.00626832715763568,0,0.0070251445094619,0,-0.00496651563142125,0.0587781845315702,0,0,0,-0.0610011911567159
VIX.Index,-0.0240267160683883,-0.0823894822468567,0.241414753281413,0,0.217152648717956,0.0461668579300733,-0.495821075379884,-0.23872784531933,0,0.288799055873786,0.0623695202390925,0.196481603236483,-0.16773966043348,0.112384809554506,0.113529639823545,0,-3.9749068781156,0
