,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,DASH,XMR,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.164152592293166,0,0.0641663150181135,0,0.0121259347444015,0,0.121932405214209,0.0290896078279709,0,0.0158112937143322,0,0,0.109089738966883,0.126422646631147,0,0,0,0,0.121523222307353
ETH,0.092559202565121,0,0.103273840515882,0.202137794425196,0.00921467666586213,0.470369165473562,-1.73472347597681e-18,-0.0581739258925222,0,0,0,0.037359768417134,-0.12979522103261,0.184589024181437,0,0,0,0,0,-0.0355720968170812
XRP,0,0.482259209752938,0,0,0.0484240105551593,0,0,0.0471920085700581,-1.73472347597681e-18,0,0.102587077236552,0,0.199852250441801,0,0,0,0,0,0,-0.0688242484034877
BCH,0,0.505557357609229,0,0,-0.120308608397574,0.13415165616466,0,0.284222675481008,0.107337909210578,0,0,0,0.016630784905011,0,0,0,-0.373393905321843,0,0,0
EOS,0,-0.553045060297256,0,0.663838023731355,0,0,0.13558226984611,-0.183714878496242,0,-0.354104005146765,0.768778956957473,0,0.240548625574081,-0.0234227368226999,0,0,0,0,0,0.0298448185341503
LTC,0,0.475809319707477,0,0.142898120976562,0,0,0,0.16461421452886,0.0322069161225588,0.004591097537006,0.0844849276663993,0,0,0.00351323680865861,0,0,0,0,0,0
ADA,0,0,0,0,0.120503797466509,0,0,1.73472347597681e-18,0.146819465357817,-0.0319210235732294,0.256025886797111,0,0.0571868087919574,0.335456233161712,0.074658787634785,0,0,0,0,-0.00119392165763226
XLM,0.0814376740942051,0,-6.93889390390723e-18,0.0712766065841741,0,0,0.253099733243429,0,0.0957522221023793,0.0658282508172431,0.178984129408214,0,0,0.138557017309726,0.0817607351465839,0,0,0,0,0
MIOTA,-0.1308413726357,0,0.219723417983151,0.0592148503394916,-0.157318712410128,0,0.109327431411018,0.325899899978332,0,0.111587874642518,-1.73472347597681e-18,0.180754313109973,0,0,0.3437912553079,0,0,0,0,0.203948381348528
TRX,0,-0.522496415420728,-0.184721612199839,0.656792465523048,0.206869269174506,0,-0.738760637726228,-0.134150730575553,0.307363777313206,0,0,0.757463886508521,-0.519029858114742,0.578356892311481,0,0,-0.210825493422539,0,0,0
NEO,0,0,0,0,0.0985552349316545,0.224198134697048,0.047746926743157,0.217555862368878,0.186467872417554,0.0407187325157468,0,0,0.042030465947031,0,0.171548372502202,0,0,0,0,0.0723726230953848
DASH,0.0658722429493727,0.0801582949627356,0,0.243502212881909,0,0,0,0.13234974057824,0.0697310751723735,0.00471907936229656,0.121670581426349,0,0.123700553839342,0.039771426087912,0.0150231741642133,0,0,0,0,0.103397084498904
XMR,0,0,0.102054573472788,0.105909922418537,0,0,0.00758327250044969,0.0341234159822817,0.0365760870317674,0.131229237536053,-0.0239118112450935,0.271885615854956,0,0,0.106905171320828,0,0,0,0,-0.058616752490993
XEM,0,0.59515478494996,0,-0.250615006211384,-0.0666185132397124,0,0.082188524506709,0.582565235033009,-0.145668011526563,0.141392795332593,0.0527279222148016,0,0,0,0.135916517866701,0,0,0,0,-0.0143936645701812
ETC,0,0.0513167574497332,0.24646699196692,0,0,0.318671306695401,0,0.0491211807665244,0.0658906914246976,0,0.15843453765756,0,0.106949866498699,2.77555756156289e-17,0,0,0,0,0,-0.00162163044845262
BV010082.Index,-1.09020484584752e-05,0.0144478434392637,0.107546434432462,0,0,0,0.00237953999679469,0.0480208764536495,-0.03723761272185,-0.00234205901937259,0,0.119841531248201,-0.00817548303221697,-0.185943101215321,-0.0316769912029255,0,0.0788099012349268,0,0,-0.0828922153804943
CVIX.Index,0.114947456128979,-0.0972955582596255,0,0.0163486892927063,0.0306397103870834,0.116240683988456,-0.098691691300084,-0.00695548903213885,0.0736279585671096,0,0,-0.295860555281824,0,0.0562991728258857,0.0729947219330089,0.407832266526891,0,0.879997639412295,0,0.0942454620910965
DXY.Curncy,0,0.0400676407986529,0.00594670208736135,0,0.000854178025132889,0,0.0171809745410498,-0.00575451895923005,-0.0136624809240178,0,0,0,0,-0.034762635889289,0,0,0.0405270208063408,0,0,-0.00450627211858263
SPX.Index,0,0,0.0083296700921046,0.0537400186379102,0.00725886895253015,0,0,0.00202889986014469,-0.0560715610101311,-0.0238571242811449,0.0241590629544087,-0.0258793971243366,0,0,0,0,0,0,0,-0.126866270932816
VIX.Index,0.434015763952642,0,0,0,-0.131186247457701,0,0.0747690785032922,0,-0.336500789525348,0.0297248127449949,0.125207402811614,0.114113237032188,0,-0.0964273366559369,0,0,0,0,-3.71187330787813,0
