,BTC,ETH,XRP,LTC,XEM,ETC,DASH,XMR,ZEC,XLM,DOGE,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.186291931111524,0,0,0.0964213365687821,0.10014706164365,0,0,0,0.0580545520796587,0,0,0,0,0,0
ETH,0,0,-0.0374477087879629,0,-0.0152125573907747,0.0139509172733229,-8.67361737988404e-19,0.223783669673417,0,-0.029373457207323,0.118741790949015,0.028663936233215,3.46944695195361e-18,0,0,0,0,0.21338396537738
XRP,0,-0.247849103202792,0,-0.120507247901512,0.00484658315555733,-0.244121524478477,0.479303468962243,0.218497731302813,0,0.283035827403511,-0.0394005442407048,-0.0631353292881674,0,0,0,0,0,0
LTC,0.461579350759565,0,-0.114709485249812,0,0.0754455948774249,-0.181677439247272,0.210054114433692,0.130239975932498,-0.119604896361506,0,0.15009480819566,0.0433482539045489,0.317518132375778,0,0,0,0,0.263923798207233
XEM,0,-0.035341364133027,0.121061028937114,0,0,0,0,0.0549823870980786,0.205760881636766,0.141839025742442,0,-0.0263191148501341,0.163220236346791,0,0,0,0,-0.234753405452649
ETC,0,0.116587345472103,-0.222397271047165,0,0.252537446323442,0,0.070120530333981,0,0.112154611268221,0.0614153907017283,-0.0807680024667898,-0.00112930586280109,0.125150265090123,0,-0.40713133598961,0,0,0.101237103755438
DASH,0.164157384533483,0.020599093831996,0.0184616502692112,0,0.0782529290518883,0.0867092331085263,0,0.281537226073769,0.301506675372182,0.0625175876389518,0.0263191336604499,-0.00162365689489367,0,0,0,0,0,0.0888087931711976
XMR,0,0,-0.123461521384954,0.346646481057467,0.185580879559627,-0.198025495610722,0.587412655580541,0,0.080803765196211,0.0388600812848275,0,0.077854366786386,-0.141537415320968,0,0,0,0,0
ZEC,0,0.0644205740109196,0.0422755181469507,0.00817786444137115,0,0,0.178521036532055,0.0295818872799341,0,-0.0508935726840891,0.216407613445864,-0.0156037529355734,0.050491302342212,0,0,0,0,0
XLM,-0.355402140060113,-0.173872320916195,0.254639717354901,-0.629957211851529,0,0,0.560783694342745,0.67933491662759,-0.430481081095492,0,0.236953866144049,-0.0498907277888298,0.308366797820203,0,0,0,0,0.0175970060703086
DOGE,0,0,0,0.0920842610602645,0.302238407201341,0.149598613426049,0,0,0.243560665526921,0.165289876021154,0,0.0466993324810596,0.0934139007413368,0,0,0,0,0
DGB,0.496517973770326,-0.290420855165158,0.754605331949128,0,-0.031953297693396,0,0,0.517301215605474,-0.424164314781434,-0.511513327362279,0.79774628674134,0,-3.46944695195361e-18,0,0,0,0,-0.258311395343998
NEO,0,0.566833986663384,0.486008834619379,0.658759355907729,0.0328352977885856,0.52748699939085,0.163568940064681,0,0.315004980122154,-0.142039961092987,-0.132773174764782,0,0,0,0,0,0,0
BV010082.Index,0,0.00220016489310275,0.0258974893395143,0.0242339585056225,-0.0433439831266873,0.0918845859742335,-0.0872135264461475,0,0.0783430630643782,0.0456606963081976,-0.0269259670358031,0,0.00411868614301485,0,0.0947583096867559,0,0,0
CVIX.Index,0,0.0548829935988508,0.023682907613035,0,-0.511347956627424,-0.209500515059847,0.19718753834601,0,0.0736958425079673,0.0384882664174649,0,0.02720898468635,0.127900804505772,0,0,0,0,-0.173180318108162
DXY.Curncy,0,0.0248458649244406,0.010224039017718,0.00499984273943554,-0.012544506844402,0.0165573616691911,0.0020639312072927,-2.16840434497101e-19,0,0.0068846588100352,-0.007651777386341,-0.00239990047621394,-0.0106268716254996,0,-0.00222176592874374,0,0,0.00891262889559151
SPX.Index,0,0.00381225293055917,0.0022148014243295,-0.000267579764784742,-0.00554376170944483,0,0.00402071855728363,0,0,0.000896174533966115,0,0.00320453878621592,-0.00266943816855676,0.0383082881568853,0,0,0,-0.0317069530173812
VIX.Index,-0.67429375154465,0.049817000657843,0,0.148627893943122,-0.176812203707954,0.300658446653631,0.234062259543258,-0.151523990286394,0,0.182694077501368,-0.0997680006614176,0.0194553464837164,-0.0597032512651107,-1.78459927270967,-0.6669668943759,0,-7.21725176597147,0
