,BTC,XRP,ETH,BCH,EOS,LTC,XLM,TRX,BSV,ADA,BNB,MIOTA,XMR,DASH,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.00381718778880393,0,0.00520857934974175,0.0574923479859562,0,0.0289740294671764,0,0.124806334186065,0.102424752067295,0.349366608830581,0,0.134008974450794,0,0,0,0,0
XRP,0,0,0.198515309674409,0.011316822897045,0.0272087297156663,0.142467067470936,0,0,-0.0174663559540541,0,0.12732521475231,-0.0320070139243117,0,0.0758319961660546,0.238062665902113,0.132771931023126,0,0,0,0.0414341178615633
ETH,0,0.244935803024358,0,0.0963171191248391,0.128812239939993,0,0.0285985563817838,0.152441054283763,0,0,0,0.145743209258178,0,0.153513028984881,0,0,0,0,0,0
BCH,0,-0.589329635943592,0,0,0.465905790015848,0,0.231732367862477,0.0483311833954723,0.0861363959389811,0,0.00266448503938044,0.0672865395065985,0,0.352476843907057,0.38343942428209,0,0,0,0,0
EOS,0,0,0.254427257185947,0.0540375626241894,0,0,0,-0.3150369383897,0,0.556514493119292,0.173666094550099,0,0,0.136069599563737,-0.0770096691878883,0,0,0,0,0.0412155629000089
LTC,0.177875335370864,0,0.194261041472582,0.036699453603304,0.202190096019644,0,0.184837767213863,0,0.130620766726865,-1.73472347597681e-18,0.11168951575777,0,0,0,-0.164944530527099,0,0,0,0,-0.0902308962552296
XLM,0.677575424712788,0,0,0,0.109139512902692,0,0,0.0962400896925444,-0.0243975089244363,0.0761411234669304,0.0157768238719416,0.0537829775053024,0.104966653218563,-0.0407746965605551,0.135015205142602,0,0.183012769387414,0,0,0.0317885008934452
TRX,0,0,0.131098843995053,0.0342759682599915,-0.261261522471978,0,0,0,0,0.498406874754319,0.342475922228543,0,0.0928207138444575,0,0.0815908240268916,0,0,0,0,0.159897273837024
BSV,0,0,0.170333137203546,0.634997885864939,0.247223862884122,0,0,0.195432979005029,0,0,0.268370643602694,0.0238769845618984,-0.625205895859528,0.154312298886697,-0.706554535370735,0.844457813161813,0.302078395855794,0,0,0
ADA,0,0,0.177794482468939,0.0714028174441745,0.288216072304788,0.000650309436020705,0,0.170979303411609,-0.0314893592286477,0,-0.028600682536535,0.117680739902487,0.163689021334987,0,0,0,0,0,0,0
BNB,0.592789947835397,-0.220900533129893,0,0.0604677489505981,0.240288964803753,0.0125202476846842,0.248531222919537,0,-0.221223269414526,0.300637261066764,0,-0.00908208473152861,0,-1.73472347597681e-18,-0.173876162290888,0,-0.115604831597071,0,0,0.00618807579200435
MIOTA,0,0,0,0.0171530611763049,0.27522480738451,0,0.164996294730745,0,0.0742286240360136,0,0.15932526072716,0,0,0,0.367002157008563,0,0.290994155849587,0,0,-0.0461937218414304
XMR,0,0,0.196507075632735,0.0401834167984379,0.0417189419913061,0.0644617117833822,0.317600763032216,0,0,0.138994635071095,0,0,0,0.0465361111293513,0,0,0,0,0,-0.0511676417696043
DASH,0,0,0,-0.132889887824866,0.140279767565577,0.149956872243748,0.397146755078324,-0.248194911538294,-0.0275997742877352,0,0.143631006889267,0.157857584573265,0.459312360066499,0,0,0,0,0,0,0
XEM,0,0.456966850821641,0.0308322371085842,0.0419169468059324,-0.0645632232315271,0,0.246794748505089,0.0802147300982308,0.0834373289047896,0,0,-0.0059219370361358,0.133658950135408,0,0,0,0,0,0,-0.122431643985046
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.255782753923306
CVIX.Index,0,0,0.273564845569823,0,-0.165620900368547,0,0.156106989765353,-0.337209407834936,0.0361464252038328,0,-0.186094728079025,0.110279611940126,-0.265552370617987,0.204511763888322,0,-0.28038639981257,0,0,0,-0.0117657624453958
DXY.Curncy,0,0,0,-0.00169852788133235,0.00633577243327269,0,0,-0.0352533801057851,0.0021283878327444,0,-0.00396252372621474,0,0,0.00536062266396857,0.0328618879416618,0.0505358440603384,0,0,0,0.00538025742922941
SPX.Index,0,0,-0.0341065910756386,0,-0.0230933634542877,0,0,0.0151661286898125,0.00517781495972431,0,-0.00728982850742863,0,0,-0.016158737490757,0.0284891406256178,0.0799006045315473,-0.0886232904579121,0,0,-0.139439992399559
VIX.Index,0,0,-0.466494093846987,-0.0732009695403515,0.000205222672435612,0,0,0.245931597523597,0,0.36760850097565,0,0.146125360345641,-0.33183781315445,0,0,0,-0.633328093071135,0,-4.53622975617972,0
