,BTC,ETH,XRP,LTC,DASH,XMR,ETC,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.392566903683628,0.268658616165254,0.147709129711435,-0.0307592739941481,0.115369581505061,0.0451629356383056,0,-0.101662683482886,0.043822570790381,0.105418108993285,0,0.111373890806493,0,0,0
ETH,0.0993912343834141,0,0,0,0.137178836220979,0.0537202639708497,0.0506839010911696,0,0,0,0.145151948322041,0,0.191893550723798,0,0,0,0,0.17878970830676
XRP,0.077192655219768,0.184549544414869,0,-0.0596443270181644,-0.0518737182339019,0.0198320435327255,-0.12610869009921,0.0821873366992258,0.389599009279412,0.102366392720465,0,-0.0067560324871241,0.031069668736773,0.264267884809143,-0.0534920074426936,-0.747100862401251,0,0.0613676859708906
LTC,0.556490890727042,0,-0.163827193421754,0,-0.0998038561267415,0,0.103383339548127,0.0900419254996087,0,0.250558978803199,0,0.10749765225087,0,0,-0.300545408131187,0,0,0.032519126312777
DASH,0.36074473861939,0.287490438251737,0.136593517759591,0,0,0.264288384989413,0.430269517512942,0.18586497391608,0,-0.583747561492074,0.293949885642826,-0.26802876339126,0.0811010549795713,0.945060096465263,0,1.3622033884199,0,0.025653166360561
XMR,0.538133822139105,0.102452901388847,0,0,0.35216160672013,0,-0.0236364941459056,0.0246535201309936,0,-0.723639296605555,0.393585980249618,0.0189524665637384,0,0.325657932655918,0.591492838532883,0,0,-0.0163347496830912
ETC,0.228002936983923,0.411352674654698,0,0.420742708711312,0,0,0,0.019437745501883,0,0.307258935394579,0.166390045823577,0,0.0753275186738736,0,0,0,0,-0.234908504878416
XEM,0,0,0.125543373559971,-0.108614664475995,0,-0.024780124722393,0.0126617957915705,0,-0.496667486663185,0.4780331373067,0.244541353440484,0.364619204255873,-0.228662957369592,1.04431670781587,0,0,0,0
DOGE,0,0,0.145877570647989,0.066982893294487,0,0,0.142921573954336,0,0,0.00190992281499505,0.146955987510192,0,0.0436794689728458,0,0,0,0,0
ZEC,0.463228023922552,0.0719073916527139,-0.000903048900446851,1.73472347597681e-18,0,0,0.0811073982812836,-0.00953869680915091,0.517030458951091,0,0,-0.14776104631533,0.14829592921441,-0.572061006357462,0,0,0,0.0795834150096391
XLM,-0.358683504790958,0.145863443332922,0,0.247016564647541,0.102701981984022,0.0819953578593704,0.184401742043966,0,0.46802147527825,-0.243032594148172,0,0.142738660190974,-0.0472951697682227,-0.349060367624965,-0.0851829618285657,0,0,-0.0328285603822453
NEO,0.3158633490896,-0.0742218924757506,0,0.123974408924918,-0.28902898040879,0,-0.0654702711123881,0,0,0,0.418943703962919,0,0.236228115563536,0,0,0,0,-0.274663083798941
DGB,0.668837407141146,0,-1.38777878078145e-17,-1.04045503137945,0,0,0.0354632145482748,0.170643553424004,0,0.529380412513538,-0.0333750161301224,0.46830202332069,0,0,-0.275058263231226,0,0,0.229855968558855
BV010082.Index,-0.160294519092558,0.0479687006339139,0,-0.107501473215413,0.0578171191810549,0.0936347174138063,-0.0171330308137124,-0.0339843140641135,0,0.129655343751299,0.0295920818822207,-0.00768470388034755,-0.0716200229176951,0,-0.00717296607642266,0,0,-0.058605558042962
CVIX.Index,0.121277215824297,0.163916695991948,0.139806858328373,0,0,0,0,-0.151839326284794,0.0303261152401493,-0.0770345315746471,-0.0399947517845268,-0.0684158397965665,0,0,0,0,0,0.0118633806737137
DXY.Curncy,-0.0454320628777638,0.00873564032831236,-0.0590215322743216,0.0443645437324627,0.029660946969956,0,0,-0.0202447397021155,0,0,0,0.00118389941783903,-0.000372603911499836,0.196273444227637,0.0388140893828824,0,0,-0.00249614305491038
SPX.Index,0,0,-0.0117164842555773,0,0.0061492837658161,-0.00727695274582803,-0.00723865769622709,0.00253125104480975,0,0.00989957778860896,0.00811502991254763,0,-0.0053245807430448,0.0502226999961928,0,0,0,-0.0608650152170205
VIX.Index,0,-0.231735201360787,0.318356616151943,0.107709963363753,0.249082232910465,0.22699511259928,-0.547335157741727,-0.354104337459934,0,0,0,0.263885221597039,0,0,0.189626925473078,0,0,0
