,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,XLM,ZEC,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.202713358262554,0,0,0.0650165992990292,0.0909815894815482,0.0875763320832521,0,0,-0.124345086243723,0.127451534121862,0,0,0.140247696430305,0,0,0,0,-0.0360861466128565
ETH,0.314884983381809,0,0.123042255859202,-0.078904568732285,0.0457472202780168,0,0.0282001021866806,0.0327150427757212,0.146357441836593,0.208564706940829,0.126141909697371,0,-0.0380278298404791,0,0,0,0,0,0.0850052348763159
XRP,-0.0762782051555424,0.517908541358114,0,0,0.0293840809795693,-0.165749376749174,-0.182166600799255,0,0.224954730083038,0,1.38777878078145e-17,0.0510130711060845,0,0.152162991369222,0,0,0,0,-0.272146070872778
BCH,0,0,-0.131257913182406,0,0,-0.318635014671434,0.0664630082116678,0.0442166423580837,0.32947610174818,0,0.408576572533062,0.062392276547451,0,0.151629988772313,0,0,0,0,0
LTC,0,0,0.362194561713057,-0.0930819362402621,0,0,0.186988179090862,0,0,0,0.590797257395118,0,0,0,0,0,0,0,0
DASH,0.287474691488005,0,0.230488222522624,0.197393251221437,-0.180575661293361,0,0.0695884822597942,0,0.160343342030111,0.0970234798912054,0,0.01808313331114,0.0196951451479478,0,0,0,0,0,0
XEM,0,0.491228289877147,-0.101566945951587,0.220946679331053,0.124306557591036,0,0,0.0347838182117028,0.131175480465147,0.0773141901419969,-0.0583441148380703,0.0456862253270493,0,0.16644113751333,0,0,0,0,0
NEO,0,0.216310640301436,0.120537856615398,0.398987776786228,0,0,0.0173201936434658,0,0.101841713702105,0.0572284809464034,0,0.190171618804014,-0.0487613319654905,0.159014356733446,0,0,0,0,-0.486824216867122
XMR,0,0,0.259929047912283,0,0,0,0.00239469947494494,0.155843407557731,0,0.126905835335942,0.185537038038128,0.00774523146320621,0.193509002046855,-0.0146515844716726,0,-0.165461504147842,0,0,0
MIOTA,0,0,0.00883811596180225,0,-0.200062917440547,0,0.189971051723205,-0.217873653355084,0,0,0,0.100721930419181,0.459403564070847,0.437417380333939,0,0,0,0,0
ETC,0,0.040619794827909,0.132846985802829,0,0.70228406663215,0.124053610050785,-0.0170045772616154,0.0243914985923263,0,0.0788983028257533,0,0.0829581636182199,0,0,0,0,0,0,0
XLM,0,0,0.735496106235626,0.303253230018992,0,0,-2.77555756156289e-17,0,0.381170973258968,0.69443382604455,0.538167876066624,0,0,-0.863462668637581,0,0,0,0,-0.665004572199226
ZEC,0,0.122041755025347,0,0.162646923063888,0,0.460538803607397,0,-0.112057753830486,0.112605303660241,0.136249413272136,0,0.0882349283873071,0,0.259903858297025,0,0,0,0,0.0624272772599918
EOS,0,0.333064512255582,0.0401740267262676,0,0.427982228530505,0,-0.189059016925146,0.22866737530842,0.193236257577542,0.188523098992482,0,0.116344099558571,0.064972988655341,0,0,0,0,0,0
BV010082.Index,8.67361737988404e-19,0.0243844075020039,0,-0.0211148639027997,-0.0565198458051688,-0.0722200713725327,0,0.0412845411763894,-0.0454726438445427,0.0229164106506085,0.0495317325181374,0.00417426272842727,-0.00919021976722598,0.0334571701473317,0,0,0,0,-0.0683567913345505
CVIX.Index,0,0.0211281312022705,-0.0234644567663104,0.0782717124434113,-0.00229524399267581,-0.140214884646516,0.138672380286616,-0.00516416723170356,0,0,-0.0569632716396714,0,0,-0.051184519892035,0,0,0,0,0.0326036928036854
DXY.Curncy,0,0,0,0,0,-0.0232486147654543,0,0.012681896512006,6.7762635780344e-21,0.00316446553641075,0.00226188282694425,0.00328979160023578,0.00423789980983298,-0.00477621444066263,0,-0.015846628693624,0,0,0
SPX.Index,0.00771970142102051,-0.0033453453135443,0.00157285620483805,0.00329687329385761,0.000674624327481535,0,0,0,-0.00503487554825597,0.00236816746269527,0,0.00101483165297635,-0.00888716057439833,1.40217138093789e-05,0,0.0127530633387403,0,0,-0.0396419742515424
VIX.Index,0.504418636677503,8.67361737988404e-19,0.249711012695242,0.3175595743347,-0.460984638799182,-0.381269907884579,0.0685336780767505,-0.0473245511217626,0,0,-0.175381874346892,0.0463639602459881,0.388733883243842,-0.231201183066395,-0.0309072135904683,0.441084346795379,0,0,0
