,BTC,ETH,XRP,BCH,EOS,XLM,LTC,BSV,TRX,ADA,MIOTA,XMR,BNB,DASH,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0902936461187923,0,0,0.0733138828033526,0,0,0.00621700346187389,0,0.0848504864828722,0.28425281261539,0.146195699971076,1.73472347597681e-18,0.100770532944895,0,0,0,0,0
ETH,0,0,0.193590602465827,0.0902703623416999,0.000601775511916574,8.67361737988404e-19,0.118284792370033,4.33680868994202e-19,0.0174224784876199,0.0189294236733441,0,0.361824725142297,0.126653578073184,0.0505180074246289,0,0,0,0,0,0.032917298320977
XRP,0,0.102437759973805,0,0.0326935600306945,0,0,0.225238618744357,-0.0110961673829116,0,0,0.0225209558847135,0,0.0313528579594149,0.0534214552936104,0.280155379186354,0,0,0,0,0.0803572836461932
BCH,0,0.474407145794268,0,0,0,0,0,0.19055311913311,0,0.970689167878681,0.127321126439996,-0.709248799876844,0.414741356694135,-0.201318966723828,0,0,0,0,0,-0.231009742269331
EOS,0,0.12275141234189,0.265652469940512,0.0998773057314079,0,0,0.409945803455552,-0.0313070171445422,-0.355472075073942,0.375642370602258,0,0,0.190953772126214,0.134607742595252,-0.407526153257349,0,0,0,0,0.0517610206327267
XLM,0.507761344477045,0,0,-8.67361737988404e-19,0,0,0,-0.0113755641648691,0,0.250133567287547,0.0796775738168104,0.162602564492017,0.0451419780494991,0,0.0531201573111509,0,0,0,0,0
LTC,0,0.260531559614157,0,0,0.183939649857053,0,0,0.0409905598858258,0.0280602234905113,0.0869654509361655,0,0,0.263024238795936,0,0,0,0,0,0,-0.0552145701916988
BSV,0.994425226567831,0,-1.58684285795525,0.999460778766744,0.390038504665266,-3.28776473511229,-0.0146091740527264,0,0.112594959829846,0.578299363270644,0.416504026113164,-0.297212597748954,1.07957789242391,0.418212364390426,0,0,0,0,0,-3.46944695195361e-18
TRX,0.433362256749622,0,0.0413918460931264,0,-0.0431756120156733,0,0,0.000315056936496094,0,0.313989240741377,0.101757574587313,0.128800753976601,0,0,0,0,0,0,0,0.0165585959562198
ADA,0,0,0,0.109981902840948,0.287377509662899,0,0,-0.0142884120682199,0.282537936794936,0,0.133971748045199,0.133929503837706,0,0,0,0,0,0,0,-0.00415805150750102
MIOTA,0,-1.38777878078145e-17,0,0.0136789805980884,0.181969585831402,0.211550808529029,0,0.0734725795779898,0,0,0,0,0.168422710948184,0,0.368354549440863,0,0,0,0,0
XMR,0,0.221397069884985,0,6.93889390390723e-18,0,0.147060858740375,0,0.0243224261418063,0.165807678832806,0.222518519949763,0,0,0,0.243897022631031,0,0,0,0,0,0
BNB,0,0.284520880000555,0,1.73472347597681e-18,0.352666650534805,0,0,-0.052118716872761,0.292988705445188,0.0621346965846497,-0.0337946964263471,0,0,0.0641203691610121,0,0,-0.594968260140628,0,0,0.058433392541852
DASH,0,0.0557358142791721,0,-0.100613896374388,0.0429447309129264,0.245212710478454,0.19585577712063,-0.00683116594364963,-0.21135112705327,0,0.190348670867346,0.484663129662958,0.188023333700319,0,0,0,0,0,0,0
XEM,0,0.172245039913005,0,0.162926255735957,-0.163493616022345,0.323933874747157,0,0,0.0897813661815621,0.031991253859562,-0.0418738728827795,0.27699169916076,-0.0512017903284752,-0.113427639788006,0,0.304380035535386,0,0,0,0.0472009734821434
BV010082.Index,0,0,0,-0.0552289660680416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0375117286254384
CVIX.Index,0,0,0.145077997967274,0,-0.0898438306119152,0.0221428711875575,-0.0288539004688365,0.0442262878878167,-0.12624595305794,0.243059973520511,0.0876797881819461,-0.203983765497681,0,0,0.0406013205620996,0,0,0,0.928890844648158,0.191926570717925
DXY.Curncy,0,0,0,0.00180402504548534,0,0,0,0.00595086782216991,-0.0317530569222024,0,0,0,0,0.00488063439823971,0.0145506222125247,0.0506263789732872,0,0,0,0.00565083957971102
SPX.Index,-0.0453564152899272,0,0,0,0,0,0,0.0160973406584949,-0.0270022014484224,0,-0.02265678034758,0,0,-0.00604032890872371,0.0387419044586821,0.0307675959481568,-0.00279145879247421,0,0,-0.122415325510197
VIX.Index,0,-0.274791992388162,0.165739095744177,0,0.126550437546675,-0.573518771328742,0.212584007860123,0.0392005502144858,0,0.52700208220752,0,-0.514868264582613,0.297382922049448,0,0.272198647780785,0,-0.0750591555985166,0,-5.06297557404467,0
