,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.235969234371481,0.0158018535809845,0.227214625764416,0,0.0481274395458237,0.254095592064702,0.181943685222223,0.132069157383574,0,-0.144767425700777,0,0,2.16840434497101e-19
XRP,-0.151570242013101,0,-0.016745303320357,0.00317930922039125,0.251952528022216,0.305692249626905,-0.186861148916345,0.205637522766699,-0.00687758289549067,0.611777008006178,0,0,-0.615581168990078,0
LTC,2.14925367365972,0.507892912105341,0,-1.95745388403742,1.06676836165204,0,0,-0.697207016426259,0.0702538399582653,0,0.692776195726315,0,0,0.0360237304915074
DASH,0.799064355698559,0.21062941770733,-0.0304320731440025,0,0.241446782643095,0.178469194793427,-0.0597069526529075,-0.214019710709022,0.122044279663074,0,0.871936385360054,0.607626173704684,0,-0.0524088477943846
DOGE,0.256926503150907,0.221277440582136,0.129908173225103,1.73472347597681e-18,0,0.188847536347319,0.037241599660614,-0.0389742597703635,0.0558364314603364,0,0,0,0,-0.120068860816411
XLM,0.602103082476884,0,-0.00929021599285794,0.116190349719013,0,0,0.0700897812682061,-0.113492381938316,-0.146529888164607,0,0,0,0,-0.077833070028716
XMR,1.36856750620087,0,0.0034041680876513,0.0379506967377294,0,0.348174502531453,0,-0.0258164424079402,-0.134802388380163,0,0,0,0,0.0807477695994155
XEM,1.0714398364795,0.471155314833463,-0.0422332056857287,0,0,-0.130811626839465,-0.301806895421689,0,-0.0216373752076999,1.80867716434211,0,0,0,0.105786930653156
DGB,0.113453851493149,0.188372020729133,0.0440860612671488,0.115583022108184,0,0.376296119780187,0.304514315509819,-0.166127066738631,0,0,0,0,0,-0.0744580883909805
BV010082.Index,0,0.0694777809192295,0.0639393832822921,-0.160778067814373,0.0325353950192151,0.0265853630977208,-0.0441009186782962,-0.0724303203311437,0.0683354576823119,0,0.140612564997653,0,0,-0.052175955958575
CVIX.Index,-0.219583853314341,-0.284842265648731,0.0628751554849453,0.0154484003851169,0,-0.0427082165410113,-0.0348407750501223,0.0555941479934027,0.16351190606892,0.124381978706499,0,0,-1.33608362959683,-0.0443428971715619
DXY.Curncy,-0.140553857670054,0.0227668854405199,0.0364603112692863,0.135448769090147,-0.0773307829540287,0,0.0406700697623286,0.0204583465151538,-0.0212301505678694,0.105875494837196,0,0,0.204297892367833,-0.0118952453541713
SPX.Index,0,-0.047671147416616,0.0287467292902733,-0.0185834612488027,-0.0482542162386312,-0.0715561749905272,-0.0156724586860913,0.0151698841750344,0.0120842929954501,0,-0.122860396425613,-0.219538024226128,0,-0.0747153190314909
VIX.Index,0,-0.901408967501085,0,-0.467841884243326,0,0,-0.0107308441693147,-0.0373071960951784,0.404418032720685,-2.20716467209349,0.715820877281371,-1.20492116262375,-3.83822310637098,0
