,BTC,ETH,DASH,XRP,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.212647775151263,0,0.326301647334746,0.232069170471028,0,0.121026716839382,-0.074887539228048,0.26471364716493,-0.0209790030536988,-0.024479760263776,0.159919117822152,0,0.140641585890091,0,0,0
ETH,0,0,0.109761717965299,0,0,0.123170560034287,0.180510844568138,0,0.106896847906128,0,0,0.062896992482397,0.178629167148429,0,0.0982792552513526,0,0,0.0671688519115962
DASH,0.49817151792576,0.351368099801727,0,0,0.229526760500902,0.331676544081365,0.0943535827442236,0,0.112645967478972,0,0.196809819696444,0.264049754092436,0,0,0.0183500252151823,0,0,0.163187466100994
XRP,0.0940096470113124,0.186815789578298,-0.0208658091773246,0,0,0,-0.146190217660615,0.0557782636726529,-0.0206707251921351,0.411361776126961,0.0479098919775978,-0.0322145387796279,0.0365691154968187,0.185008654865805,-0.176651441381735,0,0,0.110660777066063
LTC,0.522457448275911,0,-0.154596272236777,0,0,0,0.24451609133299,0.150647586631929,0.0795322699745582,0.138031359283537,0,0.0172774193057765,-0.0331431022362671,0,0,0,0,0.0471480137117015
XMR,0,0.111315213465697,0.272186559477999,0,0.162733380417097,0,0.154193088895449,0,0,0,0.220162813380433,-0.160157100394079,0,0.155678378748866,0.68679149363617,0,0,0
ETC,0.22873739786836,0.38033490959696,0.215279743530759,0,0.535680069635931,0,0,-0.0326964210794212,0.060739066509215,0,0.084011966768338,0.258660664561179,0.10027397319236,0,0,0,0,0
XEM,0,0.237038956441955,0.0941019695653194,0.138862808343949,-0.0506128271335248,-0.192060647271581,0,0,0.350170894486034,-0.581361945838002,0.417612714678064,0.218690548441312,-0.198284099676354,0.926450030118932,0,0,0,0
ZEC,0.240483434933544,0.212458311875897,0.27444043086459,-0.634701278602792,0.0711263725656786,-0.151612039222663,0,0,0,1.0847543729352,-0.041293097274406,0,0,0,0,0,-1.01236274837657,0.109736169479442
DOGE,0.188452535340831,0,0,0.310099252322943,0,0,0,0.0221839088194145,0.265737990621693,0,0,-0.0859746851881198,0.0252533062130399,0,-0.0215137856178638,0,0,0
XLM,0,0,-0.120298773397198,0,0.38034799043578,0.18908685537254,0,0,-0.0893971192234334,0,0,0.0975733589729666,0,-0.0828823571515818,0,0,0,-0.0661751239347212
NEO,0.0370242772674027,-0.510989252738254,-0.0151236310170649,0.0448378054143032,0.359930948645416,0,0.219672808489378,-0.12271130065267,0.463268659041383,-0.439181057863779,0,0,0.205128527924143,0,0,0,0,0
DGB,0.373894342901021,0,-0.112190025494562,0.144815671488332,-1.11105626444389,0.137879967978547,0.239696426404534,0,0.328365523264914,0.323387039315567,0.120728749809149,0.425079618494029,0,-1.09824476141105,-0.537482407121638,0,0,-0.185729246775634
BV010082.Index,0,0.133380434431138,0.0300378304465538,0,0,0,0,-0.0653233478671907,0.0627698139982606,0,0,-0.0208486495833797,0,0,0,0,0,0
CVIX.Index,0,0.209795616131275,0.187488637862925,0.0996425447313207,0.0990788899619515,0.00295732590251322,0,-0.163965491367091,-0.355770768402849,0.0584580919359775,0,-0.0530426141639031,-0.0730728699659934,0,0,0,0,0.0481881155417742
DXY.Curncy,0,0.0139980313699894,0.00445190477111263,-0.0175088000989675,0.0323534310869052,0,0,-0.0261874968940237,0,0,0.00382473250280692,-4.33680868994202e-19,-0.0131373276006343,0.171464539029971,0.0482131819089353,0,0,-0.0172822121627716
SPX.Index,0.0287679136885059,0.0132113869952808,0,-0.0184824469132589,0.00462457740340601,-0.022803860767308,-0.0215655151898712,-0.00725648218730594,-0.0344454114585897,0,0.0404894742953645,0,0.000402260527168946,0,-0.0268585578351021,0,0,-0.0255877698784714
VIX.Index,0,0.34758305369541,0.35086297970023,0.00619253753170461,0.455780313512176,-0.165359003458916,-0.639159646769337,-0.132019231592515,-0.43373286983285,0.126062039902252,0.311617921892127,0,-0.106378546948266,-0.166629345381415,0,0,-3.14867372121801,0
