,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0482282721486673,-0.149794064446083,0.569988789918796,0.0733833134920637,0.123339162793442,0.0413199862975472,0.117740557752337,-0.0207293274537795,-0.031121022837782,-0.147861662590942,0.0308989951039063,0,0,0
ETH,0,0,0,-4.33680868994202e-19,-0.0907343122686672,0.930901423045137,0,-1.45359913656334,-0.119404850390461,0.335649993939909,0.355708556096071,0,0,0,0.26326172242814
XRP,-0.694343605985802,0.0374660131780679,0,0.570347364261135,0.110907057405963,0.183903842573768,0.241758726273997,0,-0.0525173039817527,0,0.244892557209077,0.170691416294575,0,0,0.0856150352674718
LTC,0.837124000869141,-0.134379247603857,-0.230731145472209,0,-0.141925041506724,0.269241723568203,0.237903005724465,0,0.293352282078107,0.0700413855882299,-0.406779796195597,0,0,0,0
XEM,1.05628245492609,0.197023785707836,0,0,0,-0.0523412427580768,0.179514185579827,0.00677893917049164,0.496536884807871,0.37610705080646,0.63843405411339,0.590182979532411,0,-3.1834792963226,0
DASH,0,0.0130536629213781,0.195567057535782,0.0969822970804076,-0.028670377399617,0,-0.0983634023591526,0.023461761308935,0.194903658467932,0.222548510206791,-0.401921691897375,0,0,0,-0.0621823087461977
DOGE,0,0.0489203642002272,0,0.469045402681199,-0.115712030581406,0.0615736495390916,0,0.0821003997031929,0.190818604592317,0.0260042507996371,0,-0.114823787958363,0,0,0
XMR,1.04178088900162,-0.139904479929654,0.309329669028492,-0.301673931254401,-0.0984586388324366,0.0269534631774001,0,0,0.10913710863184,3.46944695195361e-18,0,0,0,0,-0.0678715509488119
XLM,0.284638840192343,0.202731590236255,-0.159356912570799,0.111906582155538,0.178225623516628,0,-0.189628357382289,0.0321793284443819,0,-0.233580253601267,0,-0.172440102516666,0,0.865058500824734,0.209690215542425
DGB,-0.725153055064066,0.267975269388761,0,0.497963831335981,0.102550251673593,0,0,0.122404784657338,-0.420151200287363,0,0.133450201765499,0,0,0,0.127356646817732
BV010082.Index,-0.289542246524927,0.128477600351489,-0.333705744840527,0,0.0778452629619317,0,-0.0976623786016183,0,0.0128321861955004,-0.0329716357980027,0,8.67361737988404e-19,2.12692091689859,0.376101579193702,-0.165778278663383
CVIX.Index,0.463704472800203,-0.156541903468241,0.147083806235316,-0.425553495332872,-0.00934021788779872,0.300141491055344,0.171301516688228,-0.130435075779795,3.46944695195361e-18,0.085246904394098,0.330634667323096,0,-0.413832941164974,0,0.184984116538466
DXY.Curncy,0,-0.0160904995471103,0,0.0166577121915963,0.00591152017145843,0.0385462238490511,0.0272095192268989,-0.0324709845977973,-0.011497332423878,0.00562428465008908,0.165549207389663,0.0011463916745511,0,0,0.0248598725174539
SPX.Index,0.0594658273817107,-0.00848581382017419,-0.0513498278215128,0,-0.0178453787519317,0,-0.0776558276250452,0,0.045529574811796,-0.00309492546003513,0.0177771598229935,-0.031752662062141,0,0,-0.0754144937235652
VIX.Index,-0.0175273581399998,0.287950768412977,-0.652081722111391,-0.106864812704701,-0.148298967390029,0,-0.661763894404067,0.371971490184339,0.572409575858674,-0.356074425739948,0,0.919027709040257,0,-2.53672326078655,0
