,BTC,ETH,XRP,LTC,EOS,BCH,BNB,XLM,ADA,TRX,BSV,XMR,MIOTA,DASH,MKR,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.168828038346679,0,0.0336798340457983,0.0506397708118208,0.0778616278267627,0.0220893992374606,0.0739789483502402,0.0220563572423021,0,0,0,0.0805449513842376,0.0159621164273943,0,0,0,0,0,0
ETH,0,0,0.122857628159042,0.206998869863383,0.0925972766375062,0.239167673417958,0,0.133582920182947,0.0286513607945397,0,0.062943662436143,0,0.139873673003352,0,0,0,0,0,0,0
XRP,0,0,0,0.0180659353320326,0.183109353131363,0.109598482544445,0,0.155333492605734,0.0642192994233373,0.0769408641704861,1.73472347597681e-18,0,0,0,0.0625955066600553,0,0,0,0,-0.0289673109059455
LTC,0,0.348441797873443,0,0,0.210726723397644,0.0384185941180501,0.109627587564996,0,0.25608804007248,0.163805795302562,0,0,0.260727582324287,-0.191783667913034,-0.236085329501608,0,0,0,0,0.0118950191779256
EOS,0,0,-0.0286114559221076,0.326670105413397,0,0.303569820026626,0.0413673252279872,0,0,0,-0.0309147183516463,0,0.180563650558153,0.0652206563424304,0.247378151623947,0,0,0,0,0
BCH,0.0864632269043186,0.108039101273234,0.344216206532207,0,0.286966234714827,0,0,0.133102199470796,0,0,0.178015396830226,0,0.103341660408833,0,-0.0989313749687665,0,0,0,0,0.0245170614693091
BNB,0,0,-0.243496915538763,0,0.122641931958112,0,0,0.21840786089028,0,0.508331862110149,0,0.51731737807967,0,0,0.0117826609818172,0,-0.220756240029184,0,0,0
XLM,0,0,0.272160310537972,0.184000985534554,0,0.0726731082273332,0.0773181724148565,0,0.0540477960709054,0,0.069348973129293,0,0.215717470113448,0.0118049018294705,3.46944695195361e-18,0,0,0,0,-0.0924489196700539
ADA,0,0,0,0.15403236596728,0,0.348684654065186,0,0,0,0.123253115232909,0.0902326414007251,0.123694542123131,0.208595999968518,0,0,0,0,0,0,-0.00328409368860833
TRX,0,0,0.0424865404287869,-0.00278786862609466,0.126339701448245,0.110122893112806,-0.0476316117747641,0.112133160471499,0,0,0.312263212979335,0,0,0,0.0704301100506675,0.375927639602111,0.285420028792077,0,0,0.108668875668465
BSV,0,0.158548626553482,0.584113339585698,0,-0.0781123517808349,0.212207681276692,0,0,0,0.0446915463028488,0,-0.0684401555764246,0,0.20413092349209,0.173598388887209,0,0.202889943637876,0,0,-0.0815750150493877
XMR,0,0,0,-1.73472347597681e-18,0,0.194007843020222,0.0746983526383733,0.0735431800416979,0,0.0890554097907962,0.282670682244248,0,0,0.0455182879946477,0.115337469711872,-0.237506701448606,0.0741235529470397,0,0,-0.055903144528116
MIOTA,0,0.333049489432386,0,0.0484993233871755,0.00881752769654404,0,0.0211385835033537,0.0744088021595192,0.170639048186221,0,0.05935867542124,0,0,0.00886446042002502,0,0,-0.0747546673831945,0,0,-0.0336703718866875
DASH,0,0.204364474585463,0,0,0.00656075697614527,0,0.0616621857797778,0.18529224562859,0.156929191113824,0,0,0,0,0,0.00644233007296863,0,0,0,0,0
MKR,0,0,-0.639492571984952,0,0.11674084818431,0.503574308933327,-0.0607791804418198,-0.246639395128001,-0.0936835993620861,-0.131559561376809,0.567072855119224,0.387139324871674,0,0,0,0.116294232897486,0,0,0,-0.0757194001380171
BV010082.Index,0,0,0.28317937014603,-0.133429219728964,0,0,0.0385470473954189,0.00604910239232129,-0.318246997356232,0.0504073824911714,0,0.273807016810446,-0.0746073320458349,0.08422278513134,0.130975038591545,0,0,0,0,0.0533152914807741
CVIX.Index,0,0.306580077245006,0.199194191651807,0,0.117733168414323,-0.433371718409761,0,0.136272944975941,-0.0636999710538095,0,-0.0345961771204856,0,-0.116044832056795,-0.219488399934677,-0.0380848753576076,0,0,0.258945516988576,0,-0.182870799058475
DXY.Curncy,0,0,0.0182656859626092,-0.00167998478800037,0,0,0,0.0309182443256108,0,-0.0296499505066399,0.0128453007079179,0.0299817888088682,-0.037052890802612,0.0045443652431664,0,0,0.00216952727022704,0,0,0.021735977383241
SPX.Index,-0.0602942632850536,0,0,-0.0197944919598313,0.0232595236252931,0,0.00653520402627271,0,-0.0262510662829688,-0.0109121485655592,0.032637407401959,0.0355209236624383,0,0,0.00475775585384976,0,-0.0112155318934659,0,0,-0.0712959701258234
VIX.Index,0,0,0.471280709707853,-0.343541139688375,0,0,0.312366743676891,0,0.0137194963105268,0,0,0,0,-0.104922904932859,-0.036773375913616,-0.566918884267535,0,0,-4.66114858775344,0
