,BTC,ETH,XRP,LTC,ETC,XEM,DASH,XMR,ZEC,XLM,DOGE,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.186291931111524,0,0,0.0964213365687821,0.10014706164365,0,0,0,0,0.0580545520796587,0,0,0,0,0
ETH,0.0994645662750946,0,-0.0797358989154873,-0.155453093136104,0.251430857507408,0.0969853886584917,0,0.126262572728612,0.0847249159355847,0,0.0247612475864925,-0.0182806343743976,0.0349594035083966,0,0,0,0,0.0557703896227065
XRP,0,-0.352440410692988,0,-0.039475722323222,-0.194699903768422,0.205146723963822,0.484286448464854,0.0584749987437761,0.127985849811289,0.396510372652751,-0.336635177011969,0,3.46944695195361e-18,0,0.198529204916686,0,0,-0.174374865487187
LTC,0.556716593170509,0,0,0,0.00690244109611874,0.14135826407788,0,0.175257487105821,-0.0317892645039795,0.0276445409362335,0.108228511622195,0.226210947093603,0,0,0,0,0,0
ETC,0,0.256862945554521,-0.128942874580543,0.151559906320034,0,0,0.130600298723651,0.133042622706652,0.0829292565365399,0.0239202256996095,0,0.0325093741184013,-0.0429033904764906,0,0,0,0,0
XEM,1.10190848144578,-0.127064289991213,0.210884328555681,0.179140178591385,0,0,0,-0.0210582025550104,-0.0399172823988884,0.115007692966766,-0.0289370133204744,0.0290585626962265,-0.0607064629418479,0,0,0,0,0
DASH,0.067520636597424,0.0940273324667076,0,0.0606963983608986,0,0.135629306986436,0,0.322683865637306,0.176391755617105,0.0699842616178094,0.0105629315517214,0.00216489216331949,0,0,0,0,0,0
XMR,0,0,-0.133723320013796,0.339293761614388,-0.307917568647847,0.258188249209,0.607187992283245,0,0.0919029213940186,0.0671222486053685,-0.0997715237097957,-0.0648713889082651,0.0936649622058757,0,0,0,0,0
ZEC,0,0.0816444336693077,0,0.01189969001031,3.46944695195361e-18,0,0.105568428093395,0,0,-0.00330399470736988,0.173216065874546,0.056265732197952,0,0,0,0,0,0
XLM,-0.455374081490026,0,0.223820010995959,-0.0356676463182365,0.0778849903057781,-0.0916061592106443,0.516047121598211,0.392253044339069,-0.321577625637618,0,0.558276204842271,0.160295361991171,0.0302066959998197,0,0,0,0,0.0371523974405511
DOGE,0,0.105668705508812,0,0.133619965961332,0.0877515397269364,0.278279388155864,0,0,0.348010231675267,0.158766330269808,0,0.0335473265697133,0.0510888553212047,0,0,0,0,0.0928075315062014
NEO,-1.07980126630201,0.930094691679406,0,1.04678664419634,0.129771443536615,0.244630523255885,0.53475428787248,-0.125201253179167,0.570200089249675,0.122159895030995,-0.466932805995502,0,0.282230881510564,0,-0.41593046573611,0,0,0
DGB,0.646865924680327,-0.573527726663433,0.662082414719075,-0.119466508163023,0,-0.189993391145516,0,0.576790117517856,-0.506762004861066,-0.41729003023637,0.728927949199883,0.209475567540742,0,0,0,0,0,-1.38777878078145e-17
BV010082.Index,0,-0.00759257257787122,-0.0444790219230915,-0.0561600646279915,0.0286302812972671,0,-0.0248284507424369,0.0219315064421218,0.0396644764245604,0.0476637567469942,-0.0268646197587638,0.0158933029520774,0.013238258848346,0,0.169426151226674,0,0,-0.0744375282262921
CVIX.Index,0,0.0918079459854328,0.139346271760583,0.0814148558358932,-0.0510785517405815,-0.590514617603427,3.46944695195361e-18,0.0724031384498668,-3.46944695195361e-18,0,0.0849711102024041,0.0583467173605251,0.00214071072879884,0,0,0,0,0
DXY.Curncy,0,0.0169226319723637,0,0,0.0061245065118615,-0.00904854171493459,0.0084304366337641,0,0,0.00595461837076465,-0.0117126310101034,0,-0.000335551118735281,0,-0.00908356030899202,0,0,0.00951396526119424
SPX.Index,0,0,0.0039829488404322,0,0.00722358283009511,0,0,-0.000696196670246292,0.00563887390559384,-2.16840434497101e-19,-0.00127418499975201,-0.00344178392037867,0.00221546544429938,0,0,0,0,-0.0422953476783301
VIX.Index,0,-0.130011753399472,0,-0.362132450739648,0.358916637612595,-0.184204493784528,0.146992075047867,-0.142170491854716,0.156606563453842,0.233451319993257,0,-0.0270221237747115,-0.103782775564504,-3.67588801126509,-0.607906718014112,0,0,0
