,BTC,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0283730233556444,0.127775557466801,0.125332279712962,0.100888271446678,-0.016267550653852,0.0948211843434087,-0.0251391639752875,0.0293244331991725,-0.215572531173029,0,0.487404192017943,0,-0.00350482505933472
XRP,0,0,-0.125462984918578,0.184531948299533,0,0.648139983026066,0,-0.0437864016631502,0.174041367102709,0,0.303936759225659,0,0,0
LTC,2.38808314613183,0.057218984316924,0,0.0864459422499787,0,-0.264797156496404,-0.199262353278477,0.208820804841235,-0.0210336781075082,0,0,0,0,0
DOGE,0.463267504076673,-0.235426792671885,0.068031326822279,0,0,0.628616282915282,0.554945888132771,-0.287008175861148,0.540226682643296,-1.87877194291515,-0.859588003688569,3.4360882377099,-0.11921034262065,0
DASH,0,0.0345304756894752,0.208469152965607,-0.196355550692091,0,0.17267067580778,0,0.0380319381518912,0,0,0,0,0,0
XLM,1.82104654936949,0.602224771883527,0.0498433062369588,0.119484206169893,-0.635042681825292,0,0,0.166502123430097,-0.154849293464304,-0.269210630514841,0,0.525168876491797,0,-0.198317113126863
XMR,0,0.441453720884849,0.209681975929849,-0.0252661764520694,0,-0.517859613128598,0,0.0996928502222297,0.146545147889157,-0.688997155549221,0,0,0,-0.272946133765026
XEM,-0.582722404390777,0.117735302196068,0.075512020637673,0.598244127636433,0.278204482325316,0.362563623009069,0.555512607024834,0,-0.727499106471114,0,0.73661591818879,-3.0976992228558,0,0.435088465171684
DGB,0,0.215759071595475,0.0498927728110733,0.0877553868670964,-0.165482489861537,0.165985576977668,0.53815447650686,0.14522093896433,0,1.03906133972928,0.0577089508380034,0,0,0.220806591789816
BV010082.Index,-0.63326779236628,0.0165763773737507,0.0598145620115793,0.0183740317094986,0.144616516460437,0,-0.00542590293228394,0,0.17136963091648,0,0,1.06229101475671,0,-0.00167987344768379
CVIX.Index,0,0,0.0614206989648624,0,-0.285835612713628,0.0993364133614446,-0.0786926291915815,-0.112841569762069,-0.103464881212421,1.07559847295708,0,0,0,0.089769494425284
DXY.Curncy,0,0.0431140987327672,0.00113011234857237,0.0344026588803132,-0.040561836212648,0.059823843411721,0,-0.0211520431584087,-0.0807741970380578,0.073049200129323,0.143715727306053,0,-0.312485453659562,-0.0209062597725486
SPX.Index,0,0.0129519813736191,-0.000729659125105075,0.0227410301920957,0.0092718148535825,-0.0147646447732022,-0.0104857976109592,-0.00401677727721502,0,-0.0779748660629485,0,0,0,-0.0777623979539901
VIX.Index,0,0,0,0.1415708731404,-0.438365968352142,0,-0.209648216843069,0.0140793915007967,0.552330038783228,0,0.353034996122415,0,-3.94030113187245,0
