,BTC,ETH,XRP,BCH,LTC,ADA,XLM,NEO,EOS,MIOTA,DASH,XEM,XMR,ETC,TRX,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.284401269459283,0,0,0.0569573253226875,0.00344052045245089,0,0,0,0.0528546898029886,0.145529840269629,0,0,0,0,0,0
ETH,0,0,0.00847167249536867,-3.46944695195361e-18,0.234517738548382,0.0211151811409623,0.09461281538918,0.14742423530871,0.117104081793438,3.46944695195361e-18,0.0121832902185799,0.0427566653780907,0,0.163558521156594,0,0,0,0,0,0
XRP,0,-0.211326810496538,0,0,0.403705001075994,-0.0863401010276591,0.295261224989539,-0.0458063218331442,0.12182736134985,0,0,0.201213819906339,0,0.16085472943761,0.079036657628922,0,0,0,0,0
BCH,0,0,-0.0699029519883711,0,0.0606401861386392,0,0.0282343892882247,0.197653281464407,0.130436891191086,0,0.328609235584058,0.00685026522278556,0.167545115885444,0.09570050109392,0,0,0,0,0,0
LTC,0.210157829311509,0,0.0141986786076903,0,0,0,-1.73472347597681e-18,0,0,0.197752999654549,0,0,0,0.121844396666329,0.0269907096374012,0,0,0,0,0
ADA,0.0926398000276914,0,0.0395842789740787,-0.0496974876231974,0,0,0.0735818660605223,0.041368945061719,0,0.402971395725832,0,0.140587835089232,0.0923492131047825,0,0,0,0,0,0,0
XLM,0,0,0.195872113534012,0.0506915964911899,0,0.511605001796187,0,0.207705374812591,0,0,0,0.145426568512294,0.0467765863939631,0,-0.179858203063653,0,0,0,0,0
NEO,0.0422142674995341,0.557233839694495,0.0033435818811336,0,0.177998052957397,0,0.138651826436313,0,-0.0756626129725989,-0.148790011139496,0.19392769124292,0,0.0616886813880098,0.261351556722703,-0.0236563042535935,0,0,0,0,-0.0905788893118463
EOS,0,0,0.0424678816160167,0.242373226229036,0.19644876984202,0,0.146065210986725,-0.0876784641274014,0,0.152576867877633,0,0,0,0.126610216336501,0.184145645185362,0,0,0,0,-0.025182074945563
MIOTA,0,0,0.177521356847545,0.071968204036691,0.287626242369682,-0.0745843532033896,0,0,0.328561663863958,0,0,0.0640588317409786,0,0.398852735579637,0,0,0,0,0,0
DASH,0,0.0197565267811483,0.0386164594745229,0,0.232793557643074,0,-3.46944695195361e-18,0,0.0921161235728381,0.186060019356281,0,-0.0584566916460159,0.204277849148523,0.0857740093644703,0.0427633480659372,0,0,0,0,0.0423087508863569
XEM,0,0,0.252570177832644,0.0485164700751507,0,0,0.0978201737350758,0,0,0.405984958809977,0,0,0,0,0.0194692669972272,0,0,0,0,0
XMR,0.113686823328595,0,8.67361737988404e-19,0.202571893898316,0,0,0.110707909333598,0,0,0,0.12677816976623,0,0,0.146214580758114,0.0486828589357859,0,0,0,0,0
ETC,0.120233396469377,0.0538753839425615,0.155311008954747,0.0738314335943374,0,0,0,0.133314521847134,0,0.353423699157661,0.0503437017832811,0,0,0,0.0749713687106035,0,0,0,0,0.117014189678345
TRX,1.0326997265118,0,0.109545469557127,0.310020509412686,-0.892782303744002,0.197495577088421,0,-0.441414167192156,0,0.462277618993406,0.137694257164545,-0.73773972907835,0,0.541768405184374,0,0,0,0,0,0
BV010082.Index,-0.00907386559000464,-0.00782840797138838,0,2.16840434497101e-19,0.0404899970743088,-0.0047067864808983,-0.0516962420667675,0,0,0.0289555762971168,0,-0.00634779328617468,0,0.0126342709045212,-0.00605979671836043,0,0,0,0,-0.0378284619274515
CVIX.Index,0.0130073438769581,0,0.0405333491986714,0,0,0.0544585712885025,-0.0294989688780688,0.00433804333616481,0,0,-0.0291875890129228,0.0359739242127062,-0.0689079551547893,0,-0.0210735003905343,-0.197867504897809,0,0,0,0.0106001742547548
DXY.Curncy,-0.00689248443731013,0.0101834576930197,0.00385191031991521,0.00602765096585157,0,0,-0.00810142002757698,0,-0.0165504893848702,0,-0.00204074814339597,0.0144619257968028,0,0,-0.00736256369762364,-0.0770638653598371,-0.0877322469252742,0,0,0
SPX.Index,0,0,0.00962006702724719,0.0118950663832519,0,-0.0181466292359589,0,0.0351809345244681,0.00979247346310326,0,0,0.0117420053209888,0,-0.0618589908532902,-0.00835358123363247,0,0,0,0,-0.074743116283557
VIX.Index,-0.694916545991496,0,-0.191564673953185,0.0443138892628923,0,-0.0358675613752653,0,0.375493338706193,0.306596610227662,-0.0432490318817098,-0.253426081565305,0,-0.15414078748494,0.106846257468248,0.0784764386883177,-3.09416128608984,0,0,-1.43611828204554,0
