,BTC,ETH,XRP,LTC,XEM,DASH,ETC,XMR,XLM,DOGE,ZEC,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.332955614817025,-0.0336304067482333,0,0,0,0.313440330757025,0.357541976213967,0.00322921470790107,0.0509814438695817,-0.257373413751679,-0.0895191930453279,0.168543455847573,0,0,0,0,-0.112328063893196
ETH,0,0,0.0166786973656086,0.0185867191768407,-0.26445355110931,-0.089900400706753,0.220373859763429,0.691474459709105,0,0,-0.484850017497351,-0.0316103896570991,0.112948979415222,0,0,0,0,0
XRP,-0.17126056011597,0,0,0,-0.286764415041896,0,0.46098937381469,-0.281863939860098,0.740321429239365,0,0.477968306921189,0.29222164205302,-0.851850536426007,0,0,0,0,0
LTC,0,-0.119645440867946,0.0121824232239331,0,-0.201034545168893,0,0.236752471257241,0,0.0247395139659776,0.315674793797154,0,0,0.0761360122971768,0,-0.263551021908038,0,0,-0.249007594293196
XEM,0,0,0.116311941750305,0,0,0.288618460252007,0,0.23866557247445,0.0568310809901443,-0.224917821606115,-0.26816640488335,0.472155214001642,0.36229235839517,0,0,0,0,-0.536408394155769
DASH,0,0,-0.0840667083746111,0.0397425282445302,0.118431447954447,0,0,-0.0569129158768636,0.0582563723402436,-0.116046675746232,0.240266825103744,0.0562755593339361,0.061918389931703,0,0,0,0,-0.214139366573562
ETC,0.15672746105467,0.373954532223258,-0.0415031944992541,0.203692130728158,0.00367338738185864,-0.157930922482205,0,0.0452341080057312,0,0,0.37015436361147,-0.126866237987019,-0.0823891238972599,0,0,0,0,0.336131585463285
XMR,0.175872215132319,0.317388166146141,-0.047968913204024,-0.150989819416539,0,0,-0.0628216513177347,0,0.141089853428971,-0.116115461222251,0.18706168365417,0.0081670616132097,-0.0140491088152098,0,-0.0328375051554659,0,0,-0.165961747725262
XLM,-0.103835871522919,-0.531521187614245,0.218060276181454,0.0838146704464852,-0.0467218247379383,0,0.584479057233456,1.08200743931287,0,0.528808593002865,0.0727137945218845,0.0893259674296237,0,0,0,0,0,0
DOGE,0,0.22374845400405,-2.16840434497101e-19,0.324910666717271,0,0,-0.0696881389217597,0,0.266879572325709,0,0.186849981115616,0.033549221764258,0.123231040704569,0,0,0,0,0.390441972067706
ZEC,-0.144435342374154,0.0164619746644201,0.0234093574108366,0,-0.0873876243276282,0.105431427284452,0.0567761512637976,0.364995997362509,-0.0497971834136705,0.225655873190573,0,0,0.0099962560165566,0,0,0,0,-0.246220525078073
NEO,-0.720501238922025,1.73472347597681e-18,-0.0606859047899018,0,0,-0.0462589717718064,-0.173123433071124,0,0.0201609154234117,0.0225235858189682,0.338448812972379,0,0.119313673062035,0,0,0,0,0
DGB,0,0,0,-0.325234273303881,0,0,0.233356620816403,0,0.024915817657603,0.0942324470562937,0,0.197283409576707,0,0,0,0,0,0.216484399221104
BV010082.Index,0,0,-0.00730866501683961,0,0.033381163243872,0,-0.0674178762322601,-0.0651038061965015,0.023545867812385,0.0166283482857245,-0.057056138910374,0,0.0298426302902787,0,0.300176372966713,0,0,0
CVIX.Index,0,-0.175155367788829,0.0202053186731607,0.0801929499982176,-0.441128451205069,0,-0.212516522625105,0.471262024941779,-3.46944695195361e-18,0,0.0893188047274393,0,0.0782682688698772,0,0,0,0,0
DXY.Curncy,0.0432473799749537,0.0106483762688917,0.00255400258578995,0,-0.0068870692467227,0,0,0,0.000523868540345695,0,0.00152836379255252,0,-0.00179036495631669,0.0817685479054557,0,0,0,0.0271852149173597
SPX.Index,0.00671249938074905,0.0112336419829379,0,0,-0.00129201952099016,0,0,0,0.00441908465448321,0,-0.00516000372846005,-0.00241916622204186,0.000752019480659184,0,0,0,0,-0.046455420816466
VIX.Index,0,-0.402659851479488,0.0515297628408212,0,-0.3508225496163,0.0639816776532104,0.137001687169846,0,0.0923572686907058,-0.149508097726532,0,0.0249693633080464,0.243588594436663,-1.03608396471377,-0.864929414124005,0,0,0
