,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,DASH,MIOTA,BNB,NEO,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0268209069618141,-0.0174505323752176,-0.0304891078368277,0.21618723423411,-0.0242655176815461,0,0,0.0540525522118717,0.0463833022506813,0,0,0.0513265262523774,0.0699209307693003,0,-0.117565556310319,0,0,0,0
ETH,0,0,0,0.0789870497773046,0.144925550047327,0,0.226299793720285,0.236727888062027,0,0.0728674165645255,0,0,0,0.29019267214521,0,0,0,0,0,0
XRP,0,0,0,0,0.727458877514299,0.0409691127217199,0,0.374602117980104,0,0,0.263927387602902,0.227526734355881,-0.434129525649456,0,0,0,0,0,0,0
BCH,0,0.231354120998095,0.0620106321170395,0,0,0,0,0.212951464356473,0,0.232363500309555,0,0.179623563304156,0,0,0,0,0,0,0,0.069601806812854
EOS,0.126586042163775,0.443315644428526,-0.0448391465443992,0.0665011337486685,0,0.0636788550586955,0,3.46944695195361e-18,0,0.097083154375294,0,0,0,0.276994765064625,0,0,0,0,0,0
XLM,0,0.218689092606604,0.125159748885816,0,0.0583166186659984,0,-0.0459345616968455,0.147835294834167,0,0.08074754044088,0.0971946150136373,0.165200937339871,-0.115823113300768,0,0,0,-0.00431957733850572,0,0,0.00301744791145234
LTC,0,0.256731007263792,0,0.166673513638819,0,0.132926207269333,0,0,0,0.119360272483888,0.0239060582941883,0.0156229346394841,0,0.00448964726064985,0.0925418629492652,0,0,0,0,0
ADA,0,0.156676169154665,0.121269283956679,0.0839078389897506,0,0.0624177456187384,0,0,0,0.239880821095753,-0.00943593333643038,-0.121822622062119,0,0,0.40841958048305,0,0,0,0,0.0243416038925934
XMR,0,0.188110579286309,-0.047038528294354,0.107538884396515,0.102934235450297,0.0834466127365673,0.186470924713489,-0.168443269589464,0,0,-0.0583668676706286,0.307055272820581,0.14492073463015,0.00249990258357307,0,0,0,0,0,0.000771236867222258
TRX,0,0,8.67361737988404e-19,0,0,0,0,0.525006044271143,0,0,0,0,0.623780285844235,0,0,0,0,0,0,-0.0437458926352182
DASH,0,0.347840043405883,0,0.0133079056458729,0,-0.0400221551575852,0,0.312188736961888,0,0,0,0,0,0,0,0,0,0,0,0.0026105593063224
MIOTA,0,0,0.0449118764248446,0,0,0.0402755374413596,0.505227534739317,-0.0698497077530749,0,0.0554236470751946,0,0,0,0.48239934915711,0,0,0,0,0,-0.0699006814131663
BNB,0,0.242426464077458,0.0324078622688375,0.0331699959362675,0,0,0.218527113493175,0,0,0,0,0,0,0,0,0,0,0,0,-0.0425156589412254
NEO,0,0,-0.118516102711404,0,0,0,0.145686689051993,0.487692937647137,0.0914215311653187,0,0,0.272626939509467,0.0263995089283493,0,0.0950151829182695,0,0,0,0,0
ETC,0,0.201876575192535,-0.0931700839560916,0,0,0,0,0.419357212135446,0,-0.0351658856977415,0.253041839554007,0,0.173925148696479,0,0,0,0,0,0,-0.0322592043677102
BV010082.Index,0,0,0.056144901528834,-0.049332544351942,0.0529323100600199,0,0.0526817115478436,-0.0113839587081497,0,0,0,-0.09716010064587,0.120479979842135,-0.17766955092846,0,0,-0.0303483720677585,0,0.90534738175048,0.0189396641050708
CVIX.Index,0,-0.0129538631299147,0.117732621645246,-0.0241957823686001,0.00337799343371634,-0.360939675967144,-0.419088901185583,0.116612084774478,-0.0163148704947096,-0.111596119322827,0.129095855153864,0.356685146306101,0.225244377959302,0,0.10534448985571,-0.516671311188067,0,0,0.875829454712708,0.105973837895909
DXY.Curncy,0,0,-0.00420435461116083,-0.0293541138520934,0.048136194888505,-0.0440376283628329,0,0,0,-0.0162747026743159,0.0181493288997641,0.0048195681206123,0.00669046011743276,0,0.00964912157768731,0.0901963675091184,0.079707615639916,0,0,0.00434963665077122
SPX.Index,0,-0.108640154044805,-0.0305400579869965,-0.045236131659834,0,0,-0.0172982729555374,0.0546796647650054,0,0,0.0152984427934668,0.151158667111075,0,0,0,0.148098984663605,0,0,0,-0.108987286238012
VIX.Index,0,0,-0.159598786015252,0.46685891437848,0,0.0620067549536025,0,0.121457079909549,0,-0.0674225601824847,0,1.38128225150595,0.428776033220115,-2.01272427859589,0,0.780536531264812,0.626646793990805,0,-4.89637142947249,0
