,BTC,ETH,XRP,LTC,ETC,DASH,XEM,MIOTA,XMR,ZEC,NEO,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0323285333053437,0.089035731806388,0.34585535572573,0,0.0943426279562703,0,0,0.00747108051020598,0.00418610607266632,-0.0139114420690553,0,-0.0968659185903563,0.152772647901854,0,0,0,0,0.0477899375705285
ETH,0,0,0.0342195580199798,0,0.297694480033257,0,0,0.129986462800657,0.0283054659445038,0.154539086787204,-0.0575548119102642,0.282968763784352,0,-0.0249631727033941,0,-0.405766834049648,0,0,0.0314684907669505
XRP,0.155502883948486,-0.0765143325445986,0,0.121140576532864,-0.166081617412202,0.408530313164549,0.178338099108942,0,0,0.0210041464375461,-0.110748604758817,0,0.305928504896736,0,0,-0.525371418665662,0,0,0.536044869577764
LTC,0.194316961967408,-0.0145596959502167,-0.194470845149002,0,0,0,0.270826204075494,0,0.132098761224038,-0.0292494258211478,0.231647579333934,0,-0.0880934605829238,0.0874840052912851,0,0,0,0,0.0344319343677668
ETC,0,0.259092933817795,-0.109900010616515,0.276903312384446,0,0.305089269145173,-0.057024127259641,0,0,0,0,0.11509264722916,-0.10709072644813,-0.0322305746048207,0,0,0,0,0
DASH,0.0715734094091913,0.208980301572494,0.223280305863948,0,0.206600231697077,0,-0.174785004733682,0,0.292182936004598,-0.0323808992147896,0.100645525708903,0,0,-0.0165189891163861,0,0,0,0,0
XEM,0.695713200337195,0.0101594074054143,0.184538037985763,0.228937686050752,0.0343855196415286,0,0,0,-0.119652361577755,-0.0138065032303139,0,0.0341725155108989,0.280907242551951,0.0384445051413307,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0,0,0,0.345487879783454,0.132294898000159,0,0.260080269485239,0.147884065648555,0,0,0,0,0
XMR,0,0,0,0.29765160127509,-0.0922123266893711,0.463169732424782,0,0,0,0.15142928977664,-0.180841894442181,0,0.255464584383933,0.0577417784622246,0,0,0,0,0
ZEC,0,0.258216242084185,0,-0.0298674255888163,-0.0393749396681836,0.140578211467042,0,0,0.0100841439664795,0,0.0952946233365788,0.158916765134555,0.227188755628561,0,0,0,0,0,0
NEO,-0.0695052951278174,1.0341685068633,0,1.29599257127222,0,1.26116523085829,0.367787620794439,-0.573206167381763,-1.50788331447842,0.298226194899284,0,-0.412158756967261,-0.0491396455845866,0.36946496624696,0,-2.98941090399208,0,0,0
DOGE,0,0,0,0.165468251363572,0.194818462924627,0,0.363623088401011,0,0,0,0.0240321770535208,0,0,0.161524961639497,0,0,0,0,0
XLM,-0.102846063389193,0.0442681051351478,0.809190984902419,0.260146659894,0,0,0,0.145445098435334,0.159698777751282,-0.0772362932454755,0,0,0,0.0914653208668264,0,0,0,0,-0.166465419145775
DGB,0,0,0.188565787057015,-0.110484159560116,-0.0674959022649041,-0.254878065716104,0,0.146466970136976,0.175420710447996,-0.726995158259316,0.17629532665559,0.69351979954145,0.757659151768019,0,0,1.15283083035206,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0.00599449292379187,-0.00713984354869057,0,0,0.0198960489071062,0,0,0,0,0.0387664503996462
CVIX.Index,-0.116714285127432,0,0.0368709220934407,0.00735499096457591,0,-0.0378063308652672,0.115487717641678,0,0.0785904237769801,-0.0358607804301964,-0.0180227902387392,0.0576091383822145,-0.118842887910152,-0.00466882858716903,-0.587642659383036,0,0,0,-0.0327861968381599
DXY.Curncy,0,0.0108045936081901,0.01086396782177,0,0.0108022483979142,0.0336106943405234,0,-0.00512704156076029,-0.0218011235747516,0.000401411550340118,-0.00849993205285515,-0.0204401991004013,-0.00722293749288865,-0.00272427697771381,0,-0.00795258956401314,0,0,-0.0324073990323595
SPX.Index,0,0.00597385622493679,0.00452382808417802,0.00186828603751173,0,0.00967019861627771,0,-0.00388539387577276,0,0.00303590012458633,-0.00275438956456571,-0.0116388694715502,0,-0.000650503624679868,0.0252350353077962,0,0,0,-0.05822100804386
VIX.Index,0.0697707183166279,0.0421290016390185,0.218902234771242,-0.202399787844486,0.288521503448052,0.20655627257075,0.0922332989664742,0.0462346618354729,0.0468584585157041,-0.103662683837446,-0.129488594457621,-0.0438415153124613,-0.263446126866537,-0.130782775134922,0,0,0,-3.58580721711043,0
