,BTC,ETH,XRP,BCH,LTC,ADA,NEO,XLM,EOS,XEM,XMR,DASH,MIOTA,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.191840208876582,0.124083280292411,0,0.116270121155969,0,0.0247962463949467,0.0993668645257854,0.0752062822152598,0,0.0846857417276194,0.00209248960919298,0.00418861808266923,0,0,0,0,0
ETH,0.160093047441219,0,0.11531541664659,0.121812601285511,0.132558587920861,0,0.0636232079876173,0.390270424747388,-1.38777878078145e-17,0.059276416760104,0,0,0,-0.119959643011018,0.11766541768418,-0.54600058246096,0,0,0,0
XRP,0,0,0,0,0.0239361158449974,0,0,0.125564540750711,-0.115145483769213,0.146683451395664,0.0982144249194443,0.287718710712275,0.0738620654622452,0.258761320892694,0.15306084080495,0,-0.232824812219111,0,0,-0.0276631593327638
BCH,0,0,-0.00998152907964746,0,0.201963260572616,-3.46944695195361e-18,0.300933889299658,0,0,0.0280445593257787,0,0.399050415285242,-0.0654189322684573,0.0952283295061632,0.0933228761796656,0,-0.176769321597215,0,0,-0.106748075545633
LTC,0.0774291358274792,0.042113218270583,0.0660944836232829,0.13406061506011,0,0,0,0,0.14368339915684,4.33680868994202e-19,0,0,0.0650658386072954,0.0145860422277419,0.14120334927117,0,0,0,0,-0.0178456712834409
ADA,0,0,0.171071574186724,0.0652337023813934,0,0,0,0,0.0106476955863061,0.0089697956895759,0,0,0.416084978869198,0.0182345786786933,0.125419230358785,0,0,0,0,0
NEO,0,0.579434274589491,0,0.137351040647288,0,0.123709126035914,0,0,0,0,0.0179536157065001,0,0,-0.0837536950203271,0.275342642181905,0,0,0,0,0
XLM,0,0.0468289012690236,0.106636954998187,-2.16840434497101e-19,0,0,0.0311257524442109,0,0.0680400768019235,0.00418427740103217,0,0.155932631347799,0.146207472639278,0.216952669848273,0.109063899650379,0,0,0,0,-0.00749300164190793
EOS,0.10470002353559,0,0,0.200681144844414,0,0,-0.284585221456499,0.159413068672319,0,0.199418442007379,0.0738498438799807,0,0.247437869913439,0.0923101300331272,0,0,0,0,0,-0.0325840069653203
XEM,0.422664300220993,-0.177703845676865,0.091118342245146,0,0,0.349378480268992,0.115298551726728,0,1.73472347597681e-18,0,0,0.00247072153092794,0.0127023080197907,0.156107348114951,0,0,0,0,0,0
XMR,0.223763853795605,0,0,0,0.167369337717768,0.330442412225988,0.244654927881268,0,0,-0.0822622920844019,0,0,0.170165454267435,-6.93889390390723e-18,0,0,0,0,0,0.0377226870176739
DASH,0.160291667265253,0.368948571445433,0,0.0951926764731632,0,0.117832343485186,0,0,0,6.83417836258478e-05,0,0,0,0.113100992216652,-4.33680868994202e-19,0,0,0,0,0.0335007318307974
MIOTA,0,0,0.0495548795483894,0.262905942863885,0.158008868877736,0,0,0,0.00269789361710168,0.12855763133129,0.150985574525766,0.178200661370478,0,0,4.33680868994202e-19,0,0,0,0,0.0230750700490821
TRX,0,0,0.0313034777493952,0.376007968171804,0,0.0219154819829608,-0.256297870405694,0.0877053706392155,0,0.268336520185926,0.118382446712323,0.246845680553557,0.0379006422408506,0,-0.0105334491506981,0,0,0,0,0.123857842124906
ETC,0,0,0.234139404098294,0.0202337657857014,0,0,0.270321615289934,0.196624023435778,0.192672841228614,0,0,0,0,0.0902567801878319,0,0,0,0,0,0
BV010082.Index,0,-0.128618698117142,0.0245581969012018,0.0825099273617472,0.0500060709238696,0,-0.00530326068465002,0.00667672359748191,0,0.0375170373017948,0.00908105749856349,0.0702804467992064,0,-0.119723585351161,0.00628691760070121,0,0,0,0,-0.0365146047859123
CVIX.Index,0,-0.107866284127636,0.0132908130586458,-0.0957228700417386,0.110731718193413,0.167298275969652,0.030518319156706,0.0842786493606238,0.0191490325995601,-0.241969721489778,0,0.106920316628263,0,-0.0765302587333979,0,0,0,0,0,0.0639265899358693
DXY.Curncy,0.0208900367766723,0.0230640575594323,0.030818114922783,0,0,0.00293338196417627,-0.0085261059308534,-0.0311007584120383,-0.0237225239063721,-0.0015934570569256,-0.0272396749126462,0,0.00448131142086252,-0.00582848806854223,0,-0.0563745840166465,-0.0253227008072401,0,0,0
SPX.Index,0,0,-0.00363616560554568,0.0180217456534408,0,0,-0.0144724414001115,0,0,0.0401439271866632,0.0260507590016632,0,0,-0.0842409602701694,0,0,0,0,0,-0.0567316082334168
VIX.Index,-1.44356304602953,0,-1.73472347597681e-18,0.122636981653779,-0.0584627794531736,0,0.671208976477745,0.0190399229693798,0.352052882672181,0.176797325111646,0,0,-0.361783124105843,0.25951251899355,0,-1.0403212455185,0.242452510704315,0,-3.28479810022068,0
