,BTC,ETH,XRP,BCH,LTC,ADA,XLM,NEO,EOS,MIOTA,DASH,XEM,XMR,ETC,TRX,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.284401269459283,0,0,0.0569573253226876,0.00344052045245092,0,0,0,0.0528546898029886,0.145529840269629,0,0,0,0,0,0
ETH,0,0,0,0.110166797995529,0.266622617796409,0.0147796733813975,0.0295817894167282,0.116426169369445,0.000402384284301614,0,0,0.16215866194673,0,0.219593304467999,0.00523196198908227,0,0,0,0,0
XRP,-0.230491710753239,-0.345153693489636,0,0,0,0,0.256655290665409,0,0.342660322211644,0,0.0247717881416742,0.232326287862556,0.29610879754099,0.236466104013843,0.0310899435789954,0,0,0,0,0.0607447393481095
BCH,0,0,-0.0699029519883711,0,0.0606401861386392,0,0.0282343892882247,0.197653281464407,0.130436891191086,0,0.328609235584058,0.00685026522278556,0.167545115885444,0.09570050109392,0,0,0,0,0,0
LTC,0.313597550490382,0,0,0,0,0,0,0,0.0390162298417702,0.171181710848152,0,0,0,0.114825107805952,0,0,0,0,0,0
ADA,0,0,0.123833191261087,0,0,0,0,0.137589784312638,0,0,0,0.320320747658576,0,0,0.0146862074526025,0,0,0,0,0
XLM,0,0,0.195872113534012,0.0506915964911899,0,0.511605001796187,0,0.207705374812591,0,0,0,0.145426568512294,0.0467765863939631,0,-0.179858203063653,0,0,0,0,0
NEO,0.158465886408961,0.689107069202197,0.0192115228828602,0,0.0263151119395493,0.0178806600940219,0.182593125395203,0,-0.103777115803776,-0.0628733805780696,0.0316346646569202,0,0.183889531803385,0.0803367286610938,0,0,0,0,0,0
EOS,0,0,0.0172937366674677,0.186054384597988,0.218289767532309,0,0,-0.17897396874988,0,0.169459319031835,0,0,0,0.30173208486506,0.194366811343186,0,0,0,0,-0.0464948875608858
MIOTA,0,0,0.177521356847544,0.0719682040366908,0.287626242369682,-0.0745843532033896,0,0,0.328561663863958,0,0,0.064058831740979,0,0.398852735579636,0,0,0,0,0,0
DASH,0,0.0183939850165138,0.0254765924020435,0,0.197786702298874,0,-0.0293589100857089,0,0.105257743487635,0.144555594419848,0,-0.00182718508185252,0.15175679551448,0.19923252904843,0,0,0,0,0,0
XEM,0,0,0.252570177832644,0.0485164700751508,0,0,0.0978201737350757,0,0,0.405984958809977,0,0,0,0,0.0194692669972272,0,0,0,0,0
XMR,0,0,0,0.220000786018313,0.166059228355639,0,0.0619550938047029,0.162735465142398,0,0,0.0688349025330528,0,0,0.141679553476171,0.0732475675387592,0,0,0,0,0
ETC,0.128906902277858,0.147377343357379,0.168075920522248,0.0657484974598363,-0.0486511704146189,0,0,0.132133466374404,0,0.360098065590879,0,-0.0513090340035735,0.0663970013767002,0,0.0693115182186383,0,0,0,0,0.117465745399522
TRX,0.934617238636628,0,0.135122864979005,0.181815676762131,-1.02698231669618,0.198171262603418,0,-0.505981081266052,0,0.583541625003594,0.157727241448754,-0.746408614725565,0.118217427343743,0.627169340049619,0,0,0,0,0,0
BV010082.Index,0,0,-0.00860764076906933,0.00651611081323861,0.0260334956813507,-0.0161168652597168,-0.0340094530038085,0,0,0.0261587123071403,0,-0.00459427664738479,0,0,0,0,0,0,0,-0.0373944797240459
CVIX.Index,0.00778342351979536,0,0,0,0,0.0680916524990748,-0.0418673354544246,0,0,0.00121277957117273,-0.0385025332893164,0.0555618844289911,-0.034496666048216,-0.0191699031470221,-0.0150500402690679,0,0,0,0,0.0362257980926078
DXY.Curncy,-0.0061452809852967,0.0104321230810167,0.00289387097949832,0.00139231322350697,0,0,-0.0114647346039683,0,-0.0156587575771622,0,-0.00195147559105016,0.0171535819834902,0.00592523978017644,0,-0.00388692726510768,-0.164930895408351,-0.0913924857220205,0,0,-0.00434035637084598
SPX.Index,-0.0130615517656522,0,0.0140197416113157,0.0296724742841308,0,-0.0354764020820313,0,0.0527728975688284,0.0143326684409175,-0.0054869610742935,0.00167733453199859,0.0189878198669722,0,-0.0871750831617705,-0.00890352986913014,0,0,0,0,-0.0857050304158404
VIX.Index,-0.758526983420038,0,-0.181938772828343,0,0,-0.0562192852320977,0,0.376572584280117,0.300024274158522,1.38777878078145e-17,-0.256178166050125,0,-0.097574718019562,0.117623347100047,0.0811133157010771,-3.18023488789239,0,0,-1.18304577186218,0
