,BTC,LTC,XRP,ETH,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.456424216967346,0.207612371341551,0.0857785673540234,-0.126010606363424,-0.0389274747406989,0.0446889957762274,0.21597884968329,0.0745727299449061,-0.15684660053003,-0.34020936232371,0,0,-0.0736848115257231
LTC,0.462639924238432,0,0.00406249163168914,-0.0624359866156444,0.759050141596719,-0.165827364256824,0.246274436202077,-0.207516826129144,0,0.0352950148599364,0,0,0,0,-3.46944695195361e-18
XRP,0.324354689118513,-0.273716562532399,0,-0.0943940954246549,0.920908877765732,0,0.306813700557175,-0.166553655995723,-0.058295141435413,0,0.025234432880276,-0.0978132057358276,0,0,-0.188050935047354
ETH,1.29669992734229,-0.9494206408253,0.603335372253608,0,0,0.65327492435329,-0.283627700528125,-0.454938759292663,-0.260851638599026,-0.050758586359978,0,0.3540127200699,0,0,-0.40969469298763
DOGE,0,0.360316326191276,0,0.0627910081480444,0,0.146371535453654,0,0.0938435531684345,0.166627929515694,0,0,0,0,0,-0.00614023507031828
DASH,0,0.414720002041671,0,0.00232250393728091,0.194768282719465,0,-0.340781584226795,0.106294922942545,0.0623042558629104,0.0161668478067024,0,0.0263983447988542,0,0,-0.0393717523908241
XLM,0.442334086217806,0.0958086454452623,-0.143051771513695,0.158988789903336,-0.408693202602871,0,0,0.0470459640659236,0.10537001931835,-0.00709892414607828,0,0,0,0,-0.166609381750517
XMR,0.179166849435679,0,0.0159945044732545,-0.194056151899462,0,0.688276729864341,0.205727986767072,0,-0.0946323206403971,-0.0733405399199189,0,-0.369153346519271,0,0,-0.474368089340667
XEM,0,1.14290755568977,-0.366418876798264,-0.344681553127798,0,0.778041324039576,0.16641379080052,0.338421582341072,0,0.0629080534497054,2.31105349089458,0,0,-7.52712404597272,0
DGB,-2.0381740671144,-0.615312417407679,1.73470812778243,0.396403136083387,0,0.353495368047094,1.27950800094963,0.727739404341135,0.947140291860711,0,-2.32569238521905,1.40813428529644,0,0,-0.451092080213219
BV010082.Index,-0.158183341225917,0,0.18633868607265,0.0149134804066071,0.0428500640893365,0.0846804875823484,0.0655951704079687,0.0890103610053023,0.043391571611309,-0.0601653837819135,0,0,0,0,-0.0590114010967671
CVIX.Index,0.172727122626291,0,0,-0.00375368289316189,-0.171581878735943,0.00654851603418828,-0.275238320220903,-0.276547434485744,0.0885123375124204,0.00926757695739408,0,0,1.23661702782625,0.0072534256936551,0
DXY.Curncy,0,0.0222204431112027,-0.0506446190129726,0.00300859312542104,0,-0.0137812316960462,-0.0111315080678538,0.0368471755221862,0.0102863150735512,-0.0110669104947605,0.103321998330067,0,0,0,-0.0235998990628562
SPX.Index,0,0,0.0116369342271855,-0.0199556698947869,0,0.0326940251822045,0.0463902455859932,0.0270815179071166,-0.0250260661019394,0.00583648052247126,0,0.04046006707395,0,0,-0.081681974932796
VIX.Index,-0.10428645823431,0,-0.151020928832357,0.09725540703344,-0.0828527378824983,0,-0.00454317656338551,-0.140167888405619,0.1001389594274,0.133114039166172,0,-0.45514476797293,0,-4.00706491564621,0
