,BTC,ETH,XRP,ETC,XEM,LTC,DASH,XMR,ZEC,XLM,DOGE,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.00579610610024121,-0.0698616672459397,0,0.0788382850271698,0.118460073795989,0.142397742741299,0,-0.00706455616022375,0.0237120721333165,0.0449562483561784,0,0,-0.16735148615768,0,0,-0.0168755607824908
ETH,-0.122291504984023,0,-0.0736579100815405,0.280887399815044,-0.127334277573143,-0.102631607990146,-0.0748076861064089,0.160713639656284,0,0.0748397921074213,0.168025783402413,-0.000677312637154866,0,0.352867730277758,0,0,0,0
XRP,0,0,0,0,-0.502341681594081,0,0,0.447509739524949,0,0.595544177164171,0.249908913423761,-0.792903901945558,-0.0968544527758481,0,0,0,0,0
ETC,0,0.228609776226109,-0.0511607799488065,0,0,0.167162127988078,0.16851020005839,0,0.0730654974633169,0,0,-0.0295302560839356,0.0475148449297099,0,0,0,0,0.0384997335076883
XEM,0.863158555738603,-0.166146622804166,-0.0622341942129962,0,0,0.0336056292182755,0.154452099871467,0,0.108079194160226,0.277252932260579,-0.220747739383697,-0.0675465005163074,0.12833292057098,-0.902555577184755,1.54932088962333,-12.8105860017938,-5.44466359606495,0
LTC,0.434262775806225,0,0.0457877070108954,0,0.124226298955304,0,0.137968242374558,0.163464936382767,-0.0685370725841114,0,0.124448855995324,0,0.247254023039716,0,0,0,0,0
DASH,0,0.210548003209617,-0.0702995835936035,0.084325262742113,0.0859125051799514,0,0,0.271728563240131,0.433080178142711,0.0877238855815223,-0.0663962487693075,-8.67361737988404e-19,0,0,0,0,0,0
XMR,0.0299936516223859,0.444899383384003,0,-0.151851155146461,0.157407768995115,-0.0213970077226069,0.0727486633576253,0,0.160503033300536,0.159017940788786,-0.071167954588999,-0.0658741618790784,-0.113432974465399,0,0,0,0,0
ZEC,0.337170810132081,0.141672846591532,0.00165204867779004,0.0163423807821238,0,-0.135390200362957,0.372852122943821,0,0,-0.0398664180872657,0.251511916438257,0,0,0,0,0,0,0
XLM,-0.678189464005357,0,0.24189083368159,0,0,0,0.605213170823607,0.371650242026448,-0.396105455088685,0,0.436005885348071,0.123935566585218,0.231516468627942,0,0,0,0,0
DOGE,0,0.197769678421116,0,0.0333423054115676,0.094236868104717,0.298531377227224,0,0,0.323279195484689,0.238613996316173,0,0.0385719523196989,-0.00682483889161885,0,0,0,0,0.329434277409435
DGB,0,0,0,0,-0.224114918087905,-0.0748112809304664,0,0.300761679817325,-0.17326469672485,0.0214756839564856,0.349307031392254,0,0.0911477372200273,0,0,0,0,0
NEO,0.308902105520443,0,0.185673080925765,0.573524032119222,0.216020014454662,0.187756764217755,0.638983924526676,0,0.115917739783877,-0.145057086777819,0,0.0444661743991514,0,2.04689278794449,0.14720007026692,0,0,-0.113820601302636
BV010082.Index,0,0,0,0,0,-0.0261377683011897,0,0,0,0,0,0.012943669048317,0.0127120805192928,0,0,0,0,-0.0449622338386763
CVIX.Index,0,-0.060012129887499,0,-0.318731879393426,-0.449428078224959,0,0.0856292971140601,0.089533999200911,0,0.0211439073387998,0.00984196965846708,0.0251737146832581,0.28772949092822,0,0,0,0,0
DXY.Curncy,0.00887570453566404,0.0159552735358713,0.00193364529760726,0.0164456398200897,-0.0160956978938649,0.000929790961173944,-0.00941500307086266,0.00260871196074376,0,0.00930041798445563,-0.0128454266535038,-0.00363737895137842,-0.00397884419538563,0.0893258078232926,0,0,0,0.0227963558157355
SPX.Index,0,0.00917743194223234,0.000105773839704602,0,-0.00586213973949784,0,0,0.00505323754430357,-0.00982511271493504,0.00463735462548707,0,0.00349448467524931,0,0,0,0,0,-0.0338865582412986
VIX.Index,0,-0.0397123120993197,-0.000815687298903072,0.275608118743216,-0.229810861670461,-0.199968362523531,0.0169600426090856,0,0,0.209221898538678,0,-0.133691988923708,0,-2.99314177994221,-0.657659335715057,0,0,0
