,BTC,XRP,ETH,BCH,EOS,XLM,LTC,TRX,BSV,ADA,MIOTA,BNB,XMR,DASH,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.134050928442529,-0.0464078491835925,0,0,0.104576890433143,0.0034806652935421,0.0359716088748453,0,0,0.0721371650093453,0.123066387448155,0.193866362008505,0.0873366337533681,0.144670094221438,0,0,0,0,0
XRP,0,0,0.129012368032739,0.0363724551194716,0.0907183355230678,0,0.0781221480685425,0,-0.0157689723881834,0,0,0.107214596982824,0,0.0356465059605396,0.316746991495183,0,0,0,0,0
ETH,0,0.101349863665487,0,0.0577817687831531,0.14324668935192,0,0,0.1778624266662,0,0,0.12212051750956,0.0296609872118574,0.0668742239740235,0.221431805923478,0,0,0,0,0,0.0210759130926602
BCH,0,0,0,0,0.26725715470705,0,0,-0.195595636911164,0.227079564769422,1.19171386406084,0.170936089952301,0.607731619215659,-0.33514096816659,-0.546993206854668,0,0,0,0,0,-0.0335054579583656
EOS,0,0.395374452156897,0.0890906277811182,0.0902952508604908,0,0,0.516354901074977,-0.412994602876716,-0.0331962615695227,0.447619553599843,0,0.156310434951714,-0.242903230422913,0.258921164702325,-0.456275395847618,0,-0.394448692221606,0,0,0.056027452761274
XLM,0.23816228147121,0,0,0,0.169204938257982,0,0,0.0521569449568336,-0.0269199176894725,0.235223943266687,0.0832590405035382,0.0851864268588327,0.163682958244555,0,0.114898098776602,0,0,0,0,0
LTC,0,0,0.269934749473648,0.0504286221537306,0.306565006646146,0.0996940057884404,0,8.67361737988404e-19,0.0382878770347405,0,-3.46944695195361e-18,0.112654270147629,0,-0.0293569599976627,-0.107599866468186,0,0,0,0,-0.0874318188059292
TRX,0,0,0.00210280349835979,0,0,0,0,0,5.42101086242752e-20,0.495502455552113,0,0.279674834743917,0,0,0.0737556232107533,0,0,0,0,0
BSV,0.708087524098813,-1.8702748656064,0,0.991757428657143,0.303863768349553,-2.97940698020344,0,0,0,0.717580242251954,0.426961090929053,1.15329164934344,-0.337867751293999,0.479624466294591,0,0,0,0,0,-0.0116015663028342
ADA,0,0,-3.46944695195361e-18,0.11600753195206,0.2644172372019,0,0,0.248873319879069,-0.0132371035151781,0,0.140802048141282,0,0.164352045059792,0,0,0,0,0,0,-0.00103202732103629
MIOTA,0,0,0,0.0249392881840957,0.240910656991606,0.186531277630766,0.0863371961176934,-0.0346631949782911,0.0125720325345873,0,0,0.237595021411062,0,0,0.378276009780473,0,0.78262782540533,0,0,0
BNB,0,0,0.203636416621559,0,0.362619783102565,0,0,0.298857720336984,-0.0537472245491484,0.0859323428383931,-0.0473444589631125,0,0.0460314062803405,0.0678535495923163,0,0,-0.533769921731063,0,0,0.0403226387838761
XMR,0.278719684920652,0,0.0611509939018231,0,0.0727366134763817,0,0.209854726241617,0.242004806552562,0.016390677220621,0,-6.93889390390723e-18,1.38777878078145e-17,0,0.181980703421821,0,0,0,0,0,0
DASH,0,0,0.0528010916781536,-0.113222415593468,0.0476788740505993,0.250236351468006,0.197135682430614,-0.205524865304145,-0.00617745504640208,0,0.189033822024506,0.190474209571585,0.487828265807283,0,0,0,0,0,0,0
XEM,0,0.0717764988874642,0.0840121950435438,0.103376718222894,-0.158263724710602,0.163576881672764,0,0.0720126143202946,0.0197916421804275,0.244556278245299,0,0,0.260448919069515,-0.0825145703928198,0,0.272116687027063,0,0,0,0.00751951745520102
BV010082.Index,0,0,0,-0.0552289660680416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0375117286254385
CVIX.Index,0,0,0.203719713062334,-0.119781997279121,-0.318304610454627,0.349791054804726,0,-0.338106098475034,0.0484714695120748,0.222707365756584,0.087577188971864,-0.188522661238928,-0.449616597011305,0.382620571186186,0.0478215015256844,-0.186884465062245,0,0,0,0.0157679030902769
DXY.Curncy,0,0,0,0,0,0,0,-0.0423559471158108,0.00394147559959323,0.0134617306769342,0,0,0,0,0.0350867874647391,0.0584455152610647,-0.00626134098746966,0,0,0.00645440902913568
SPX.Index,0,0,0,0,0,-0.00529812215208732,0,0,0.0131157809790206,0,-0.0270671449224873,-0.0234253907172476,0,-0.0127970934843004,0.0237869320697587,0.0516891538118604,-0.0138466490542676,0,0,-0.121272365818576
VIX.Index,0,-0.0977028639452554,-0.177708441563991,0,0.145151955597523,0,0,0,-0.0931784659991388,0.550595477231292,0,0.298819275177268,-0.437765177057154,0.097720530926281,0.0425282010519402,0,0,0,-3.74809241124458,0
