,BTC,ETH,XRP,LTC,XMR,DASH,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-3.46944695195361e-18,0,0.340867950664069,0.149612262133243,0.333753682474502,-0.0378864797952498,0.1109835163824,0,0,-0.0717976640908145,0.0564766517188517,0.110485702954921,0,0,0,0,0
ETH,0,0,0,0.0250632142262953,0.21312767868775,0.678409698552651,-0.0760600689992136,0.097285237247678,-0.0121211037378267,0,0,0.0846285668995071,0,0,0,0,0,0
XRP,0,0.00676536141139381,0,0,0.0723129159486499,0.152894483935238,-0.159528122835904,0.0721575949365381,0,0.14389514364181,0.0486779493025532,0,0,0.302442125846989,-0.27857970259001,0,0,0.215676928249808
LTC,0.459009821838853,0.0918930217200625,0,0,0,0,-0.0526429800785947,0.189323380679883,0.170381035691087,0,0.125041573336801,0.0947372760148025,0,0,0,0,0,0.202400413024721
XMR,0.719541517350057,0.139231502316234,-0.23684569684658,0,0,0,0,0,0,0,-0.00138265514348193,0.0232523432687293,-0.167879865372851,0,0.617281135336416,0,0,0
DASH,0.778286957777164,0,0,-0.158789189172221,0.191818538988428,0,0.184161464294653,0.117616555262096,-0.00903452007009406,0.0712111981549647,0.152123575971885,-0.0557021303758393,0,0,0,0,0,0.0385851093374687
ETC,0,0.420598967546316,0,0,0,0.155357589134799,0,0.0283322000010485,0.251236440207135,0.181812427512135,-0.0595533388829449,0.1224758981593,0.152365225629608,0,0.422153289831792,0,0,0
XEM,-0.482774928348372,-0.267192448296963,0.19262627208384,0.133278997830666,-0.0325632736681324,0.455221881756185,0.0633059787622655,0,0.318919244639707,0,0.0991449929974739,0.0519762511250227,0.00915462886332397,0,0,0,0,0.053659032218785
ZEC,0,0,0,0.289613390036045,0.0660948056130467,0.670240142130975,-0.167293933652095,-0.0888402268754957,0,0,0.0213350261583276,0.26673553426353,0.393263236013143,0,0.0806879934644863,0,0,0
DOGE,0.464952098437405,0,0,0.0497695626650918,-0.0826661889827159,0,0.00450817671682057,-0.0522391409969484,0,0,-0.013022631987624,0.0603526363622296,0.0155518539643029,0,0,0,0,-0.0688734895009469
XLM,-0.464709995439306,0.465304205674231,0.203938713180241,-0.388016534428495,0.356620449441479,0.155901403990605,0,0.270041999825179,0.156307134663352,0,0,0.28145264946913,0.0776703723308184,-0.279547468514704,0,0,-3.03546995336072,0
NEO,0.404788777549439,0.0372979953035735,1.32998004672263,-0.439986766225772,0.284994012688249,-0.490861192649708,0.0393590001638789,0.179975321097318,-0.0472751220572489,0.328371121771582,0,0,-0.0190817137217289,-0.495914323795072,0.588821390029966,0,0,-0.175627460035965
DGB,1.38318506506317,0,0,-0.932195282871428,-0.324083718537683,0,0.192751238937956,0.0912186558252323,-1.73472347597681e-18,-0.0207013991284151,0,0.160860993117113,0,0,0,0,0,0.0796248545685107
BV010082.Index,0,0,0.0497820336974144,0,0.0402319341705976,0,0.0194518994192201,-0.167124761093853,-0.00455159611040027,0,0,-0.0667134211832923,-0.0575855658782055,0,-0.232501367142925,0,0,0
CVIX.Index,0,0,0,0.0891923983753922,0.0169023967128077,0,0.120609330075573,-0.115461424395576,-0.0244631846500493,0.217585693212987,-0.0319062627353534,0,-0.101283444230659,0,0,0,0,0
DXY.Curncy,0,0.00526421429238299,-0.061160873114932,0.0138260665518602,0.00362774847739586,0.0236096133691024,-0.0142215165450704,0,0.00317071342605972,0,-0.0101641929765739,0,-0.00432501414247981,0.0629208100028002,0.0543066810545745,0,0,-0.0262783353467487
SPX.Index,-1.0842021724855e-19,0,0.0097035534597212,-0.0278354679453622,0.000423711464291982,0.0206618895327144,-0.0129205028581955,0.0130306232677452,0.00235827240907592,0,-0.00188790067661671,0.0187756584580609,0.00680335953897603,0,0.000343658479577492,0,0,-0.061457061858166
VIX.Index,-0.0345510185559785,-0.521651797859396,0.900365697238054,0,0.190164817086746,0.284008805943359,-0.390050294524638,-0.357883766762976,0,0,-0.130064592037542,0.118901021624089,0.138883313515572,0.228704496443242,0.436943465561867,0,0,0
