,BTC,ETH,BCH,XRP,LTC,DASH,XEM,MIOTA,XMR,ETC,NEO,ZEC,EOS,BAT,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.130662173486195,0,0.296176787751308,0.139591085816219,0.115963272761542,0.0519418503168422,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0
ETH,0,0,0.044659700264274,0.174836622650524,0,0,0,0.24889041464859,-0.0104346650373296,0.113436633326373,-0.0518268357726582,0.142393262976711,0,0.190255256768971,0.0420961431334756,0,-0.28991004360824,0,0,0
BCH,0,0,0,0.483772776938959,-0.906675436749495,-0.350649311466214,0.931098425650358,-0.508633172826901,0,1.11779545710366,-0.0936644851065443,1.18175744708606,0.324228567808642,-0.109119491297271,-1.26219984992616,0,0,0,0,-0.0878786350286319
XRP,0,0.171015921917224,0.0934712816688292,0,0.160737521685208,-0.156306172915011,-0.17322775500454,0.0838265509851896,3.46944695195361e-18,-0.182610653395675,0.0854743729995763,0.181462153654369,0,0,0.370200490410034,0,0,0,0,-0.0173555684007899
LTC,0.0756867077061408,0,-0.00975304400881636,0.0679976118439618,0,-0.00600614041923363,0,0,0,0.750149336573453,0,0,0.0820465644574595,0,0,0,0,0,0,0
DASH,0.154180840794443,0,0.0759504196240738,0,0,0,0.0935593003295909,0,0.0477443664265708,0,0.0173496178130814,0.378941453008373,0,0.0791137712979934,0,0,0,0,0,0
XEM,0,0.184594308088969,0.0305357452639362,0,0.119646040281382,0.474615241920997,0,0.0436020734768127,-0.0929892480825129,0,0.0910169488446195,-0.200078429393191,0.0775857706545375,0,0.31236254986658,0,0,0,0,0.126280100079939
MIOTA,0.0297991512045213,0.174530661553175,-0.155217100705793,-0.215120567587278,0,0.0327421251530384,0.428058377091375,0,0.178493225997728,0.104698978838562,-0.0950976849241994,0.316549297157523,0.320836129230151,-0.217221866188471,0,0,0,0,0,0
XMR,0,0,0.123475407616364,0.0852936353559235,0.0178881910601974,0.175228531277412,0,0.0133426930261746,0,0.0294907908918609,0.125962293249734,0.218000780613022,0,-0.0907145302353259,0.227066519274914,0,0,0,0,-0.0441603341972732
ETC,0,0,0.0353182669707062,0.0353725844704318,0.677141614678578,0.0153765126668193,0,0.0909221209599105,0.136808972366355,0,0.0364372322590402,0,-0.139031016435126,0.0869674645643566,0.0998283484309895,0,0,0,0,0
NEO,0,0,0.0502656795693521,0,0,-0.0268992418288274,0.394243711452849,0.164190085779142,0.198608223524901,0,0,0,0.252992886731416,0.00323624977303941,0,0,0,0,0,-0.196352479063942
ZEC,0,0.2369813194319,0,0,0,0.139142892916212,0.247465786718343,0.200847413516832,0.0461205092725121,0,-0.0236583558199605,0,0,0,0.131122166445817,0,0,0,0,0
EOS,0.0656078144795509,0,0.0925556775465789,0,0.383405430427386,0.0578660405261661,-0.13027390641955,0.247905070074466,0.200221183180952,0,0.198938672423507,0,0,0.0863789547194389,0.204778765238314,0,0,0,0,0
BAT,0,0.0845851324733969,-0.0468978440474117,0,0,0.0584156921619853,0,0.0287382350711452,0,0,0.18714413276526,0.236312967219951,0.17858380619823,0,0.260022727195133,0,0,0,0,-0.0667495311825405
XLM,0,0.295560370359214,0,0.0687923237435089,0,-0.0623922972113365,0.0139119655416119,0,0.411183356013834,0,-0.00675604516135579,0,0,0.227962847433853,0,0,0,0,0,0
BV010082.Index,0,0,-0.0031495285234151,0,0.0109319359515133,0,0,0,0,0,0,0.053379981319357,-0.026598328982359,0.0118359279313404,0.00733140164081172,0,0,0,0,-0.0861405533203888
CVIX.Index,0,0,-0.0244266504794727,0.140584966139071,0.0685106712083541,0,0.0661983838486159,0.0805594158867152,-0.00917027676406964,0,-4.33680868994202e-19,-0.14129715214724,-0.0858670377859795,0,-0.0574414222878029,0,0,0,0,0.0748113271485723
DXY.Curncy,0.00764040232642225,-0.00895415004613854,0.00299295972392103,0,0.000299313461863777,0,-0.00518270518537362,0.01337322736254,0,0,0,-0.014209467201607,0.00752256584148235,0,-0.00137378716069751,0.0633560743128637,-0.0290146907668657,0,0,0
SPX.Index,0,0,0,0.005175495610849,-0.00620624062754203,-0.0124781204468731,0,0.00306241022082116,-0.0118753234914183,0.0115125954384941,0,0,0,0.00326023200423105,0,0,0,0,0,-0.0485563280839803
VIX.Index,-0.135415957560417,0.201214988235976,0,0,-0.213792668644447,-0.146516296512964,0.398267041873702,0.0400963640069006,0,0,-0.039839236127249,0,-0.304008826143477,0.0967591641031005,0,0,2.4424972871351,0,0,0
