,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ZEC,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.288424635756173,0.136260468204479,0.0345771209154463,0,0.0184764293568233,0,0,0,0,0.0870913949726733,0,0,0,0,-0.110289233555
ETH,0.273280025715872,0,0.139430028259802,0,0.0984168300599673,0,0,0.0346059117340208,0.157277432886678,0.143790209720028,0.0567708879098345,0,0,-3.46944695195361e-18,0,0,0,0,0
XRP,-0.230390575831003,0.498794223094298,0,-0.0685810199705792,0.0573355518477207,0,-0.0957152792938001,0,0.560277107902611,0,0,0,0.0325983419830849,0.143153078862821,0,0,0,0,-0.0272343675132293
BCH,0,-0.206845416265439,-1.38777878078145e-17,0,-0.00290922370263659,-0.331410534829555,0.263730380800688,0.113910594900069,0.170321215203005,0,0.47273688920017,-0.0835145737678112,0.0348582606422705,0.20976085051711,0,0.39553245276808,0,0,0
LTC,0,0,0.336592924070309,-0.102032896406963,0,0,0.154959792340544,0.0311588993692928,0,-0.0592106570085914,0.652407313545594,0,0,-8.67361737988404e-19,0,0,0,0,-0.11722103947441
DASH,0,0,0.320324817462401,0.24632581761975,-0.147959415710889,0,0.0621877926666769,0,0.114958909555407,0.184008502129693,0,0,0.0235522018212398,0.0746831389868363,0,0,0,0,0
XEM,0,0.194035749522197,-0.0869642972899654,0.214441393981394,0.136761449194309,0.0965245194833158,0,0.0417015406686368,0.360246583714283,0.101359631160277,-0.0703778965615655,0,0.0223405690587805,0.111604942091433,0,0,0,0,0
NEO,0,0.27909601393953,0,0.22010286367153,0,0.179679665591372,-0.140955251252825,0,0.423569448798902,0.00683722080363162,-0.148575725653682,0.417461801175902,0.186144812872664,1.73472347597681e-18,0.563733974892737,0,0,0,-0.369487833727693
XMR,0,0,0.286303212439865,0.0486439247066594,0,0,0,0.150476016375595,0,0.0770397313074859,0.164772404177133,0.225713314633415,0,0,0,0,0,0,-0.0006979984128203
MIOTA,-0.397597420003554,0.179070164930278,0,0,0,0,0.16232830258117,-0.171324504659046,0,0,0.0873451391132278,0.353539569239553,0.0631547751293573,0.37426216148604,0,0,0,0,0.140844990984218
ETC,0,0.178110910494175,0.163975679610619,0,0.654870920602528,0.0758230219163007,-0.00572471816052,0.00789350405972359,0,6.93889390390723e-18,0,0,0.0916475593158499,0,0,0,0,0,0
ZEC,0,0,0.0594999025594754,0.132773456341301,0,0.328032469825393,0.214951504106737,-0.0826238225634319,0.0786592659800336,0.214275288316658,0,0,0.0571347941149336,0.137692321203334,0,0,0,0,0.0826307876666552
XLM,0,0,0.650528720496787,0.196368551858906,0,0,0,0.273408122525857,0,0.708467227942919,0.541179860756166,0,0,-0.686662480938869,0,0,0,0,-0.364085402316604
EOS,0,0.263138214251643,0,0,0.421404226144977,0,-0.178543986464564,0.219271025385164,0.256400964294552,0.234794847270922,0,0.0565406105095795,0.107463862445585,0,0,0,0,0,-0.0360867997809666
BV010082.Index,0.0340548665328271,0.0251427653394474,0,-0.0406874224187399,-0.0311528527956182,0,-0.031656472451874,0.0406692417225544,-0.0872827227471829,0.0290766071450668,0.0449969601543069,-0.0489436354657853,0.0107560247691386,0.0451102494962593,0,0,0,0,-0.0762318266475224
CVIX.Index,0,0,0,0.0966074162339918,0,-0.141596303712738,0.139900531757424,-0.01888377962131,0,-0.0142879598661465,-0.0610439107979929,-2.16840434497101e-19,0,-0.033282452842484,0,0,0,0,0.041338320209004
DXY.Curncy,0,-0.00136065261054899,0,0.0116326495880049,0,-0.041982320860206,-0.00268333249853381,0.00679442162557319,0,0,0,0.0135860930037839,0.00287440428231777,-0.00116289918332087,0.0185685272171518,-0.0157224541989114,0,0,-0.00448424736039792
SPX.Index,0,0,0,0,0,0,0.00631934694166453,7.8749553623348e-05,0,0.00805176037764713,0,-0.0207495251188718,0.000937013567358664,0,0,0,0,0,-0.0344292853732274
VIX.Index,0,0.19232293942275,0.0210507959955723,-0.19297714396981,0.370936344197822,-0.100649629882081,-0.103528231567466,0,0,0.139253194330259,-0.354295384507614,0.476655085457377,0.0692881588145006,-0.430782738690127,0,0.513643358340343,0,0,0
