,BTC,ETH,XRP,LTC,DASH,ETC,XMR,XEM,ZEC,DOGE,XLM,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.265541367510541,-0.039288796783558,-0.0756431325246278,0.074654892223969,0.312514794083276,0.257982374839015,0.0415083090526582,-0.178156163066472,0,0.23408308210309,0.106879250508276,-0.301889678215467,0,0,0,0,0.0747060641301024
ETH,0.569592435465254,0,-0.101113874295488,-0.0567147426777919,0,0.230988891283897,0.771542113791153,-0.083401901702414,-0.134329508140467,-0.0237679611419997,0.350069237962838,-0.128241668455142,-0.235028024472441,0.335507515599214,-0.284240707723304,0,0,0
XRP,-0.606663859641243,0,0,-0.121311488554037,-0.305982332316679,0.126081230058141,0,-0.0451911438099367,0.0259430394248183,0,1.30052591163462,-0.434289631772247,0.227097125582229,0,0.541768860437924,0,0,0
LTC,0,0,0.00272700972961232,0,0.0575142139153401,0.150817657294434,0.107520330257484,-0.164369186089592,0,0.417113425734537,0,0.0914548389026424,0,0,0,0,0,-0.263232839627856
DASH,-0.295131158137656,0.0588781400810178,0,0.0751867312669393,0,0,0,0.0950470773417443,0.153761501488897,-0.183037179741365,-0.0881489865269685,0.0726321207164054,-0.0117057274586138,0.158876734567505,0.63279676811789,0,0,-0.130194812174718
ETC,0.193292233932746,0.415948108488469,-0.0510418676370642,0.183685725526836,0.0265797465110256,0,0,0.0366176061720144,-0.00337014724036962,0.136220039455866,3.46944695195361e-18,0.111833556256585,-0.205884854075248,-1.29938708535706,0.145159669840593,0,0,-0.187336683599409
XMR,0.0579061297159636,0.347498764686782,0.0570943378819742,0.0518492499891498,-0.0656215244848206,0,0,0.267844548916996,0.250002472871627,0,-0.0757069428486568,0.0961740513881623,-0.106374472696876,0,-0.585804113324138,0,0,0
XEM,-0.270200925016678,0.13145980592111,0,0,0.125446768469812,-0.27471395246461,0.427596726053444,0,0,0,0.0626883734819735,0.326907664550182,0.254710029417905,0,0,0,0,-0.201009589171744
ZEC,0,0,0.023783633663318,-0.0217536080368399,0.171440068292105,0,0.164843952808815,-0.058937659179749,0,0.305546591154271,-0.120132611305558,0,-0.059928627984004,0,0.152927526222173,0,0,0
DOGE,0,0.12632856562863,-0.109035752690894,0.283271861216439,0.0400930446317372,-0.132523626236689,0,-0.18000492862285,0.238818631922615,0,0.384140408574018,0,0.144328440575832,0,0,0,0,0.380344583877543
XLM,0.0861863761502294,0.0673806469956933,0.35469061313112,0.22409965613604,0.0726407304998126,0.123089553672326,0,-0.280790860015963,0.104717681280847,0,0,0.279050854441206,0.216505419971063,0,0,0,0,-0.466149988885227
DGB,0,0.181909581445855,-0.0839078383510621,-0.174443871665819,-0.00816410972881271,0,-0.303725310223131,0.230438208872706,0,0.213194365250884,0,0,0,0,0.228931743400643,0,0,-0.660405394115639
NEO,-0.0710382471481343,-0.0855001760294899,-0.0780552575538668,0,0,0,-0.292321996241364,0,0.332631680294831,0,0.092029690749656,0,0,-0.528350603725175,0,0,0,0.0771724292222112
BV010082.Index,0.112730376999814,0.0254081284027421,0.00756079121020327,0,0,-0.0956602247510596,-0.0987288621709442,0.0435430633992253,-0.0151150807492915,0,0,0.0320082076328233,0,0,0.236288093693046,0,0,0
CVIX.Index,0,0,-0.0343344857009156,0.059567706260881,-0.0493793048737671,0,0,-0.0523988762377469,0.164666416697252,0.14834198256331,0,0.0512102486537618,0,0,0,0,0,0.338624123545869
DXY.Curncy,0.0169510254266232,0.00874456800845785,0.00147287127878915,0.0102141211415646,-0.00641549214389148,0,0,-2.07283365702471e-05,0,0,0,0.00348835400103126,-0.00616128043728431,0.120152394940052,0.00257439061047602,0,0,0.0220315717990912
SPX.Index,0.0325290906289205,0.0245414620871834,-0.00156527066139033,0.00434401643025863,-0.0137082333893534,-0.0174218894541493,-0.00262383580890788,-0.00919562271058946,-0.0163793465385142,-0.0122024516655509,0.00936170406946894,0.0144677358340461,-0.0233424129154131,-0.0446471867537959,0,0,0,-0.0476650961131307
VIX.Index,0,0.253554364920583,0,-0.0807037531647777,-2.71050543121376e-20,-0.261767119378798,-0.304864765276059,0,0.0326974846508065,0.111532570488375,-0.0286544130423791,-0.129384958001969,0.184214544012077,-0.178790846215975,0.393719243465165,0,0,0
