date,XBT,DOGE,XRP,ETH,XMR,DASH,XEM,ETC,MIOTA,EOS,QTUM,ZEC,WAVES,XLM,DCR,OMG,BNB,BCH,NEO,TRX,FIL,XTZ,ADA,ENJ,ICX,BTT,HOT,HT,IOST,LINK,MKR,THETA,ZIL,REN,FTM,CRO,QNT,MATIC,OKB,CEL,ALGO,CHZ,PDT,HBAR,RUNE,LNA,AR,KSM,KLAY,YFI,AVAX,SHIB,CRV,SRM,SUSHI,CAKE,NEAR,AAVE,EGLD,MINA,ICP,DYDX
2022-04-07,43397.09,0.1445,0.781,3218.32,224.55,114.97,0.1054549287,42.09,0.75826,2.51,7.18744,168.43,29.4139,0.210535,58.49927732,4.94,434.92563598,335.4,23.093,0.0637,22.16,3.36,1.0822,1.625,0.856,0.78,0.025018,9.2985,0.046,15.6,2049.1,3.454408364,0.12667,0.4241,1.3315,0.4451,127.18,1.4964,20.3005,3.041,0.7982,0.239,20.36,0.2187213336,9.6545,102.078635098,33.828031655,178.96,1.0962104934,21310.54,86.84,2.47e-05,2.514,2.657,3.6089,8.839987233,16.0226395989,201.01,167.53,3.4,19.14,5.61
2022-04-08,42742.2,0.1456,0.7591,3238.61,222.91,112.25,0.103008702,41.58,0.73605,2.41,7.06169,175.43,26.6023,0.20544,57.4027746,4.79,426.9090936,328.84,22.252,0.06307,21.62,3.24,1.0498,1.71,0.8425,0.764,0.025018,9.318,0.046,15.41,2050.99,3.45356976,0.12306,0.4027,1.28855,0.4439,123.68,1.463,19.5025,3.0025,0.7761,0.2369,19.86,0.211146468,9,97.0675362,33.66803094,179.9,1.082659926,20800,86.66,2.424e-05,2.399,2.659,3.4572,8.6552955,18.05216817,189.74,165,3.37,18.3,5.216
2022-04-09,42528.77,0.143,0.761525,3234.48,236.4,113.55,0.1046207742,41.23,0.73606,2.39,6.97784,165.51,24.3662,0.203978,57.96671351,4.81,421.97045594,326.78,22.248,0.0631875,21.57,3.14,1.0306,1.809,0.8463,0.759,0.025018,9.435,0.046,15.29,2084.34,3.364025707,0.11759,0.3952,1.25775,0.4391,120.1,1.4408,19.576,2.9575,0.7767,0.2417,19.52,0.2096668361,9.095,93.975823069,33.925199829,175.15,1.0768284564,20387.94,83.15,2.416e-05,2.453,2.637,3.517,8.510006877,16.3463580372,182.71,165.5,3.17,18.1,5.121
2022-04-10,43261.12,0.1566,0.7702,3293.56,244.32,114.14,0.1062060496,42.04,0.74554,2.46,7.14086,169.11,24.736,0.207209,59.7003456,4.91,428.0687824,331.32,22.57169891,0.0639975,21.76,3.27,1.0641,1.749,0.8575,0.772,0.025018,9.5895,0.046,15.86,2089.67,3.521455168,0.12361,0.3937,1.31745,0.4515,127.3,1.4821,19.855,2.943,0.7848,0.2432,20.12,0.2171708224,9.381,95.827706912,35.0415072,178.64,1.079364944,20748.31,84.73,2.517e-05,2.495,2.66,3.59,8.708463456,16.9120696416,186.65,170.52,3.15,18.35,5.269
2022-04-11,39982.27,0.1383,0.70505,3004.79,224.73,102.2,0.0979565615,37.56,0.67117578,2.19,6.31517,146.13,21.9,0.190028,53.73617088,4.29,398.58324963,300.11,20.014,0.0589625,18.44,3.01,0.9487,1.524,0.7486,0.692,0.025018,9.284,0.046,13.9,1849.36,3.018661385,0.11532,0.3322,1.1392,0.4066,114.78,1.351,18.429,2.63,0.7143,0.2222,17.63,0.1979122365,7.813,85.80195142,30.378528746,156.48,1.0091524948,18713.49,74.13,2.278e-05,2.185,2.3,3.15,7.720576337,15.2700285584,161.76,153.19,2.63,16.29,4.675
2022-04-12,39303.48,0.1352,0.69325,2972.85,232.79,99.76,0.0951144216,36.88,0.64191,2.17,6.24586,142.19,21.8121,0.187993,53.4527328,4.29,407.02683888,297.59,19.788,0.059015,18.55,3.01,0.9316,1.497,0.7248,0.695,0.025018,9.2145,0.046,13.67,1834.72,2.955621696,0.1041,0.3255,1.1224,0.4098,112.67,1.3592,18.4435,2.44,0.7064,0.2182,17.19,0.192587052,7.543,82.505865216,30.585968136,148.54,0.9873034176,18492.25,74.36,2.546e-05,2.161,2.282,3.1306,7.852835304,15.6097701168,159.48,151.16,2.38,16.07,4.539
2022-04-13,41075.78,0.1398,0.718175,3086.85,233.2,104.77,0.100635661,38.14,0.67848881,2.31,6.70168,149,21.4885,0.193934,55.82198502,4.62,419.75339582,342.21,21.16818513,0.0608925,19.25,3.16,0.9651,1.586,0.7823,0.735,0.025018,9.304,0.046,14.06,1934.82,3.16283506,0.10985,0.343,1.1894,0.4192,114.73,1.4135,19.7525,2.166,0.7387,0.2415,18.11,0.2016820798,8.421,86.862951966,31.537983884,158.29,1.0153932816,19107.59,80.15,2.631e-05,2.264,2.504,3.3031,8.198725688,16.7967079576,175.06,158.53,2.43,17.01,4.789
2022-04-14,39783.5,0.1409,0.7145,2996.82,225,102.48,0.098265245,36.73,0.65938,2.27,6.44449,142.95,20.8207,0.192767,53.866859,4.5,414.1064515,334.92,20.399,0.0596775,18.6,3.08,0.9278,1.502,0.7557,0.713,0.025018,9.4125,0.046,13.6,1922.08,3.01161095,0.11362,0.3311,1.15295,0.4099,112.56,1.3601,19.4785,2.1285,0.723,0.2356,17.6,0.19334781,8.4195,80.97931425,30.2275033,157.41,0.99299616,18843.13,76.78,2.56e-05,2.217,2.412,3.2021,8.01637525,16.229678825,168.44,152.95,2.29,16.35,4.578
2022-04-15,40322.88,0.1454,0.7721,3022.43,237.29,108.32,0.1002023568,37.06,0.67189578,2.41,6.594,144.84,22.303,0.20261,56.00848032,4.63,418.10794272,336.42,21.01508916,0.06186,18.89,3.15,0.9499,1.502,0.7743,0.72,0.025018,9.496,0.046,13.96,1964.23,3.032280576,0.10907,0.3272,1.16775,0.4061,112.68,1.3847,20.1815,2.28,0.7363,0.2364,18.17,0.1991950272,8.3915,80.508662208,29.963932128,164.86,0.9971848224,19200.85,76.77,2.576e-05,2.212,2.407,3.2833,8.161350912,15.7706815968,173.58,153.96,2.31,16.69,4.632
2022-04-16,40227.6,0.1423,0.77425,3025.26,236.4,108.37,0.1005287724,37.48,0.66615782,2.56,6.77078,143.23,21.247,0.202611,56.1577296,4.71,413.942004,341.63,21.299,0.0612525,20.39,3.22,0.9413,1.495,0.7679,0.759,0.025018,9.356,0.046,13.92,1892.89,2.99293344,0.10975,0.3247,1.14345,0.4068,110.85,1.376,20.7555,2.182,0.7346,0.2333,18.36,0.19711524,7.8595,80.41899516,29.4264894,173.48,0.984771648,19041.2,77.38,2.548e-05,2.212,2.43,3.2954,8.2064304,15.689166276,171.71,153.73,2.4,17.03,4.655
