,Methodology,AccumulativeReturn,AverageDailyReturn,StdDailyReturn,Sharp
1,QTEC,1.82488060794766,0.00112931197584272,0.0223841780229895,0.0504513489252484
2,MV,1.2623930329622,0.0237716623639611,0.674755729213288,0.0352300267115582
3,LTEC,1.49241486474471,0.000932347877330204,0.0186007105945667,0.0501243150142094
