,FRM,closeness_avg,eigenvector_avg,EDC_simp,EDH,BEKK_G
FRM,1,-0.589629502493629,0.162760811956392,0.302731401734516,0.313734632994503,-0.123853690949155
closeness_avg,-0.589629502493629,1,-0.390398101483052,-0.418984169316839,-0.335657160928487,0.0574128743617266
eigenvector_avg,0.162760811956392,-0.390398101483052,1,0.218092454146548,0.215669230671896,0.0871172400110326
EDC_simp,0.302731401734516,-0.418984169316839,0.218092454146548,1,-0.25452153603119,-0.0348805670480968
EDH,0.313734632994503,-0.335657160928487,0.215669230671896,-0.25452153603119,1,0.0738154178601231
BEKK_G,-0.123853690949155,0.0574128743617266,0.0871172400110326,-0.0348805670480968,0.0738154178601231,1
