,Horizon,R2_FRM_5P,R2_FRM_25P,R2_FRM_50P,R2_DAG,R2_GDC,R2_PCA_1,R2_TCI
1,10,0.0605376712628154,0.0576041589188229,0.0490400405845982,0.0607524608593627,0.0378608041403057,0.0566220723904854,0.0703814729912867
2,25,0.066417480278264,0.0637409221913248,0.0619164928535414,0.053159252089877,0.0530603025463634,0.0510980937905661,0.056498617231042
3,63,0.0456120248051848,0.042165673200291,0.0414918014010898,0.0441201327034698,0.0398761749724935,0.055238887252722,0.0579586756698193
4,110,0.0605115924924681,0.0413836594191347,0.0532141793905233,0.059747645310703,0.0597568885233671,0.0569080192885837,0.0483914142847137
